"DATE_","ID","TSECS_BST","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","Dist_to_colony_km"
2010-05-26,1,47896,56.01149,-3.16806,"TS","Travelling",0.01275,3.16252892148
2010-05-26,1,47897,56.0116,-3.16805,"TS","Travelling",0.01275,3.17528574094
2010-05-26,1,47898,56.01172,-3.16804,"TS","Travelling",0.01275,3.18804261978
2010-05-26,1,47899,56.01183,-3.16803,"TS","Travelling",0.01027,3.20079953838
2010-05-26,1,47900,56.01193,-3.16805,"TS","Travelling",0.01027,3.21088276646
2010-05-26,1,47901,56.01202,-3.16808,"TS","Travelling",0.01027,3.22096725658
2010-05-26,1,47902,56.01211,-3.1681,"TS","Travelling",0.01027,3.23105300679
2010-05-26,1,47903,56.0122,-3.16812,"TS","Travelling",0.01027,3.24114000619
2010-05-26,1,47904,56.01229,-3.16814,"TS","Travelling",0.01027,3.25122825309
2010-05-26,1,47905,56.01238,-3.16816,"TS","Travelling",0.01027,3.26131771609
2010-05-26,1,47906,56.01247,-3.16818,"TS","Travelling",0.01027,3.27140840292
2010-05-26,1,47907,56.01257,-3.1682,"TS","Travelling",0.0093,3.28150028327
2010-05-26,1,47908,56.01265,-3.16821,"TS","Travelling",0.0093,3.29070238264
2010-05-26,1,47909,56.01273,-3.16822,"TS","Travelling",0.0093,3.29990507267
2010-05-26,1,47910,56.01282,-3.16824,"TS","Travelling",0.0093,3.30910833763
2010-05-26,1,47911,56.0129,-3.16825,"TS","Travelling",0.0093,3.3183121934
2010-05-26,1,47912,56.01298,-3.16826,"TS","Travelling",0.0093,3.32751662439
2010-05-26,1,47913,56.01307,-3.16828,"TS","Travelling",0.0093,3.33672162582
2010-05-26,1,47914,56.01315,-3.16829,"TS","Travelling",0.0093,3.3459271938
2010-05-26,1,47915,56.01323,-3.1683,"AS","Foraging",0.00676,3.35513332285
2010-05-26,1,47916,56.01329,-3.16829,"AS","Foraging",0.00676,3.36189330313
2010-05-26,1,47917,56.01335,-3.16828,"AS","Foraging",0.00676,3.36865332906
2010-05-26,1,47918,56.01341,-3.16826,"AS","Foraging",0.00676,3.37541339207
2010-05-26,1,47919,56.01348,-3.16825,"AS","Foraging",0.00676,3.38217348035
2010-05-26,1,47920,56.01354,-3.16824,"TS","Travelling",0.00676,3.38893361444
2010-05-26,1,47921,56.0136,-3.16822,"TS","Travelling",0.00676,3.39569378416
2010-05-26,1,47922,56.01366,-3.16821,"TS","Travelling",0.00676,3.4024539785
2010-05-26,1,47923,56.01372,-3.1682,"TS","Travelling",0.00987,3.40921421882
2010-05-26,1,47924,56.0138,-3.16817,"TS","Travelling",0.00987,3.41904108775
2010-05-26,1,47925,56.01389,-3.16815,"TS","Travelling",0.00987,3.4288682927
2010-05-26,1,47926,56.01398,-3.16812,"TS","Travelling",0.00987,3.43869581011
2010-05-26,1,47927,56.01407,-3.16809,"TS","Travelling",0.00987,3.44852364719
2010-05-26,1,47928,56.01415,-3.16806,"TS","Travelling",0.00987,3.45835181199
2010-05-26,1,47929,56.01424,-3.16804,"TS","Travelling",0.00987,3.468180291
2010-05-26,1,47930,56.01433,-3.16801,"TS","Travelling",0.00987,3.47800907159
2010-05-26,1,47931,56.01442,-3.16798,"TS","Travelling",0.00844,3.48783817102
2010-05-26,1,47932,56.01449,-3.16796,"TS","Travelling",0.00844,3.49625342115
2010-05-26,1,47933,56.01457,-3.16794,"TS","Travelling",0.00844,3.50466882589
2010-05-26,1,47934,56.01464,-3.16792,"TS","Travelling",0.00844,3.51308438496
2010-05-26,1,47935,56.01472,-3.1679,"TS","Travelling",0.00844,3.52150009641
2010-05-26,1,47936,56.01479,-3.16788,"TS","Travelling",0.00844,3.52991595914
2010-05-26,1,47937,56.01487,-3.16786,"TS","Travelling",0.00844,3.53833197375
2010-05-26,1,47938,56.01494,-3.16784,"TS","Travelling",0.00844,3.54674813662
2010-05-26,1,47939,56.01502,-3.16782,"TS","Travelling",0.01167,3.55516444923
2010-05-26,1,47940,56.01512,-3.16777,"TS","Travelling",0.01167,3.5666862369
2010-05-26,1,47941,56.01522,-3.16773,"TS","Travelling",0.01167,3.57820908657
2010-05-26,1,47942,56.01532,-3.16769,"TS","Travelling",0.01167,3.58973296731
2010-05-26,1,47943,56.01542,-3.16764,"TS","Travelling",0.01167,3.60125788987
2010-05-26,1,47944,56.01553,-3.1676,"TS","Travelling",0.01167,3.61278383438
2010-05-26,1,47945,56.01563,-3.16755,"TS","Travelling",0.01167,3.62431080016
2010-05-26,1,47946,56.01573,-3.16751,"TS","Travelling",0.01167,3.63583875849
2010-05-26,1,47947,56.01583,-3.16747,"TS","Travelling",0.01524,3.64736771978
2010-05-26,1,47948,56.01596,-3.1674,"TS","Travelling",0.01524,3.66225886492
2010-05-26,1,47949,56.0161,-3.16732,"TS","Travelling",0.01524,3.67715304419
2010-05-26,1,47950,56.01623,-3.16725,"TS","Travelling",0.01524,3.6920502109
2010-05-26,1,47951,56.01636,-3.16718,"TS","Travelling",0.01524,3.70695032892
2010-05-26,1,47952,56.01649,-3.16711,"TS","Travelling",0.01524,3.72185338356
2010-05-26,1,47953,56.01662,-3.16704,"TS","Travelling",0.01524,3.73675930807
2010-05-26,1,47954,56.01675,-3.16697,"TS","Travelling",0.01524,3.7516680988
2010-05-26,1,47955,56.01688,-3.1669,"TS","Travelling",0.01562,3.76657969293
2010-05-26,1,47956,56.01702,-3.16683,"TS","Travelling",0.01562,3.78193537788
2010-05-26,1,47957,56.01715,-3.16677,"TS","Travelling",0.01562,3.7972933395
2010-05-26,1,47958,56.01729,-3.1667,"TS","Travelling",0.01562,3.81265354039
2010-05-26,1,47959,56.01742,-3.16663,"TS","Travelling",0.01562,3.82801595151
