"ID","SPECIES","TSECS","observedState","decodedState"
1,"Arctic tern",55607,"Not-foraging","Not-foraging"
1,"Arctic tern",55608,"Not-foraging","Not-foraging"
1,"Arctic tern",55609,"Not-foraging","Not-foraging"
1,"Arctic tern",55610,"Not-foraging","Not-foraging"
1,"Arctic tern",55611,"Not-foraging","Foraging"
1,"Arctic tern",55612,"Not-foraging","Not-foraging"
1,"Arctic tern",55613,"Not-foraging","Not-foraging"
1,"Arctic tern",55614,"Not-foraging","Not-foraging"
1,"Arctic tern",55615,"Not-foraging","Not-foraging"
1,"Arctic tern",55616,"Not-foraging","Not-foraging"
1,"Arctic tern",55617,"Not-foraging","Not-foraging"
1,"Arctic tern",55618,"Not-foraging","Not-foraging"
1,"Arctic tern",55619,"Not-foraging","Not-foraging"
1,"Arctic tern",55620,"Not-foraging","Not-foraging"
1,"Arctic tern",55621,"Not-foraging","Not-foraging"
1,"Arctic tern",55622,"Not-foraging","Not-foraging"
1,"Arctic tern",55623,"Not-foraging","Not-foraging"
1,"Arctic tern",55624,"Not-foraging","Not-foraging"
1,"Arctic tern",55625,"Not-foraging","Not-foraging"
1,"Arctic tern",55626,"Not-foraging","Not-foraging"
1,"Arctic tern",55627,"Not-foraging","Not-foraging"
1,"Arctic tern",55628,"Not-foraging","Not-foraging"
1,"Arctic tern",55629,"Not-foraging","Not-foraging"
1,"Arctic tern",55630,"Not-foraging","Not-foraging"
1,"Arctic tern",55631,"Not-foraging","Not-foraging"
1,"Arctic tern",55632,"Not-foraging","Not-foraging"
1,"Arctic tern",55633,"Not-foraging","Not-foraging"
1,"Arctic tern",55634,"Not-foraging","Not-foraging"
1,"Arctic tern",55635,"Not-foraging","Not-foraging"
1,"Arctic tern",55636,"Not-foraging","Not-foraging"
1,"Arctic tern",55637,"Not-foraging","Not-foraging"
1,"Arctic tern",55638,"Not-foraging","Not-foraging"
1,"Arctic tern",55639,"Not-foraging","Not-foraging"
1,"Arctic tern",55640,"Not-foraging","Not-foraging"
1,"Arctic tern",55641,"Not-foraging","Not-foraging"
1,"Arctic tern",55642,"Not-foraging","Not-foraging"
1,"Arctic tern",55643,"Not-foraging","Not-foraging"
1,"Arctic tern",55644,"Not-foraging","Not-foraging"
1,"Arctic tern",55645,"Not-foraging","Not-foraging"
1,"Arctic tern",55646,"Not-foraging","Foraging"
1,"Arctic tern",55647,"Not-foraging","Not-foraging"
1,"Arctic tern",55648,"Not-foraging","Not-foraging"
1,"Arctic tern",55649,"Not-foraging","Not-foraging"
1,"Arctic tern",55650,"Not-foraging","Not-foraging"
1,"Arctic tern",55651,"Not-foraging","Foraging"
1,"Arctic tern",55652,"Not-foraging","Not-foraging"
1,"Arctic tern",55653,"Not-foraging","Not-foraging"
1,"Arctic tern",55654,"Not-foraging","Not-foraging"
1,"Arctic tern",55655,"Not-foraging","Not-foraging"
1,"Arctic tern",55656,"Not-foraging","Not-foraging"
1,"Arctic tern",55657,"Not-foraging","Not-foraging"
1,"Arctic tern",55658,"Not-foraging","Not-foraging"
1,"Arctic tern",55659,"Not-foraging","Not-foraging"
1,"Arctic tern",55660,"Not-foraging","Not-foraging"
1,"Arctic tern",55661,"Not-foraging","Foraging"
1,"Arctic tern",55662,"Not-foraging","Not-foraging"
1,"Arctic tern",55663,"Not-foraging","Not-foraging"
1,"Arctic tern",55664,"Not-foraging","Not-foraging"
1,"Arctic tern",55665,"Not-foraging","Not-foraging"
1,"Arctic tern",55666,"Not-foraging","Foraging"
1,"Arctic tern",55667,"Not-foraging","Not-foraging"
1,"Arctic tern",55668,"Not-foraging","Not-foraging"
1,"Arctic tern",55669,"Not-foraging","Not-foraging"
1,"Arctic tern",55670,"Not-foraging","Not-foraging"
1,"Arctic tern",55671,"Not-foraging","Foraging"
1,"Arctic tern",55672,"Not-foraging","Foraging"
1,"Arctic tern",55673,"Not-foraging","Foraging"
1,"Arctic tern",55674,"Not-foraging","Foraging"
1,"Arctic tern",55675,"Not-foraging","Foraging"
1,"Arctic tern",55676,"Not-foraging","Foraging"
1,"Arctic tern",55677,"Not-foraging","Foraging"
1,"Arctic tern",55678,"Not-foraging","Foraging"
1,"Arctic tern",55679,"Not-foraging","Foraging"
1,"Arctic tern",55680,"Not-foraging","Foraging"
1,"Arctic tern",55681,"Not-foraging","Foraging"
1,"Arctic tern",55682,"Not-foraging","Foraging"
1,"Arctic tern",55683,"Not-foraging","Foraging"
1,"Arctic tern",55684,"Not-foraging","Foraging"
1,"Arctic tern",55685,"Not-foraging","Foraging"
1,"Arctic tern",55686,"Not-foraging","Foraging"
1,"Arctic tern",55687,"Not-foraging","Not-foraging"
1,"Arctic tern",55688,"Not-foraging","Not-foraging"
1,"Arctic tern",55689,"Not-foraging","Not-foraging"
1,"Arctic tern",55690,"Not-foraging","Not-foraging"
1,"Arctic tern",55691,"Not-foraging","Foraging"
1,"Arctic tern",55692,"Not-foraging","Not-foraging"
1,"Arctic tern",55693,"Not-foraging","Not-foraging"
1,"Arctic tern",55694,"Not-foraging","Not-foraging"
1,"Arctic tern",55695,"Not-foraging","Not-foraging"
1,"Arctic tern",55696,"Not-foraging","Foraging"
1,"Arctic tern",55697,"Not-foraging","Not-foraging"
1,"Arctic tern",55698,"Not-foraging","Not-foraging"
1,"Arctic tern",55699,"Not-foraging","Not-foraging"
1,"Arctic tern",55700,"Not-foraging","Not-foraging"
1,"Arctic tern",55701,"Not-foraging","Foraging"
1,"Arctic tern",55702,"Not-foraging","Not-foraging"
1,"Arctic tern",55703,"Not-foraging","Not-foraging"
1,"Arctic tern",55704,"Not-foraging","Not-foraging"
1,"Arctic tern",55705,"Not-foraging","Not-foraging"
1,"Arctic tern",55706,"Not-foraging","Not-foraging"
1,"Arctic tern",55707,"Not-foraging","Not-foraging"
1,"Arctic tern",55708,"Not-foraging","Not-foraging"
1,"Arctic tern",55709,"Not-foraging","Not-foraging"
1,"Arctic tern",55710,"Not-foraging","Not-foraging"
1,"Arctic tern",55711,"Not-foraging","Not-foraging"
1,"Arctic tern",55712,"Not-foraging","Not-foraging"
1,"Arctic tern",55713,"Not-foraging","Not-foraging"
1,"Arctic tern",55714,"Not-foraging","Not-foraging"
1,"Arctic tern",55715,"Foraging","Not-foraging"
1,"Arctic tern",55716,"Foraging","Foraging"
1,"Arctic tern",55717,"Foraging","Not-foraging"
1,"Arctic tern",55718,"Foraging","Not-foraging"
1,"Arctic tern",55719,"Foraging","Not-foraging"
1,"Arctic tern",55720,"Foraging","Not-foraging"
1,"Arctic tern",55721,"Foraging","Foraging"
1,"Arctic tern",55722,"Foraging","Not-foraging"
1,"Arctic tern",55723,"Foraging","Not-foraging"
1,"Arctic tern",55724,"Foraging","Not-foraging"
1,"Arctic tern",55725,"Foraging","Not-foraging"
1,"Arctic tern",55726,"Foraging","Not-foraging"
1,"Arctic tern",55727,"Foraging","Not-foraging"
1,"Arctic tern",55728,"Foraging","Not-foraging"
1,"Arctic tern",55729,"Foraging","Not-foraging"
1,"Arctic tern",55730,"Foraging","Not-foraging"
1,"Arctic tern",55731,"Foraging","Foraging"
1,"Arctic tern",55732,"Foraging","Foraging"
1,"Arctic tern",55733,"Foraging","Foraging"
1,"Arctic tern",55734,"Foraging","Foraging"
1,"Arctic tern",55735,"Foraging","Foraging"
1,"Arctic tern",55736,"Foraging","Foraging"
1,"Arctic tern",55737,"Foraging","Foraging"
1,"Arctic tern",55738,"Foraging","Foraging"
1,"Arctic tern",55739,"Foraging","Foraging"
1,"Arctic tern",55740,"Foraging","Foraging"
1,"Arctic tern",55741,"Foraging","Foraging"
1,"Arctic tern",55742,"Foraging","Foraging"
1,"Arctic tern",55743,"Foraging","Foraging"
1,"Arctic tern",55744,"Foraging","Foraging"
1,"Arctic tern",55745,"Foraging","Foraging"
1,"Arctic tern",55746,"Foraging","Foraging"
1,"Arctic tern",55747,"Foraging","Foraging"
1,"Arctic tern",55748,"Foraging","Foraging"
1,"Arctic tern",55749,"Foraging","Foraging"
1,"Arctic tern",55750,"Foraging","Foraging"
1,"Arctic tern",55751,"Foraging","Foraging"
1,"Arctic tern",55752,"Foraging","Foraging"
1,"Arctic tern",55753,"Foraging","Foraging"
1,"Arctic tern",55754,"Foraging","Foraging"
1,"Arctic tern",55755,"Foraging","Foraging"
1,"Arctic tern",55756,"Foraging","Foraging"
1,"Arctic tern",55757,"Foraging","Not-foraging"
1,"Arctic tern",55758,"Foraging","Not-foraging"
1,"Arctic tern",55759,"Foraging","Not-foraging"
1,"Arctic tern",55760,"Foraging","Not-foraging"
1,"Arctic tern",55761,"Foraging","Not-foraging"
1,"Arctic tern",55762,"Foraging","Not-foraging"
1,"Arctic tern",55763,"Foraging","Not-foraging"
1,"Arctic tern",55764,"Foraging","Not-foraging"
1,"Arctic tern",55765,"Foraging","Not-foraging"
1,"Arctic tern",55766,"Foraging","Foraging"
1,"Arctic tern",55767,"Foraging","Not-foraging"
1,"Arctic tern",55768,"Foraging","Not-foraging"
1,"Arctic tern",55769,"Foraging","Not-foraging"
1,"Arctic tern",55770,"Foraging","Not-foraging"
1,"Arctic tern",55771,"Foraging","Foraging"
1,"Arctic tern",55772,"Foraging","Not-foraging"
1,"Arctic tern",55773,"Foraging","Not-foraging"
1,"Arctic tern",55774,"Foraging","Not-foraging"
1,"Arctic tern",55775,"Foraging","Not-foraging"
1,"Arctic tern",55776,"Foraging","Foraging"
1,"Arctic tern",55777,"Foraging","Not-foraging"
1,"Arctic tern",55778,"Foraging","Not-foraging"
1,"Arctic tern",55779,"Foraging","Not-foraging"
1,"Arctic tern",55780,"Foraging","Not-foraging"
1,"Arctic tern",55781,"Foraging","Not-foraging"
1,"Arctic tern",55782,"Foraging","Not-foraging"
1,"Arctic tern",55783,"Foraging","Not-foraging"
1,"Arctic tern",55784,"Foraging","Not-foraging"
1,"Arctic tern",55785,"Foraging","Not-foraging"
1,"Arctic tern",55786,"Foraging","Foraging"
1,"Arctic tern",55787,"Foraging","Foraging"
1,"Arctic tern",55788,"Foraging","Foraging"
1,"Arctic tern",55789,"Foraging","Foraging"
1,"Arctic tern",55790,"Foraging","Foraging"
1,"Arctic tern",55791,"Foraging","Foraging"
1,"Arctic tern",55792,"Foraging","Foraging"
1,"Arctic tern",55793,"Foraging","Foraging"
1,"Arctic tern",55794,"Foraging","Foraging"
1,"Arctic tern",55795,"Foraging","Foraging"
1,"Arctic tern",55796,"Foraging","Foraging"
1,"Arctic tern",55797,"Foraging","Not-foraging"
1,"Arctic tern",55798,"Foraging","Not-foraging"
1,"Arctic tern",55799,"Foraging","Not-foraging"
1,"Arctic tern",55800,"Foraging","Not-foraging"
1,"Arctic tern",55801,"Foraging","Not-foraging"
1,"Arctic tern",55802,"Foraging","Not-foraging"
1,"Arctic tern",55803,"Foraging","Not-foraging"
1,"Arctic tern",55804,"Foraging","Not-foraging"
1,"Arctic tern",55805,"Foraging","Not-foraging"
1,"Arctic tern",55806,"Foraging","Not-foraging"
1,"Arctic tern",55807,"Foraging","Not-foraging"
1,"Arctic tern",55808,"Foraging","Not-foraging"
1,"Arctic tern",55809,"Foraging","Not-foraging"
1,"Arctic tern",55810,"Foraging","Not-foraging"
1,"Arctic tern",55811,"Foraging","Not-foraging"
