"DATE_","ID","TSECS","SPECIES","LATITUDE","LONGITUDE","CONTBEH","DIST2COL","Observed_2State","Observed_3State","Observed_StateTw"
"2010-06-23",12,27411,"Common tern",55.32478,-1.53027,"TS",1179.89841,"Travelling","Transit search","Foraging"
"2010-06-23",12,27412,"Common tern",55.32471,-1.53006,"TS",1192.35239,"Travelling","Transit search","Foraging"
"2010-06-23",12,27413,"Common tern",55.32464,-1.52985,"TS",1204.88021,"Travelling","Transit search","Foraging"
"2010-06-23",12,27414,"Common tern",55.32456,-1.52964,"TS",1217.47961,"Travelling","Transit search","Foraging"
"2010-06-23",12,27415,"Common tern",55.32449,-1.52943,"TS",1230.14839,"Travelling","Transit search","Foraging"
"2010-06-23",12,27416,"Common tern",55.32442,-1.52922,"TS",1242.88442,"Travelling","Transit search","Foraging"
"2010-06-23",12,27417,"Common tern",55.32434,-1.52901,"TS",1256.36479,"Travelling","Transit search","Foraging"
"2010-06-23",12,27418,"Common tern",55.32426,-1.5288,"TS",1269.90422,"Travelling","Transit search","Foraging"
"2010-06-23",12,27419,"Common tern",55.32418,-1.52859,"TS",1283.50089,"Travelling","Transit search","Foraging"
"2010-06-23",12,27420,"Common tern",55.3241,-1.52838,"TS",1297.15296,"Travelling","Transit search","Foraging"
"2010-06-23",12,27421,"Common tern",55.32402,-1.52817,"TS",1310.85872,"Travelling","Transit search","Foraging"
"2010-06-23",12,27422,"Common tern",55.32394,-1.52795,"TS",1324.03885,"Travelling","Transit search","Foraging"
"2010-06-23",12,27423,"Common tern",55.32387,-1.52774,"TS",1337.27584,"Travelling","Transit search","Foraging"
"2010-06-23",12,27424,"Common tern",55.3238,-1.52753,"TS",1350.56804,"Travelling","Transit search","Foraging"
"2010-06-23",12,27425,"Common tern",55.32372,-1.52731,"TS",1363.91384,"Travelling","Transit search","Foraging"
"2010-06-23",12,27426,"Common tern",55.32365,-1.5271,"TS",1377.31167,"Travelling","Transit search","Foraging"
"2010-06-23",12,27427,"Common tern",55.32359,-1.52688,"TS",1389.73523,"Travelling","Transit search","Foraging"
"2010-06-23",12,27428,"Common tern",55.32353,-1.52665,"TS",1402.22368,"Travelling","Transit search","Foraging"
"2010-06-23",12,27429,"Common tern",55.32347,-1.52643,"TS",1414.77531,"Travelling","Transit search","Foraging"
