"COLONY","DATE","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST2COL","Complete"
"Glas Eileanan","2011-06-20",9,"C",51591,56.49056,-5.66923,"TS","Travelling",0.01131,2839.76912,1
"Glas Eileanan","2011-06-20",9,"C",51592,56.49057,-5.66905,"TS","Travelling",0.01131,2850.61551,1
"Glas Eileanan","2011-06-20",9,"C",51593,56.49058,-5.66887,"TS","Travelling",0.01169,2861.46578,1
"Glas Eileanan","2011-06-20",9,"C",51594,56.49059,-5.66868,"TS","Travelling",0.01169,2872.79555,1
"Glas Eileanan","2011-06-20",9,"C",51595,56.4906,-5.66849,"TS","Travelling",0.01169,2884.1285,1
"Glas Eileanan","2011-06-20",9,"C",51596,56.4906,-5.6683,"TS","Travelling",0.01169,2895.4646,1
"Glas Eileanan","2011-06-20",9,"C",51597,56.49061,-5.66811,"TS","Travelling",0.01169,2906.8038,1
"Glas Eileanan","2011-06-20",9,"C",51598,56.49062,-5.66792,"TS","Travelling",0.01169,2918.14608,1
"Glas Eileanan","2011-06-20",9,"C",51599,56.49061,-5.66773,"TS","Travelling",0.01169,2929.77606,1
"Glas Eileanan","2011-06-20",9,"C",51600,56.4906,-5.66754,"TS","Travelling",0.01169,2941.40682,1
"Glas Eileanan","2011-06-20",9,"C",51601,56.4906,-5.66735,"TS","Travelling",0.01169,2953.03836,1
"Glas Eileanan","2011-06-20",9,"C",51602,56.49059,-5.66716,"TS","Travelling",0.01169,2964.67066,1
"Glas Eileanan","2011-06-20",9,"C",51603,56.49058,-5.66697,"TS","Travelling",0.01192,2976.30372,1
"Glas Eileanan","2011-06-20",9,"C",51604,56.49057,-5.66677,"TS","Travelling",0.01192,2988.20952,1
"Glas Eileanan","2011-06-20",9,"C",51605,56.49056,-5.66658,"TS","Travelling",0.01192,3000.11578,1
"Glas Eileanan","2011-06-20",9,"C",51606,56.49055,-5.66639,"TS","Travelling",0.01192,3012.02248,1
"Glas Eileanan","2011-06-20",9,"C",51607,56.49054,-5.66619,"TS","Travelling",0.01192,3023.92962,1
"Glas Eileanan","2011-06-20",9,"C",51608,56.49053,-5.666,"TS","Travelling",0.0084,3035.83721,1
"Glas Eileanan","2011-06-20",9,"C",51609,56.49053,-5.66586,"AS","Foraging",0.0084,3044.17679,1
"Glas Eileanan","2011-06-20",9,"C",51610,56.49053,-5.66573,"AS","Foraging",0.0084,3052.51684,1
"Glas Eileanan","2011-06-20",9,"C",51611,56.49052,-5.66559,"AS","Foraging",0.0084,3060.85738,1
"Glas Eileanan","2011-06-20",9,"C",51612,56.49052,-5.66545,"AS","Foraging",0.0084,3069.1984,1
"Glas Eileanan","2011-06-20",9,"C",51613,56.49052,-5.66532,"AS","Foraging",0.00533,3077.53988,1
"Glas Eileanan","2011-06-20",9,"C",51614,56.49051,-5.66523,"AS","Foraging",0.00533,3082.8551,1
"Glas Eileanan","2011-06-20",9,"C",51615,56.49051,-5.66514,"AS","Foraging",0.00533,3088.17045,1
"Glas Eileanan","2011-06-20",9,"C",51616,56.49051,-5.66506,"AS","Foraging",0.00533,3093.48592,1
"Glas Eileanan","2011-06-20",9,"C",51617,56.4905,-5.66497,"AS","Foraging",0.00533,3098.80152,1
"Glas Eileanan","2011-06-20",9,"C",51618,56.4905,-5.66488,"AS","Foraging",0.00578,3104.11724,1
"Glas Eileanan","2011-06-20",9,"C",51619,56.49049,-5.66479,"AS","Foraging",0.00578,3109.90541,1
"Glas Eileanan","2011-06-20",9,"C",51620,56.49049,-5.6647,"TS","Travelling",0.00578,3115.6936,1
"Glas Eileanan","2011-06-20",9,"C",51621,56.49048,-5.6646,"TS","Travelling",0.00578,3121.48183,1
"Glas Eileanan","2011-06-20",9,"C",51622,56.49047,-5.66451,"TS","Travelling",0.00578,3127.27009,1
"Glas Eileanan","2011-06-20",9,"C",51623,56.49047,-5.66442,"TS","Travelling",0.007,3133.0584,1
"Glas Eileanan","2011-06-20",9,"C",51624,56.49046,-5.6643,"TS","Travelling",0.007,3140.05776,1
"Glas Eileanan","2011-06-20",9,"C",51625,56.49045,-5.66419,"TS","Travelling",0.007,3147.0572,1
"Glas Eileanan","2011-06-20",9,"C",51626,56.49045,-5.66408,"TS","Travelling",0.007,3154.05675,1
"Glas Eileanan","2011-06-20",9,"C",51627,56.49044,-5.66396,"TS","Travelling",0.007,3161.0564,1
"Glas Eileanan","2011-06-20",9,"C",51628,56.49043,-5.66385,"TS","Travelling",0.00872,3168.05613,1
"Glas Eileanan","2011-06-20",9,"C",51629,56.49042,-5.66371,"TS","Travelling",0.00872,3176.80729,1
"Glas Eileanan","2011-06-20",9,"C",51630,56.49041,-5.66357,"TS","Travelling",0.00872,3185.55843,1
"Glas Eileanan","2011-06-20",9,"C",51631,56.49039,-5.66343,"TS","Travelling",0.00872,3194.3096,1
"Glas Eileanan","2011-06-20",9,"C",51632,56.49038,-5.66329,"TS","Travelling",0.00872,3203.06077,1
"Glas Eileanan","2011-06-20",9,"C",51633,56.49037,-5.66315,"TS","Travelling",0.01029,3211.81194,1
"Glas Eileanan","2011-06-20",9,"C",51634,56.49036,-5.66298,"TS","Travelling",0.01029,3222.11003,1
"Glas Eileanan","2011-06-20",9,"C",51635,56.49035,-5.66282,"TS","Travelling",0.01029,3232.4083,1
"Glas Eileanan","2011-06-20",9,"C",51636,56.49034,-5.66265,"TS","Travelling",0.01029,3242.70677,1
"Glas Eileanan","2011-06-20",9,"C",51637,56.49033,-5.66248,"TS","Travelling",0.01029,3253.00543,1
"Glas Eileanan","2011-06-20",9,"C",51638,56.49032,-5.66232,"TS","Travelling",0.01196,3263.30427,1
"Glas Eileanan","2011-06-20",9,"C",51639,56.4903,-5.66212,"TS","Travelling",0.01196,3275.28633,1
"Glas Eileanan","2011-06-20",9,"C",51640,56.49029,-5.66193,"TS","Travelling",0.01196,3287.26855,1
"Glas Eileanan","2011-06-20",9,"C",51641,56.49028,-5.66174,"TS","Travelling",0.01196,3299.25091,1
"Glas Eileanan","2011-06-20",9,"C",51642,56.49026,-5.66154,"TS","Travelling",0.01196,3311.23343,1
"Glas Eileanan","2011-06-20",9,"C",51643,56.49025,-5.66135,"TS","Travelling",0.01273,3323.2161,1
"Glas Eileanan","2011-06-20",9,"C",51644,56.49024,-5.66114,"TS","Travelling",0.01273,3335.93955,1
"Glas Eileanan","2011-06-20",9,"C",51645,56.49023,-5.66094,"TS","Travelling",0.01273,3348.66345,1
"Glas Eileanan","2011-06-20",9,"C",51646,56.49022,-5.66073,"TS","Travelling",0.01273,3361.38777,1
"Glas Eileanan","2011-06-20",9,"C",51647,56.49021,-5.66052,"TS","Travelling",0.01273,3374.11252,1
"Glas Eileanan","2011-06-20",9,"C",51648,56.4902,-5.66032,"TS","Travelling",0.01312,3386.8377,1
"Glas Eileanan","2011-06-20",9,"C",51649,56.49019,-5.6601,"TS","Travelling",0.01312,3399.90083,1
"Glas Eileanan","2011-06-20",9,"C",51650,56.49019,-5.65989,"TS","Travelling",0.01312,3412.96475,1
"Glas Eileanan","2011-06-20",9,"C",51651,56.49018,-5.65968,"TS","Travelling",0.01312,3426.02941,1
"Glas Eileanan","2011-06-20",9,"C",51652,56.49017,-5.65946,"TS","Travelling",0.01312,3439.09484,1
"Glas Eileanan","2011-06-20",9,"C",51653,56.49017,-5.65925,"TS","Travelling",0.0133,3452.16101,1
"Glas Eileanan","2011-06-20",9,"C",51654,56.49016,-5.65903,"TS","Travelling",0.0133,3465.36441,1
"Glas Eileanan","2011-06-20",9,"C",51655,56.49016,-5.65882,"TS","Travelling",0.0133,3478.56896,1
"Glas Eileanan","2011-06-20",9,"C",51656,56.49016,-5.6586,"TS","Travelling",0.0133,3491.77462,1
"Glas Eileanan","2011-06-20",9,"C",51657,56.49015,-5.65838,"TS","Travelling",0.0133,3504.98141,1
"Glas Eileanan","2011-06-20",9,"C",51658,56.49015,-5.65817,"TS","Travelling",0.0135,3518.1893,1
"Glas Eileanan","2011-06-20",9,"C",51659,56.49015,-5.65795,"TS","Travelling",0.0135,3531.53594,1
"Glas Eileanan","2011-06-20",9,"C",51660,56.49015,-5.65773,"TS","Travelling",0.0135,3544.88415,1
"Glas Eileanan","2011-06-20",9,"C",51661,56.49015,-5.65751,"TS","Travelling",0.0135,3558.23389,1
"Glas Eileanan","2011-06-20",9,"C",51662,56.49015,-5.65729,"TS","Travelling",0.0135,3571.58518,1
"Glas Eileanan","2011-06-20",9,"C",51663,56.49015,-5.65707,"TS","Travelling",0.01371,3584.93797,1
"Glas Eileanan","2011-06-20",9,"C",51664,56.49015,-5.65684,"TS","Travelling",0.01371,3598.49461,1
"Glas Eileanan","2011-06-20",9,"C",51665,56.49015,-5.65662,"TS","Travelling",0.01371,3612.05278,1
"Glas Eileanan","2011-06-20",9,"C",51666,56.49015,-5.6564,"TS","Travelling",0.01371,3625.61244,1
"Glas Eileanan","2011-06-20",9,"C",51667,56.49015,-5.65617,"TS","Travelling",0.01371,3639.17361,1
"Glas Eileanan","2011-06-20",9,"C",51668,56.49015,-5.65595,"TS","Travelling",0.01391,3652.73623,1
"Glas Eileanan","2011-06-20",9,"C",51669,56.49015,-5.65572,"TS","Travelling",0.01391,3666.50278,1
"Glas Eileanan","2011-06-20",9,"C",51670,56.49015,-5.6555,"TS","Travelling",0.01391,3680.27082,1
"Glas Eileanan","2011-06-20",9,"C",51671,56.49015,-5.65527,"TS","Travelling",0.01391,3694.04032,1
"Glas Eileanan","2011-06-20",9,"C",51672,56.49015,-5.65504,"TS","Travelling",0.01391,3707.81126,1
"Glas Eileanan","2011-06-20",9,"C",51673,56.49015,-5.65482,"TS","Travelling",0.01414,3721.58365,1
"Glas Eileanan","2011-06-20",9,"C",51674,56.49016,-5.65459,"TS","Travelling",0.01414,3735.43801,1
"Glas Eileanan","2011-06-20",9,"C",51675,56.49016,-5.65436,"TS","Travelling",0.01414,3749.29486,1
"Glas Eileanan","2011-06-20",9,"C",51676,56.49017,-5.65413,"TS","Travelling",0.01414,3763.15419,1
"Glas Eileanan","2011-06-20",9,"C",51677,56.49018,-5.6539,"TS","Travelling",0.01414,3777.01594,1
"Glas Eileanan","2011-06-20",9,"C",51678,56.49018,-5.65367,"TS","Travelling",0.01396,3790.8801,1
"Glas Eileanan","2011-06-20",9,"C",51679,56.49019,-5.65344,"TS","Travelling",0.01396,3804.48446,1
"Glas Eileanan","2011-06-20",9,"C",51680,56.4902,-5.65321,"TS","Travelling",0.01396,3818.09173,1
"Glas Eileanan","2011-06-20",9,"C",51681,56.49021,-5.65299,"TS","Travelling",0.01396,3831.70189,1
"Glas Eileanan","2011-06-20",9,"C",51682,56.49022,-5.65276,"TS","Travelling",0.01396,3845.31488,1
"Glas Eileanan","2011-06-20",9,"C",51683,56.49023,-5.65253,"TS","Travelling",0.0142,3858.93069,1
"Glas Eileanan","2011-06-20",9,"C",51684,56.49025,-5.6523,"TS","Travelling",0.01419,3872.69427,1
"Glas Eileanan","2011-06-20",9,"C",51685,56.49026,-5.65207,"TS","Travelling",0.01419,3886.46131,1
"Glas Eileanan","2011-06-20",9,"C",51686,56.49027,-5.65184,"TS","Travelling",0.01419,3900.23179,1
"Glas Eileanan","2011-06-20",9,"C",51687,56.49029,-5.65161,"TS","Travelling",0.01419,3914.00567,1
"Glas Eileanan","2011-06-20",9,"C",51688,56.4903,-5.65138,"TS","Travelling",0.01404,3927.7829,1
"Glas Eileanan","2011-06-20",9,"C",51689,56.49032,-5.65116,"TS","Travelling",0.01404,3941.30432,1
"Glas Eileanan","2011-06-20",9,"C",51690,56.49033,-5.65093,"TS","Travelling",0.01404,3954.82968,1
"Glas Eileanan","2011-06-20",9,"C",51691,56.49035,-5.6507,"TS","Travelling",0.01404,3968.35892,1
"Glas Eileanan","2011-06-20",9,"C",51692,56.49037,-5.65048,"TS","Travelling",0.01404,3981.89202,1
"Glas Eileanan","2011-06-20",9,"C",51693,56.49038,-5.65025,"TS","Travelling",0.01435,3995.42892,1
"Glas Eileanan","2011-06-20",9,"C",51694,56.49041,-5.65002,"TS","Travelling",0.01435,4009.06419,1
"Glas Eileanan","2011-06-20",9,"C",51695,56.49043,-5.64979,"TS","Travelling",0.01435,4022.70479,1
"Glas Eileanan","2011-06-20",9,"C",51696,56.49045,-5.64956,"TS","Travelling",0.01435,4036.35069,1
"Glas Eileanan","2011-06-20",9,"C",51697,56.49048,-5.64933,"TS","Travelling",0.01435,4050.00183,1
"Glas Eileanan","2011-06-20",9,"C",51698,56.4905,-5.6491,"TS","Travelling",0.01431,4063.65816,1
"Glas Eileanan","2011-06-20",9,"C",51699,56.49053,-5.64887,"TS","Travelling",0.01431,4077.01203,1
"Glas Eileanan","2011-06-20",9,"C",51700,56.49056,-5.64865,"TS","Travelling",0.01431,4090.37268,1
"Glas Eileanan","2011-06-20",9,"C",51701,56.49059,-5.64842,"TS","Travelling",0.01431,4103.74003,1
"Glas Eileanan","2011-06-20",9,"C",51702,56.49062,-5.64819,"TS","Travelling",0.01431,4117.11404,1
"Glas Eileanan","2011-06-20",9,"C",51703,56.49065,-5.64797,"TS","Travelling",0.01391,4130.49461,1
"Glas Eileanan","2011-06-20",9,"C",51704,56.49068,-5.64775,"TS","Travelling",0.01391,4143.47471,1
"Glas Eileanan","2011-06-20",9,"C",51705,56.49071,-5.64753,"TS","Travelling",0.01391,4156.46113,1
"Glas Eileanan","2011-06-20",9,"C",51706,56.49074,-5.64731,"TS","Travelling",0.01391,4169.45379,1
"Glas Eileanan","2011-06-20",9,"C",51707,56.49077,-5.64709,"TS","Travelling",0.01391,4182.45267,1
"Glas Eileanan","2011-06-20",9,"C",51708,56.4908,-5.64687,"TS","Travelling",0.01282,4195.45768,1
"Glas Eileanan","2011-06-20",9,"C",51709,56.49082,-5.64666,"TS","Travelling",0.01282,4207.84458,1
"Glas Eileanan","2011-06-20",9,"C",51710,56.49083,-5.64645,"TS","Travelling",0.01282,4220.23433,1
"Glas Eileanan","2011-06-20",9,"C",51711,56.49085,-5.64625,"TS","Travelling",0.01282,4232.62692,1
"Glas Eileanan","2011-06-20",9,"C",51712,56.49087,-5.64604,"TS","Travelling",0.01282,4245.0223,1
"Glas Eileanan","2011-06-20",9,"C",51713,56.49088,-5.64583,"TS","Travelling",0.01149,4257.42046,1
"Glas Eileanan","2011-06-20",9,"C",51714,56.49084,-5.64566,"TS","Travelling",0.01149,4268.41693,1
"Glas Eileanan","2011-06-20",9,"C",51715,56.4908,-5.64549,"TS","Travelling",0.01149,4279.41625,1
"Glas Eileanan","2011-06-20",9,"C",51716,56.49075,-5.64532,"TS","Travelling",0.01149,4290.41837,1
"Glas Eileanan","2011-06-20",9,"C",51717,56.49071,-5.64515,"TS","Travelling",0.01149,4301.4233,1
"Glas Eileanan","2011-06-20",9,"C",51718,56.49067,-5.64498,"TS","Travelling",0.0114,4312.43098,1
"Glas Eileanan","2011-06-20",9,"C",51719,56.49059,-5.64486,"TS","Travelling",0.0114,4321.07533,1
"Glas Eileanan","2011-06-20",9,"C",51720,56.49051,-5.64474,"TS","Travelling",0.0114,4329.73261,1
"Glas Eileanan","2011-06-20",9,"C",51721,56.49044,-5.64461,"TS","Travelling",0.0114,4338.40276,1
"Glas Eileanan","2011-06-20",9,"C",51722,56.49036,-5.64449,"TS","Travelling",0.0114,4347.0857,1
"Glas Eileanan","2011-06-20",9,"C",51723,56.49028,-5.64437,"TS","Travelling",0.01116,4355.78135,1
"Glas Eileanan","2011-06-20",9,"C",51724,56.49023,-5.64422,"TS","Travelling",0.01116,4365.80659,1
"Glas Eileanan","2011-06-20",9,"C",51725,56.49017,-5.64407,"TS","Travelling",0.01116,4375.83752,1
"Glas Eileanan","2011-06-20",9,"C",51726,56.49011,-5.64392,"TS","Travelling",0.01116,4385.87407,1
"Glas Eileanan","2011-06-20",9,"C",51727,56.49006,-5.64377,"TS","Travelling",0.01116,4395.91622,1
"Glas Eileanan","2011-06-20",9,"C",51728,56.49,-5.64362,"TS","Travelling",0.01095,4405.96393,1
"Glas Eileanan","2011-06-20",9,"C",51729,56.48995,-5.64347,"TS","Travelling",0.01095,4415.96355,1
"Glas Eileanan","2011-06-20",9,"C",51730,56.48989,-5.64332,"TS","Travelling",0.01095,4425.96788,1
"Glas Eileanan","2011-06-20",9,"C",51731,56.48984,-5.64317,"TS","Travelling",0.01095,4435.97685,1
"Glas Eileanan","2011-06-20",9,"C",51732,56.48979,-5.64302,"TS","Travelling",0.01095,4445.99047,1
"Glas Eileanan","2011-06-20",9,"C",51733,56.48973,-5.64287,"TS","Travelling",0.01135,4456.00868,1
"Glas Eileanan","2011-06-20",9,"C",51734,56.48967,-5.64273,"TS","Travelling",0.01135,4465.64442,1
"Glas Eileanan","2011-06-20",9,"C",51735,56.4896,-5.64259,"TS","Travelling",0.01135,4475.2884,1
"Glas Eileanan","2011-06-20",9,"C",51736,56.48953,-5.64245,"TS","Travelling",0.01135,4484.94053,1
"Glas Eileanan","2011-06-20",9,"C",51737,56.48947,-5.64231,"TS","Travelling",0.01135,4494.60077,1
"Glas Eileanan","2011-06-20",9,"C",51738,56.4894,-5.64217,"TS","Travelling",0.01113,4504.26908,1
"Glas Eileanan","2011-06-20",9,"C",51739,56.48933,-5.64204,"TS","Travelling",0.01113,4513.04741,1
"Glas Eileanan","2011-06-20",9,"C",51740,56.48925,-5.64192,"TS","Travelling",0.01113,4521.83624,1
"Glas Eileanan","2011-06-20",9,"C",51741,56.48918,-5.6418,"TS","Travelling",0.01113,4530.63552,1
"Glas Eileanan","2011-06-20",9,"C",51742,56.48911,-5.64167,"TS","Travelling",0.01113,4539.44517,1
"Glas Eileanan","2011-06-20",9,"C",51743,56.48903,-5.64155,"TS","Travelling",0.01142,4548.26515,1
"Glas Eileanan","2011-06-20",9,"C",51744,56.48895,-5.64143,"TS","Travelling",0.01142,4556.81208,1
"Glas Eileanan","2011-06-20",9,"C",51745,56.48887,-5.64132,"TS","Travelling",0.01142,4565.37173,1
"Glas Eileanan","2011-06-20",9,"C",51746,56.48879,-5.6412,"TS","Travelling",0.01142,4573.94404,1
"Glas Eileanan","2011-06-20",9,"C",51747,56.48871,-5.64108,"TS","Travelling",0.01142,4582.52895,1
"Glas Eileanan","2011-06-20",9,"C",51748,56.48863,-5.64097,"TS","Travelling",0.01104,4591.12637,1
"Glas Eileanan","2011-06-20",9,"C",51749,56.48857,-5.64083,"TS","Travelling",0.01104,4600.49205,1
"Glas Eileanan","2011-06-20",9,"C",51750,56.4885,-5.6407,"TS","Travelling",0.01104,4609.86533,1
"Glas Eileanan","2011-06-20",9,"C",51751,56.48843,-5.64057,"TS","Travelling",0.01104,4619.24615,1
"Glas Eileanan","2011-06-20",9,"C",51752,56.48837,-5.64043,"TS","Travelling",0.01104,4628.63447,1
"Glas Eileanan","2011-06-20",9,"C",51753,56.4883,-5.6403,"TS","Travelling",0.00921,4638.03025,1
"Glas Eileanan","2011-06-20",9,"C",51754,56.48824,-5.6402,"TS","Travelling",0.00921,4645.48236,1
"Glas Eileanan","2011-06-20",9,"C",51755,56.48818,-5.64009,"TS","Travelling",0.00921,4652.94087,1
"Glas Eileanan","2011-06-20",9,"C",51756,56.48812,-5.63999,"TS","Travelling",0.00921,4660.40573,1
"Glas Eileanan","2011-06-20",9,"C",51757,56.48806,-5.63989,"TS","Travelling",0.00921,4667.87692,1
"Glas Eileanan","2011-06-20",9,"C",51758,56.488,-5.63978,"TS","Travelling",0.00805,4675.35441,1
"Glas Eileanan","2011-06-20",9,"C",51759,56.48794,-5.63971,"TS","Travelling",0.00805,4681.02136,1
"Glas Eileanan","2011-06-20",9,"C",51760,56.48788,-5.63964,"TS","Travelling",0.00805,4686.69535,1
"Glas Eileanan","2011-06-20",9,"C",51761,56.48782,-5.63956,"TS","Travelling",0.00805,4692.37635,1
"Glas Eileanan","2011-06-20",9,"C",51762,56.48776,-5.63949,"TS","Travelling",0.00805,4698.06435,1
"Glas Eileanan","2011-06-20",9,"C",51763,56.4877,-5.63942,"TS","Travelling",0.00795,4703.75931,1
"Glas Eileanan","2011-06-20",9,"C",51764,56.48764,-5.63936,"TS","Travelling",0.00795,4708.72524,1
"Glas Eileanan","2011-06-20",9,"C",51765,56.48757,-5.6393,"TS","Travelling",0.00795,4713.6994,1
"Glas Eileanan","2011-06-20",9,"C",51766,56.48751,-5.63924,"TS","Travelling",0.00795,4718.68175,1
"Glas Eileanan","2011-06-20",9,"C",51767,56.48745,-5.63918,"TS","Travelling",0.00795,4723.67229,1
"Glas Eileanan","2011-06-20",9,"C",51768,56.48738,-5.63912,"TS","Travelling",0.00878,4728.67099,1
"Glas Eileanan","2011-06-20",9,"C",51769,56.48732,-5.63904,"TS","Travelling",0.00878,4734.75763,1
"Glas Eileanan","2011-06-20",9,"C",51770,56.48725,-5.63896,"TS","Travelling",0.00878,4740.85281,1
"Glas Eileanan","2011-06-20",9,"C",51771,56.48718,-5.63889,"TS","Travelling",0.00878,4746.95647,1
"Glas Eileanan","2011-06-20",9,"C",51772,56.48712,-5.63881,"TS","Travelling",0.00878,4753.06862,1
"Glas Eileanan","2011-06-20",9,"C",51773,56.48705,-5.63873,"TS","Travelling",0.00948,4759.1892,1
"Glas Eileanan","2011-06-20",9,"C",51774,56.48699,-5.63863,"TS","Travelling",0.00948,4766.85161,1
"Glas Eileanan","2011-06-20",9,"C",51775,56.48692,-5.63853,"TS","Travelling",0.00948,4774.52065,1
"Glas Eileanan","2011-06-20",9,"C",51776,56.48686,-5.63842,"TS","Travelling",0.00948,4782.19629,1
"Glas Eileanan","2011-06-20",9,"C",51777,56.4868,-5.63832,"TS","Travelling",0.00948,4789.87851,1
"Glas Eileanan","2011-06-20",9,"C",51778,56.48673,-5.63822,"TS","Travelling",0.00976,4797.56725,1
"Glas Eileanan","2011-06-20",9,"C",51779,56.48667,-5.63811,"TS","Travelling",0.00976,4805.66421,1
"Glas Eileanan","2011-06-20",9,"C",51780,56.48661,-5.638,"TS","Travelling",0.00976,4813.76746,1
"Glas Eileanan","2011-06-20",9,"C",51781,56.48654,-5.63789,"TS","Travelling",0.00976,4821.87694,1
"Glas Eileanan","2011-06-20",9,"C",51782,56.48648,-5.63778,"TS","Travelling",0.00976,4829.99265,1
"Glas Eileanan","2011-06-20",9,"C",51783,56.48642,-5.63767,"TS","Travelling",0.00962,4838.11452,1
"Glas Eileanan","2011-06-20",9,"C",51784,56.48635,-5.63756,"TS","Travelling",0.00962,4846.04195,1
"Glas Eileanan","2011-06-20",9,"C",51785,56.48629,-5.63745,"TS","Travelling",0.00962,4853.97558,1
"Glas Eileanan","2011-06-20",9,"C",51786,56.48623,-5.63735,"TS","Travelling",0.00962,4861.91541,1
"Glas Eileanan","2011-06-20",9,"C",51787,56.48616,-5.63724,"TS","Travelling",0.00962,4869.86141,1
"Glas Eileanan","2011-06-20",9,"C",51788,56.4861,-5.63713,"TS","Travelling",0.00969,4877.81352,1
"Glas Eileanan","2011-06-20",9,"C",51789,56.48604,-5.63701,"TS","Travelling",0.00969,4886.41016,1
"Glas Eileanan","2011-06-20",9,"C",51790,56.48599,-5.63689,"TS","Travelling",0.00969,4895.01103,1
"Glas Eileanan","2011-06-20",9,"C",51791,56.48593,-5.63677,"TS","Travelling",0.00969,4903.61611,1
"Glas Eileanan","2011-06-20",9,"C",51792,56.48587,-5.63665,"TS","Travelling",0.00969,4912.22535,1
"Glas Eileanan","2011-06-20",9,"C",51793,56.48582,-5.63653,"TS","Travelling",0.00989,4920.83876,1
"Glas Eileanan","2011-06-20",9,"C",51794,56.48577,-5.6364,"TS","Travelling",0.00989,4930.09073,1
"Glas Eileanan","2011-06-20",9,"C",51795,56.48572,-5.63627,"TS","Travelling",0.00989,4939.34534,1
"Glas Eileanan","2011-06-20",9,"C",51796,56.48567,-5.63613,"TS","Travelling",0.00989,4948.60256,1
"Glas Eileanan","2011-06-20",9,"C",51797,56.48562,-5.636,"TS","Travelling",0.00989,4957.86238,1
"Glas Eileanan","2011-06-20",9,"C",51798,56.48557,-5.63587,"TS","Travelling",0.01021,4967.12478,1
"Glas Eileanan","2011-06-20",9,"C",51799,56.48552,-5.63572,"TS","Travelling",0.01021,4976.90539,1
"Glas Eileanan","2011-06-20",9,"C",51800,56.48547,-5.63558,"TS","Travelling",0.01021,4986.6879,1
"Glas Eileanan","2011-06-20",9,"C",51801,56.48543,-5.63544,"TS","Travelling",0.01021,4996.47228,1
"Glas Eileanan","2011-06-20",9,"C",51802,56.48538,-5.63529,"TS","Travelling",0.01021,5006.25855,1
"Glas Eileanan","2011-06-20",9,"C",51803,56.48533,-5.63515,"TS","Travelling",0.01037,5016.04666,1
"Glas Eileanan","2011-06-20",9,"C",51804,56.4853,-5.63499,"TS","Travelling",0.01037,5026.40907,1
"Glas Eileanan","2011-06-20",9,"C",51805,56.48527,-5.63483,"TS","Travelling",0.01037,5036.77167,1
"Glas Eileanan","2011-06-20",9,"C",51806,56.48524,-5.63467,"TS","Travelling",0.01037,5047.13448,1
"Glas Eileanan","2011-06-20",9,"C",51807,56.48521,-5.63451,"TS","Travelling",0.01037,5057.49749,1
"Glas Eileanan","2011-06-20",9,"C",51808,56.48518,-5.63435,"TS","Travelling",0.01037,5067.8607,1
"Glas Eileanan","2011-06-20",9,"C",51809,56.48515,-5.63419,"TS","Travelling",0.01037,5078.2241,1
"Glas Eileanan","2011-06-20",9,"C",51810,56.48512,-5.63403,"TS","Travelling",0.01037,5088.5877,1
"Glas Eileanan","2011-06-20",9,"C",51811,56.48509,-5.63387,"TS","Travelling",0.01037,5098.9515,1
"Glas Eileanan","2011-06-20",9,"C",51812,56.48506,-5.63371,"TS","Travelling",0.01037,5109.31549,1
"Glas Eileanan","2011-06-20",9,"C",51813,56.48503,-5.63355,"TS","Travelling",0.01045,5119.67968,1
"Glas Eileanan","2011-06-20",9,"C",51814,56.485,-5.63339,"TS","Travelling",0.01045,5130.01635,1
"Glas Eileanan","2011-06-20",9,"C",51815,56.48496,-5.63324,"TS","Travelling",0.01045,5140.35362,1
"Glas Eileanan","2011-06-20",9,"C",51816,56.48492,-5.63308,"TS","Travelling",0.01045,5150.6915,1
"Glas Eileanan","2011-06-20",9,"C",51817,56.48489,-5.63292,"TS","Travelling",0.01045,5161.02996,1
"Glas Eileanan","2011-06-20",9,"C",51818,56.48485,-5.63277,"TS","Travelling",0.01078,5171.369,1
"Glas Eileanan","2011-06-20",9,"C",51819,56.48481,-5.63261,"TS","Travelling",0.01078,5181.99504,1
"Glas Eileanan","2011-06-20",9,"C",51820,56.48477,-5.63245,"TS","Travelling",0.01078,5192.62188,1
"Glas Eileanan","2011-06-20",9,"C",51821,56.48473,-5.63229,"TS","Travelling",0.01078,5203.24953,1
"Glas Eileanan","2011-06-20",9,"C",51822,56.48469,-5.63213,"TS","Travelling",0.01078,5213.87798,1
"Glas Eileanan","2011-06-20",9,"C",51823,56.48465,-5.63197,"TS","Travelling",0.01093,5224.50722,1
"Glas Eileanan","2011-06-20",9,"C",51824,56.4846,-5.63181,"TS","Travelling",0.01093,5235.1125,1
"Glas Eileanan","2011-06-20",9,"C",51825,56.48456,-5.63165,"TS","Travelling",0.01093,5245.71928,1
"Glas Eileanan","2011-06-20",9,"C",51826,56.48451,-5.6315,"TS","Travelling",0.01093,5256.32753,1
"Glas Eileanan","2011-06-20",9,"C",51827,56.48446,-5.63134,"TS","Travelling",0.01093,5266.93726,1
"Glas Eileanan","2011-06-20",9,"C",51828,56.48442,-5.63118,"TS","Travelling",0.01165,5277.54844,1
"Glas Eileanan","2011-06-20",9,"C",51829,56.48437,-5.63101,"TS","Travelling",0.01165,5288.95902,1
"Glas Eileanan","2011-06-20",9,"C",51830,56.48432,-5.63084,"TS","Travelling",0.01165,5300.37085,1
