"ID","TSECS","SPECIES","LONGITUDE","LATITUDE","observed_behaviour","decState","Col_obState","Col_decState"
30,57364,"C",-5.44118,56.52162,"Travelling","Foraging","blue","orange"
30,57365,"C",-5.44123,56.52157,"Travelling","Foraging","blue","orange"
30,57366,"C",-5.44127,56.52153,"Travelling","Foraging","blue","orange"
30,57367,"C",-5.44132,56.52148,"Travelling","Foraging","blue","orange"
30,57368,"C",-5.44136,56.52144,"Travelling","Foraging","blue","orange"
30,57369,"C",-5.44139,56.52139,"Travelling","Foraging","blue","orange"
30,57370,"C",-5.44143,56.52135,"Travelling","Foraging","blue","orange"
30,57371,"C",-5.44148,56.52131,"Travelling","Foraging","blue","orange"
30,57372,"C",-5.44152,56.52126,"Travelling","Foraging","blue","orange"
30,57373,"C",-5.44157,56.52122,"Travelling","Foraging","blue","orange"
30,57374,"C",-5.4416,56.52117,"Travelling","Foraging","blue","orange"
30,57375,"C",-5.44163,56.52113,"Travelling","Foraging","blue","orange"
30,57376,"C",-5.44167,56.52108,"Travelling","Foraging","blue","orange"
30,57377,"C",-5.44171,56.52104,"Travelling","Foraging","blue","orange"
30,57378,"C",-5.44174,56.52101,"Travelling","Foraging","blue","orange"
30,57379,"C",-5.44178,56.52097,"Travelling","Foraging","blue","orange"
30,57380,"C",-5.44182,56.52093,"Travelling","Foraging","blue","orange"
30,57381,"C",-5.44185,56.5209,"Travelling","Foraging","blue","orange"
30,57382,"C",-5.44188,56.52087,"Travelling","Foraging","blue","orange"
30,57383,"C",-5.44192,56.52083,"Travelling","Foraging","blue","orange"
30,57384,"C",-5.44195,56.5208,"Travelling","Foraging","blue","orange"
30,57385,"C",-5.44198,56.52077,"Travelling","Foraging","blue","orange"
30,57386,"C",-5.44201,56.52073,"Travelling","Foraging","blue","orange"
30,57387,"C",-5.44204,56.52069,"Travelling","Foraging","blue","orange"
30,57388,"C",-5.44207,56.52065,"Travelling","Foraging","blue","orange"
30,57389,"C",-5.44209,56.52062,"Travelling","Foraging","blue","orange"
30,57390,"C",-5.44212,56.52058,"Travelling","Foraging","blue","orange"
30,57391,"C",-5.44215,56.52055,"Travelling","Foraging","blue","orange"
30,57392,"C",-5.44218,56.52052,"Travelling","Foraging","blue","orange"
30,57393,"C",-5.44221,56.52048,"Travelling","Foraging","blue","orange"
30,57394,"C",-5.44223,56.52045,"Travelling","Foraging","blue","orange"
30,57395,"C",-5.44226,56.52042,"Travelling","Foraging","blue","orange"
30,57396,"C",-5.44229,56.52038,"Travelling","Foraging","blue","orange"
30,57397,"C",-5.44232,56.52035,"Travelling","Foraging","blue","orange"
30,57398,"C",-5.44234,56.52031,"Travelling","Foraging","blue","orange"
30,57399,"C",-5.44237,56.52027,"Travelling","Foraging","blue","orange"
30,57400,"C",-5.4424,56.52023,"Travelling","Foraging","blue","orange"
30,57401,"C",-5.44243,56.5202,"Travelling","Foraging","blue","orange"
30,57402,"C",-5.44246,56.52017,"Travelling","Foraging","blue","orange"
30,57403,"C",-5.44248,56.52013,"Travelling","Foraging","blue","orange"
30,57404,"C",-5.44251,56.52009,"Travelling","Foraging","blue","orange"
30,57405,"C",-5.44254,56.52006,"Travelling","Foraging","blue","orange"
30,57406,"C",-5.44257,56.52002,"Travelling","Foraging","blue","orange"
30,57407,"C",-5.4426,56.51997,"Travelling","Foraging","blue","orange"
30,57408,"C",-5.44263,56.51993,"Travelling","Foraging","blue","orange"
30,57409,"C",-5.44267,56.51988,"Travelling","Foraging","blue","orange"
30,57410,"C",-5.4427,56.51984,"Travelling","Foraging","blue","orange"
30,57411,"C",-5.44273,56.51979,"Travelling","Foraging","blue","orange"
30,57412,"C",-5.44277,56.51975,"Travelling","Foraging","blue","orange"
30,57413,"C",-5.44281,56.5197,"Travelling","Foraging","blue","orange"
30,57414,"C",-5.44284,56.51965,"Travelling","Foraging","blue","orange"
30,57415,"C",-5.44288,56.5196,"Travelling","Foraging","blue","orange"
30,57416,"C",-5.44292,56.51955,"Travelling","Foraging","blue","orange"
30,57417,"C",-5.44296,56.5195,"Travelling","Foraging","blue","orange"
30,57418,"C",-5.443,56.51945,"Travelling","Foraging","blue","orange"
30,57419,"C",-5.44304,56.51939,"Travelling","Foraging","blue","orange"
30,57420,"C",-5.44309,56.51934,"Travelling","Foraging","blue","orange"
30,57421,"C",-5.44313,56.51928,"Travelling","Foraging","blue","orange"
30,57422,"C",-5.44319,56.51923,"Travelling","Foraging","blue","orange"
30,57423,"C",-5.44326,56.51917,"Travelling","Foraging","blue","orange"
30,57424,"C",-5.44332,56.51912,"Travelling","Travelling","blue","blue"
30,57425,"C",-5.44339,56.51906,"Travelling","Travelling","blue","blue"
30,57426,"C",-5.44346,56.51899,"Travelling","Travelling","blue","blue"
30,57427,"C",-5.44353,56.51893,"Travelling","Travelling","blue","blue"
30,57428,"C",-5.44361,56.51887,"Travelling","Travelling","blue","blue"
30,57429,"C",-5.44368,56.51881,"Travelling","Travelling","blue","blue"
30,57430,"C",-5.44375,56.51875,"Travelling","Travelling","blue","blue"
30,57431,"C",-5.44383,56.51869,"Travelling","Travelling","blue","blue"
30,57432,"C",-5.44392,56.51864,"Travelling","Travelling","blue","blue"
30,57433,"C",-5.444,56.51858,"Travelling","Travelling","blue","blue"
30,57434,"C",-5.44409,56.51852,"Travelling","Travelling","blue","blue"
30,57435,"C",-5.44418,56.51846,"Travelling","Travelling","blue","blue"
30,57436,"C",-5.44427,56.5184,"Travelling","Travelling","blue","blue"
30,57437,"C",-5.44434,56.51834,"Travelling","Foraging","blue","orange"
30,57438,"C",-5.44442,56.51829,"Travelling","Foraging","blue","orange"
30,57439,"C",-5.4445,56.51823,"Travelling","Foraging","blue","orange"
30,57440,"C",-5.44457,56.51818,"Travelling","Foraging","blue","orange"
30,57441,"C",-5.44464,56.51812,"Travelling","Foraging","blue","orange"
30,57442,"C",-5.44472,56.51807,"Travelling","Foraging","blue","orange"
30,57443,"C",-5.44478,56.51801,"Travelling","Foraging","blue","orange"
30,57444,"C",-5.44485,56.51796,"Travelling","Foraging","blue","orange"
30,57445,"C",-5.44492,56.5179,"Travelling","Foraging","blue","orange"
30,57446,"C",-5.44498,56.51785,"Travelling","Foraging","blue","orange"
30,57447,"C",-5.44504,56.5178,"Travelling","Foraging","blue","orange"
30,57448,"C",-5.4451,56.51775,"Travelling","Foraging","blue","orange"
30,57449,"C",-5.44517,56.51769,"Travelling","Foraging","blue","orange"
30,57450,"C",-5.44523,56.51764,"Travelling","Foraging","blue","orange"
30,57451,"C",-5.4453,56.51758,"Travelling","Foraging","blue","orange"
30,57452,"C",-5.44536,56.51753,"Travelling","Foraging","blue","orange"
30,57453,"C",-5.44542,56.51747,"Travelling","Foraging","blue","orange"
30,57454,"C",-5.44548,56.51742,"Travelling","Foraging","blue","orange"
30,57455,"C",-5.44554,56.51736,"Travelling","Foraging","blue","orange"
30,57456,"C",-5.44559,56.51729,"Travelling","Foraging","blue","orange"
30,57457,"C",-5.44565,56.51723,"Travelling","Travelling","blue","blue"
30,57458,"C",-5.44572,56.51717,"Travelling","Travelling","blue","blue"
30,57459,"C",-5.44578,56.5171,"Travelling","Travelling","blue","blue"
30,57460,"C",-5.44585,56.51703,"Travelling","Travelling","blue","blue"
30,57461,"C",-5.44592,56.51696,"Travelling","Travelling","blue","blue"
30,57462,"C",-5.44599,56.51688,"Travelling","Travelling","blue","blue"
30,57463,"C",-5.44607,56.5168,"Travelling","Travelling","blue","blue"
30,57464,"C",-5.44614,56.51672,"Travelling","Travelling","blue","blue"
30,57465,"C",-5.44621,56.51664,"Travelling","Travelling","blue","blue"
30,57466,"C",-5.44628,56.51657,"Travelling","Travelling","blue","blue"
30,57467,"C",-5.44637,56.51648,"Travelling","Travelling","blue","blue"
30,57468,"C",-5.44645,56.51639,"Travelling","Travelling","blue","blue"
30,57469,"C",-5.44653,56.5163,"Travelling","Travelling","blue","blue"
30,57470,"C",-5.44661,56.51622,"Travelling","Travelling","blue","blue"
30,57471,"C",-5.44669,56.51613,"Travelling","Travelling","blue","blue"
30,57472,"C",-5.44677,56.51605,"Travelling","Travelling","blue","blue"
30,57473,"C",-5.44686,56.51596,"Travelling","Travelling","blue","blue"
30,57474,"C",-5.44694,56.51587,"Travelling","Travelling","blue","blue"
30,57475,"C",-5.44703,56.51578,"Travelling","Travelling","blue","blue"
30,57476,"C",-5.44713,56.5157,"Travelling","Travelling","blue","blue"
30,57477,"C",-5.44722,56.51562,"Travelling","Travelling","blue","blue"
30,57478,"C",-5.44732,56.51553,"Travelling","Travelling","blue","blue"
30,57479,"C",-5.44742,56.51544,"Travelling","Travelling","blue","blue"
30,57480,"C",-5.44752,56.51536,"Travelling","Travelling","blue","blue"
30,57481,"C",-5.44762,56.51527,"Travelling","Travelling","blue","blue"
30,57482,"C",-5.44772,56.51518,"Travelling","Travelling","blue","blue"
30,57483,"C",-5.44782,56.5151,"Travelling","Travelling","blue","blue"
30,57484,"C",-5.44792,56.51502,"Travelling","Travelling","blue","blue"
30,57485,"C",-5.44802,56.51493,"Travelling","Travelling","blue","blue"
30,57486,"C",-5.44812,56.51485,"Travelling","Travelling","blue","blue"
30,57487,"C",-5.44822,56.51477,"Travelling","Travelling","blue","blue"
30,57488,"C",-5.44831,56.51469,"Travelling","Travelling","blue","blue"
30,57489,"C",-5.44839,56.51461,"Travelling","Travelling","blue","blue"
30,57490,"C",-5.44848,56.51453,"Travelling","Travelling","blue","blue"
30,57491,"C",-5.44856,56.51445,"Travelling","Travelling","blue","blue"
30,57492,"C",-5.44864,56.51437,"Travelling","Travelling","blue","blue"
30,57493,"C",-5.44872,56.51428,"Travelling","Travelling","blue","blue"
30,57494,"C",-5.4488,56.51421,"Travelling","Travelling","blue","blue"
30,57495,"C",-5.44888,56.51413,"Travelling","Travelling","blue","blue"
30,57496,"C",-5.44897,56.51405,"Travelling","Travelling","blue","blue"
30,57497,"C",-5.44906,56.51397,"Travelling","Travelling","blue","blue"
30,57498,"C",-5.44916,56.51389,"Travelling","Travelling","blue","blue"
30,57499,"C",-5.44925,56.51382,"Travelling","Travelling","blue","blue"
30,57500,"C",-5.44934,56.51374,"Travelling","Travelling","blue","blue"
30,57501,"C",-5.44944,56.51366,"Travelling","Travelling","blue","blue"
30,57502,"C",-5.44953,56.51358,"Travelling","Travelling","blue","blue"
30,57503,"C",-5.44963,56.5135,"Travelling","Travelling","blue","blue"
30,57504,"C",-5.44973,56.51342,"Travelling","Travelling","blue","blue"
30,57505,"C",-5.44983,56.51333,"Travelling","Travelling","blue","blue"
30,57506,"C",-5.44993,56.51325,"Travelling","Travelling","blue","blue"
30,57507,"C",-5.45003,56.51317,"Travelling","Travelling","blue","blue"
30,57508,"C",-5.45013,56.51308,"Travelling","Travelling","blue","blue"
30,57509,"C",-5.45024,56.513,"Travelling","Travelling","blue","blue"
30,57510,"C",-5.45034,56.51292,"Travelling","Travelling","blue","blue"
30,57511,"C",-5.45045,56.51283,"Travelling","Travelling","blue","blue"
30,57512,"C",-5.45058,56.51277,"Travelling","Travelling","blue","blue"
30,57513,"C",-5.45071,56.5127,"Travelling","Travelling","blue","blue"
30,57514,"C",-5.45083,56.51263,"Travelling","Travelling","blue","blue"
30,57515,"C",-5.45098,56.51258,"Travelling","Travelling","blue","blue"
30,57516,"C",-5.45113,56.51252,"Travelling","Travelling","blue","blue"
30,57517,"C",-5.45128,56.51247,"Travelling","Travelling","blue","blue"
30,57518,"C",-5.45144,56.51242,"Travelling","Travelling","blue","blue"
30,57519,"C",-5.45161,56.51237,"Travelling","Travelling","blue","blue"
30,57520,"C",-5.45177,56.51232,"Travelling","Travelling","blue","blue"
30,57521,"C",-5.45193,56.51227,"Travelling","Travelling","blue","blue"
30,57522,"C",-5.45209,56.51222,"Travelling","Travelling","blue","blue"
30,57523,"C",-5.45225,56.51217,"Travelling","Travelling","blue","blue"
30,57524,"C",-5.45241,56.51211,"Travelling","Travelling","blue","blue"
30,57525,"C",-5.45256,56.51206,"Travelling","Travelling","blue","blue"
30,57526,"C",-5.45272,56.512,"Travelling","Travelling","blue","blue"
30,57527,"C",-5.45287,56.51194,"Travelling","Travelling","blue","blue"
30,57528,"C",-5.45302,56.51188,"Travelling","Travelling","blue","blue"
30,57529,"C",-5.45317,56.51182,"Travelling","Travelling","blue","blue"
30,57530,"C",-5.45331,56.51174,"Travelling","Travelling","blue","blue"
30,57531,"C",-5.45346,56.51167,"Travelling","Travelling","blue","blue"
30,57532,"C",-5.4536,56.5116,"Travelling","Travelling","blue","blue"
30,57533,"C",-5.45373,56.51152,"Travelling","Travelling","blue","blue"
30,57534,"C",-5.45387,56.51144,"Travelling","Travelling","blue","blue"
30,57535,"C",-5.454,56.51137,"Travelling","Travelling","blue","blue"
30,57536,"C",-5.45413,56.51129,"Travelling","Travelling","blue","blue"
30,57537,"C",-5.45426,56.51121,"Travelling","Travelling","blue","blue"
30,57538,"C",-5.45438,56.51113,"Travelling","Travelling","blue","blue"
30,57539,"C",-5.45452,56.51105,"Travelling","Travelling","blue","blue"
30,57540,"C",-5.45465,56.51097,"Travelling","Travelling","blue","blue"
30,57541,"C",-5.45478,56.51088,"Travelling","Travelling","blue","blue"
30,57542,"C",-5.45491,56.51081,"Travelling","Travelling","blue","blue"
30,57543,"C",-5.45503,56.51073,"Travelling","Travelling","blue","blue"
30,57544,"C",-5.45515,56.51065,"Travelling","Travelling","blue","blue"
30,57545,"C",-5.45528,56.51058,"Travelling","Travelling","blue","blue"
30,57546,"C",-5.45541,56.51051,"Travelling","Travelling","blue","blue"
30,57547,"C",-5.45553,56.51043,"Travelling","Travelling","blue","blue"
30,57548,"C",-5.45566,56.51036,"Travelling","Travelling","blue","blue"
30,57549,"C",-5.45578,56.51029,"Travelling","Travelling","blue","blue"
30,57550,"C",-5.4559,56.51022,"Travelling","Travelling","blue","blue"
30,57551,"C",-5.45602,56.51015,"Travelling","Travelling","blue","blue"
30,57552,"C",-5.45614,56.51008,"Travelling","Travelling","blue","blue"
30,57553,"C",-5.45627,56.51002,"Travelling","Travelling","blue","blue"
30,57554,"C",-5.45638,56.50994,"Travelling","Travelling","blue","blue"
30,57555,"C",-5.4565,56.50987,"Travelling","Travelling","blue","blue"
30,57556,"C",-5.45662,56.5098,"Travelling","Travelling","blue","blue"
30,57557,"C",-5.45673,56.50972,"Travelling","Travelling","blue","blue"
30,57558,"C",-5.45685,56.50964,"Travelling","Travelling","blue","blue"
30,57559,"C",-5.45697,56.50957,"Travelling","Travelling","blue","blue"
30,57560,"C",-5.45708,56.50949,"Travelling","Travelling","blue","blue"
30,57561,"C",-5.45719,56.50941,"Travelling","Travelling","blue","blue"
30,57562,"C",-5.4573,56.50933,"Travelling","Travelling","blue","blue"
30,57563,"C",-5.45741,56.50926,"Travelling","Travelling","blue","blue"
30,57564,"C",-5.45751,56.50918,"Travelling","Travelling","blue","blue"
30,57565,"C",-5.45762,56.5091,"Travelling","Travelling","blue","blue"
30,57566,"C",-5.45772,56.50902,"Travelling","Travelling","blue","blue"
30,57567,"C",-5.45782,56.50894,"Travelling","Travelling","blue","blue"
30,57568,"C",-5.45792,56.50887,"Travelling","Travelling","blue","blue"
30,57569,"C",-5.45802,56.50878,"Travelling","Travelling","blue","blue"
30,57570,"C",-5.45813,56.5087,"Travelling","Travelling","blue","blue"
30,57571,"C",-5.45823,56.50862,"Travelling","Travelling","blue","blue"
30,57572,"C",-5.45833,56.50854,"Travelling","Travelling","blue","blue"
30,57573,"C",-5.45842,56.50846,"Travelling","Travelling","blue","blue"
30,57574,"C",-5.45852,56.50838,"Travelling","Travelling","blue","blue"
30,57575,"C",-5.45861,56.5083,"Travelling","Travelling","blue","blue"
30,57576,"C",-5.45869,56.50822,"Travelling","Travelling","blue","blue"
30,57577,"C",-5.45878,56.50813,"Travelling","Travelling","blue","blue"
30,57578,"C",-5.45888,56.50805,"Travelling","Travelling","blue","blue"
30,57579,"C",-5.45897,56.50797,"Travelling","Travelling","blue","blue"
30,57580,"C",-5.45907,56.50788,"Travelling","Travelling","blue","blue"
30,57581,"C",-5.45917,56.50781,"Travelling","Travelling","blue","blue"
30,57582,"C",-5.45928,56.50773,"Travelling","Travelling","blue","blue"
30,57583,"C",-5.45938,56.50765,"Travelling","Travelling","blue","blue"
30,57584,"C",-5.45951,56.50758,"Travelling","Travelling","blue","blue"
30,57585,"C",-5.45963,56.50751,"Travelling","Travelling","blue","blue"
30,57586,"C",-5.45975,56.50743,"Travelling","Travelling","blue","blue"
30,57587,"C",-5.45988,56.50737,"Travelling","Travelling","blue","blue"
30,57588,"C",-5.46001,56.5073,"Travelling","Travelling","blue","blue"
30,57589,"C",-5.46013,56.50723,"Travelling","Travelling","blue","blue"
30,57590,"C",-5.46026,56.50717,"Travelling","Travelling","blue","blue"
30,57591,"C",-5.46038,56.5071,"Travelling","Travelling","blue","blue"
30,57592,"C",-5.4605,56.50703,"Travelling","Travelling","blue","blue"
30,57593,"C",-5.46063,56.50696,"Travelling","Travelling","blue","blue"
30,57594,"C",-5.46077,56.50689,"Travelling","Travelling","blue","blue"
30,57595,"C",-5.4609,56.50682,"Travelling","Travelling","blue","blue"
30,57596,"C",-5.46104,56.50676,"Travelling","Travelling","blue","blue"
30,57597,"C",-5.46118,56.50669,"Travelling","Travelling","blue","blue"
30,57598,"C",-5.46132,56.50663,"Travelling","Travelling","blue","blue"
30,57599,"C",-5.46146,56.50657,"Travelling","Travelling","blue","blue"
30,57600,"C",-5.46161,56.5065,"Travelling","Travelling","blue","blue"
30,57601,"C",-5.46175,56.50643,"Travelling","Travelling","blue","blue"
30,57602,"C",-5.46189,56.50637,"Travelling","Travelling","blue","blue"
30,57603,"C",-5.46204,56.5063,"Travelling","Travelling","blue","blue"
30,57604,"C",-5.46218,56.50623,"Travelling","Travelling","blue","blue"
30,57605,"C",-5.46232,56.50616,"Travelling","Travelling","blue","blue"
30,57606,"C",-5.46246,56.50609,"Travelling","Travelling","blue","blue"
30,57607,"C",-5.4626,56.50602,"Travelling","Travelling","blue","blue"
30,57608,"C",-5.46274,56.50594,"Travelling","Travelling","blue","blue"
30,57609,"C",-5.46289,56.50587,"Travelling","Travelling","blue","blue"
30,57610,"C",-5.46303,56.5058,"Travelling","Travelling","blue","blue"
30,57611,"C",-5.46316,56.50573,"Travelling","Travelling","blue","blue"
30,57612,"C",-5.46329,56.50566,"Travelling","Travelling","blue","blue"
30,57613,"C",-5.46342,56.50558,"Travelling","Travelling","blue","blue"
30,57614,"C",-5.46354,56.50551,"Travelling","Travelling","blue","blue"
30,57615,"C",-5.46367,56.50544,"Travelling","Travelling","blue","blue"
30,57616,"C",-5.4638,56.50537,"Travelling","Travelling","blue","blue"
30,57617,"C",-5.46392,56.50528,"Travelling","Travelling","blue","blue"
30,57618,"C",-5.46403,56.5052,"Travelling","Travelling","blue","blue"
30,57619,"C",-5.46415,56.50512,"Travelling","Travelling","blue","blue"
30,57620,"C",-5.46427,56.50504,"Travelling","Travelling","blue","blue"
30,57621,"C",-5.46438,56.50496,"Travelling","Travelling","blue","blue"
30,57622,"C",-5.4645,56.50488,"Travelling","Travelling","blue","blue"
30,57623,"C",-5.46462,56.50481,"Travelling","Travelling","blue","blue"
30,57624,"C",-5.46474,56.50474,"Travelling","Travelling","blue","blue"
30,57625,"C",-5.46487,56.50467,"Travelling","Travelling","blue","blue"
30,57626,"C",-5.46501,56.50461,"Travelling","Travelling","blue","blue"
30,57627,"C",-5.46514,56.50454,"Travelling","Travelling","blue","blue"
30,57628,"C",-5.46528,56.50448,"Travelling","Travelling","blue","blue"
30,57629,"C",-5.46543,56.50443,"Travelling","Travelling","blue","blue"
30,57630,"C",-5.46557,56.50437,"Travelling","Travelling","blue","blue"
30,57631,"C",-5.46572,56.50432,"Travelling","Travelling","blue","blue"
30,57632,"C",-5.46585,56.50426,"Travelling","Travelling","blue","blue"
30,57633,"C",-5.46598,56.50419,"Travelling","Travelling","blue","blue"
30,57634,"C",-5.46612,56.50413,"Travelling","Travelling","blue","blue"
30,57635,"C",-5.46624,56.50407,"Travelling","Travelling","blue","blue"
30,57636,"C",-5.46637,56.504,"Travelling","Travelling","blue","blue"
30,57637,"C",-5.4665,56.50393,"Travelling","Travelling","blue","blue"
30,57638,"C",-5.46662,56.50386,"Travelling","Travelling","blue","blue"
30,57639,"C",-5.46673,56.50378,"Travelling","Travelling","blue","blue"
30,57640,"C",-5.46685,56.5037,"Travelling","Travelling","blue","blue"
30,57641,"C",-5.46696,56.50363,"Travelling","Travelling","blue","blue"
30,57642,"C",-5.46707,56.50356,"Travelling","Travelling","blue","blue"
30,57643,"C",-5.46718,56.50348,"Travelling","Travelling","blue","blue"
30,57644,"C",-5.46729,56.5034,"Travelling","Travelling","blue","blue"
30,57645,"C",-5.46739,56.50332,"Travelling","Travelling","blue","blue"
30,57646,"C",-5.4675,56.50323,"Travelling","Travelling","blue","blue"
30,57647,"C",-5.46761,56.50316,"Travelling","Travelling","blue","blue"
30,57648,"C",-5.46771,56.50308,"Travelling","Travelling","blue","blue"
30,57649,"C",-5.46782,56.503,"Travelling","Travelling","blue","blue"
30,57650,"C",-5.46793,56.50292,"Travelling","Travelling","blue","blue"
30,57651,"C",-5.46804,56.50283,"Travelling","Travelling","blue","blue"
30,57652,"C",-5.46815,56.50275,"Travelling","Travelling","blue","blue"
30,57653,"C",-5.46826,56.50267,"Travelling","Travelling","blue","blue"
30,57654,"C",-5.46837,56.50258,"Travelling","Travelling","blue","blue"
30,57655,"C",-5.46848,56.5025,"Travelling","Travelling","blue","blue"
30,57656,"C",-5.46859,56.50242,"Travelling","Travelling","blue","blue"
30,57657,"C",-5.46871,56.50234,"Travelling","Travelling","blue","blue"
30,57658,"C",-5.46882,56.50227,"Travelling","Travelling","blue","blue"
30,57659,"C",-5.46893,56.50218,"Travelling","Travelling","blue","blue"
30,57660,"C",-5.46905,56.5021,"Travelling","Travelling","blue","blue"
30,57661,"C",-5.46917,56.50202,"Travelling","Travelling","blue","blue"
30,57662,"C",-5.46929,56.50193,"Travelling","Travelling","blue","blue"
30,57663,"C",-5.46941,56.50185,"Travelling","Travelling","blue","blue"
30,57664,"C",-5.46953,56.50177,"Travelling","Travelling","blue","blue"
30,57665,"C",-5.46966,56.50169,"Travelling","Travelling","blue","blue"
30,57666,"C",-5.46978,56.50161,"Travelling","Travelling","blue","blue"
30,57667,"C",-5.4699,56.50153,"Travelling","Travelling","blue","blue"
30,57668,"C",-5.47002,56.50146,"Travelling","Travelling","blue","blue"
30,57669,"C",-5.47014,56.50139,"Travelling","Travelling","blue","blue"
30,57670,"C",-5.47027,56.50132,"Travelling","Travelling","blue","blue"
30,57671,"C",-5.47039,56.50124,"Travelling","Travelling","blue","blue"
30,57672,"C",-5.47051,56.50116,"Travelling","Travelling","blue","blue"
30,57673,"C",-5.47063,56.50108,"Travelling","Travelling","blue","blue"
30,57674,"C",-5.47076,56.50101,"Travelling","Travelling","blue","blue"
30,57675,"C",-5.47088,56.50093,"Travelling","Travelling","blue","blue"
30,57676,"C",-5.471,56.50085,"Travelling","Travelling","blue","blue"
30,57677,"C",-5.47112,56.50077,"Travelling","Travelling","blue","blue"
30,57678,"C",-5.47124,56.50069,"Travelling","Travelling","blue","blue"
30,57679,"C",-5.47137,56.50062,"Travelling","Travelling","blue","blue"
30,57680,"C",-5.47149,56.50054,"Travelling","Travelling","blue","blue"
30,57681,"C",-5.47161,56.50046,"Travelling","Travelling","blue","blue"
30,57682,"C",-5.47173,56.50038,"Travelling","Travelling","blue","blue"
30,57683,"C",-5.47186,56.50031,"Travelling","Travelling","blue","blue"
30,57684,"C",-5.47199,56.50024,"Travelling","Travelling","blue","blue"
30,57685,"C",-5.47212,56.50017,"Travelling","Travelling","blue","blue"
30,57686,"C",-5.47224,56.50009,"Travelling","Travelling","blue","blue"
30,57687,"C",-5.47236,56.50001,"Travelling","Travelling","blue","blue"
30,57688,"C",-5.47248,56.49993,"Travelling","Travelling","blue","blue"
30,57689,"C",-5.47261,56.49986,"Travelling","Travelling","blue","blue"
30,57690,"C",-5.47274,56.49979,"Travelling","Travelling","blue","blue"
30,57691,"C",-5.47287,56.49972,"Travelling","Travelling","blue","blue"
30,57692,"C",-5.47298,56.49964,"Travelling","Travelling","blue","blue"
30,57693,"C",-5.4731,56.49956,"Travelling","Travelling","blue","blue"
30,57694,"C",-5.47322,56.49948,"Travelling","Travelling","blue","blue"
30,57695,"C",-5.47332,56.49941,"Travelling","Travelling","blue","blue"
30,57696,"C",-5.47343,56.49934,"Travelling","Travelling","blue","blue"
30,57697,"C",-5.47353,56.49927,"Travelling","Travelling","blue","blue"
30,57698,"C",-5.47364,56.49919,"Travelling","Travelling","blue","blue"
30,57699,"C",-5.47374,56.49911,"Travelling","Travelling","blue","blue"
30,57700,"C",-5.47385,56.49903,"Travelling","Travelling","blue","blue"
30,57701,"C",-5.47395,56.49896,"Travelling","Travelling","blue","blue"
30,57702,"C",-5.47405,56.49888,"Travelling","Travelling","blue","blue"
30,57703,"C",-5.47415,56.4988,"Travelling","Travelling","blue","blue"
30,57704,"C",-5.47425,56.49872,"Travelling","Travelling","blue","blue"
30,57705,"C",-5.47435,56.49864,"Travelling","Travelling","blue","blue"
30,57706,"C",-5.47445,56.49857,"Travelling","Travelling","blue","blue"
30,57707,"C",-5.47456,56.49849,"Travelling","Travelling","blue","blue"
30,57708,"C",-5.47466,56.49841,"Travelling","Travelling","blue","blue"
30,57709,"C",-5.47477,56.49833,"Travelling","Travelling","blue","blue"
30,57710,"C",-5.47487,56.49826,"Travelling","Travelling","blue","blue"
30,57711,"C",-5.47498,56.49819,"Travelling","Travelling","blue","blue"
30,57712,"C",-5.47508,56.49812,"Travelling","Travelling","blue","blue"
30,57713,"C",-5.47519,56.49804,"Travelling","Travelling","blue","blue"
30,57714,"C",-5.47529,56.49796,"Travelling","Travelling","blue","blue"
30,57715,"C",-5.4754,56.49788,"Travelling","Travelling","blue","blue"
30,57716,"C",-5.47551,56.49781,"Travelling","Travelling","blue","blue"
30,57717,"C",-5.47561,56.49774,"Travelling","Travelling","blue","blue"
30,57718,"C",-5.47572,56.49767,"Travelling","Travelling","blue","blue"
30,57719,"C",-5.47582,56.49759,"Travelling","Travelling","blue","blue"
30,57720,"C",-5.47593,56.49751,"Travelling","Travelling","blue","blue"
30,57721,"C",-5.47603,56.49743,"Travelling","Travelling","blue","blue"
30,57722,"C",-5.47613,56.49736,"Travelling","Travelling","blue","blue"
30,57723,"C",-5.47623,56.49728,"Travelling","Travelling","blue","blue"
30,57724,"C",-5.47633,56.4972,"Travelling","Travelling","blue","blue"
30,57725,"C",-5.47643,56.49712,"Travelling","Travelling","blue","blue"
30,57726,"C",-5.47652,56.49704,"Travelling","Travelling","blue","blue"
30,57727,"C",-5.47662,56.49697,"Travelling","Travelling","blue","blue"
30,57728,"C",-5.47672,56.49688,"Travelling","Travelling","blue","blue"
30,57729,"C",-5.47682,56.4968,"Travelling","Travelling","blue","blue"
30,57730,"C",-5.47692,56.49672,"Travelling","Travelling","blue","blue"
30,57731,"C",-5.47701,56.49664,"Travelling","Travelling","blue","blue"
30,57732,"C",-5.47711,56.49656,"Travelling","Travelling","blue","blue"
30,57733,"C",-5.4772,56.49648,"Travelling","Travelling","blue","blue"
30,57734,"C",-5.4773,56.4964,"Travelling","Travelling","blue","blue"
30,57735,"C",-5.4774,56.49632,"Travelling","Travelling","blue","blue"
30,57736,"C",-5.4775,56.49623,"Travelling","Travelling","blue","blue"
30,57737,"C",-5.47759,56.49616,"Travelling","Travelling","blue","blue"
30,57738,"C",-5.47769,56.49608,"Travelling","Travelling","blue","blue"
30,57739,"C",-5.47778,56.496,"Travelling","Travelling","blue","blue"
30,57740,"C",-5.47788,56.49592,"Travelling","Travelling","blue","blue"
