"DATE","ID","TSECS_GMT","LATITUDE","LONGITUDE","SPECIES","Continuous","DIST2COL","Observed_2State","Observed_3State","Observed_StateTw"
"2009-06-09",6,46215,53.42324,-4.5059,"A","AS",1497.73869,"Foraging","Foraging","Foraging"
"2009-06-09",6,46216,53.4233,-4.50588,"A","AS",1504.6271,"Foraging","Foraging","Foraging"
"2009-06-09",6,46217,53.42336,-4.50585,"A","AS",1511.10911,"Foraging","Foraging","Foraging"
"2009-06-09",6,46218,53.42341,-4.50582,"A","AS",1517.59185,"Foraging","Foraging","Foraging"
"2009-06-09",6,46219,53.42347,-4.50578,"A","AS",1524.07531,"Foraging","Foraging","Foraging"
"2009-06-09",6,46220,53.42352,-4.50574,"A","AS",1530.08821,"Foraging","Foraging","Foraging"
"2009-06-09",6,46221,53.42357,-4.50569,"A","AS",1536.1034,"Foraging","Foraging","Foraging"
"2009-06-09",6,46222,53.42362,-4.50565,"A","AS",1542.12087,"Foraging","Foraging","Foraging"
"2009-06-09",6,46223,53.42364,-4.5056,"A","AS",1545.78181,"Foraging","Foraging","Foraging"
"2009-06-09",6,46224,53.42367,-4.50555,"A","AS",1549.44741,"Foraging","Foraging","Foraging"
"2009-06-09",6,46225,53.4237,-4.5055,"A","AS",1553.11762,"Foraging","Foraging","Foraging"
"2009-06-09",6,46226,53.42372,-4.50544,"A","AS",1556.32945,"Foraging","Foraging","Foraging"
"2009-06-09",6,46227,53.42374,-4.50538,"A","AS",1559.54916,"Foraging","Foraging","Foraging"
"2009-06-09",6,46228,53.42377,-4.50532,"A","AS",1562.77672,"Foraging","Foraging","Foraging"
"2009-06-09",6,46229,53.42379,-4.50527,"A","AS",1566.46935,"Foraging","Foraging","Foraging"
"2009-06-09",6,46230,53.42382,-4.50522,"A","AS",1570.16642,"Foraging","Foraging","Foraging"
"2009-06-09",6,46231,53.42385,-4.50517,"A","AS",1573.86788,"Foraging","Foraging","Foraging"
"2009-06-09",6,46232,53.42388,-4.50512,"A","AS",1577.57372,"Foraging","Foraging","Foraging"
"2009-06-09",6,46233,53.42391,-4.50507,"A","AS",1581.2839,"Foraging","Foraging","Foraging"
"2009-06-09",6,46234,53.42393,-4.50502,"A","AS",1584.99841,"Foraging","Foraging","Foraging"
"2009-06-09",6,46235,53.42395,-4.50495,"A","AS",1587.742,"Foraging","Foraging","Foraging"
"2009-06-09",6,46236,53.42397,-4.50488,"A","AS",1590.49537,"Foraging","Foraging","Foraging"
"2009-06-09",6,46237,53.42398,-4.50482,"A","AS",1593.25846,"Foraging","Foraging","Foraging"
"2009-06-09",6,46238,53.42399,-4.50474,"A","AS",1594.90544,"Foraging","Foraging","Foraging"
"2009-06-09",6,46239,53.42399,-4.50467,"A","AS",1596.56539,"Foraging","Foraging","Foraging"
"2009-06-09",6,46240,53.424,-4.5046,"A","AS",1598.23827,"Foraging","Foraging","Foraging"
"2009-06-09",6,46241,53.42401,-4.50452,"A","AS",1600.09194,"Foraging","Foraging","Foraging"
"2009-06-09",6,46242,53.42401,-4.50443,"A","AS",1601.96286,"Foraging","Foraging","Foraging"
"2009-06-09",6,46243,53.42402,-4.50435,"A","AS",1603.85096,"Foraging","Foraging","Foraging"
"2009-06-09",6,46244,53.42403,-4.50426,"A","AS",1606.44434,"Foraging","Foraging","Foraging"
"2009-06-09",6,46245,53.42404,-4.50417,"A","AS",1609.05619,"Foraging","Foraging","Foraging"
"2009-06-09",6,46246,53.42405,-4.50408,"A","AS",1611.68643,"Foraging","Foraging","Foraging"
"2009-06-09",6,46247,53.42406,-4.50402,"A","AS",1613.97069,"Foraging","Foraging","Foraging"
"2009-06-09",6,46248,53.42407,-4.50395,"A","AS",1616.26484,"Foraging","Foraging","Foraging"
"2009-06-09",6,46249,53.42408,-4.50388,"A","AS",1618.56881,"Foraging","Foraging","Foraging"
"2009-06-09",6,46250,53.42409,-4.50384,"A","AS",1620.41581,"Foraging","Foraging","Foraging"
"2009-06-09",6,46251,53.42411,-4.50381,"A","AS",1622.26579,"Foraging","Foraging","Foraging"
"2009-06-09",6,46252,53.42412,-4.50377,"A","AS",1624.11871,"Foraging","Foraging","Foraging"
"2009-06-09",6,46253,53.42412,-4.50373,"A","AS",1625.37699,"Foraging","Foraging","Foraging"
"2009-06-09",6,46254,53.42413,-4.50369,"A","AS",1626.63865,"Foraging","Foraging","Foraging"
"2009-06-09",6,46255,53.42413,-4.50365,"A","AS",1627.90367,"Foraging","Foraging","Foraging"
"2009-06-09",6,46256,53.42414,-4.50361,"A","AS",1629.76892,"Foraging","Foraging","Foraging"
"2009-06-09",6,46257,53.42416,-4.50357,"A","AS",1631.63708,"Foraging","Foraging","Foraging"
"2009-06-09",6,46258,53.42417,-4.50353,"A","AS",1633.50812,"Foraging","Foraging","Foraging"
"2009-06-09",6,46259,53.42418,-4.50352,"A","AS",1634.99247,"Foraging","Foraging","Foraging"
"2009-06-09",6,46260,53.42419,-4.5035,"A","AS",1636.47713,"Foraging","Foraging","Foraging"
"2009-06-09",6,46261,53.4242,-4.50348,"A","AS",1637.96215,"Foraging","Foraging","Foraging"
"2009-06-09",6,46262,53.42421,-4.50346,"A","AS",1639.54526,"Foraging","Foraging","Foraging"
"2009-06-09",6,46263,53.42422,-4.50344,"A","AS",1641.12911,"Foraging","Foraging","Foraging"
"2009-06-09",6,46264,53.42423,-4.50342,"A","AS",1642.71369,"Foraging","Foraging","Foraging"
"2009-06-09",6,46265,53.42424,-4.50341,"A","AS",1644.10211,"Foraging","Foraging","Foraging"
"2009-06-09",6,46266,53.42426,-4.50339,"A","AS",1645.49062,"Foraging","Foraging","Foraging"
"2009-06-09",6,46267,53.42427,-4.50338,"A","AS",1646.87924,"Foraging","Foraging","Foraging"
"2009-06-09",6,46268,53.42428,-4.50338,"A","AS",1648.07086,"Foraging","Foraging","Foraging"
"2009-06-09",6,46269,53.42429,-4.50338,"A","AS",1649.26255,"Foraging","Foraging","Foraging"
"2009-06-09",6,46270,53.4243,-4.50338,"A","AS",1650.45431,"Foraging","Foraging","Foraging"
"2009-06-09",6,46271,53.42431,-4.50337,"A","AS",1651.24693,"Foraging","Foraging","Foraging"
"2009-06-09",6,46272,53.42431,-4.50336,"A","AS",1652.03972,"Foraging","Foraging","Foraging"
"2009-06-09",6,46273,53.42432,-4.50335,"A","AS",1652.8327,"Foraging","Foraging","Foraging"
"2009-06-09",6,46274,53.42433,-4.50332,"A","AS",1654.51814,"Foraging","Foraging","Foraging"
"2009-06-09",6,46275,53.42434,-4.50329,"A","AS",1656.20485,"Foraging","Foraging","Foraging"
"2009-06-09",6,46276,53.42435,-4.50327,"A","AS",1657.89282,"Foraging","Foraging","Foraging"
"2009-06-09",6,46277,53.42436,-4.50322,"A","AS",1659.3873,"Foraging","Foraging","Foraging"
"2009-06-09",6,46278,53.42436,-4.50317,"A","AS",1660.88733,"Foraging","Foraging","Foraging"
"2009-06-09",6,46279,53.42437,-4.50312,"A","AS",1662.39286,"Foraging","Foraging","Foraging"
"2009-06-09",6,46280,53.42437,-4.50304,"A","AS",1663.71939,"Foraging","Foraging","Foraging"
"2009-06-09",6,46281,53.42437,-4.50297,"A","AS",1665.05869,"Foraging","Foraging","Foraging"
"2009-06-09",6,46282,53.42437,-4.5029,"A","AS",1666.41075,"Foraging","Foraging","Foraging"
"2009-06-09",6,46283,53.42438,-4.50283,"A","AS",1668.85513,"Foraging","Foraging","Foraging"
"2009-06-09",6,46284,53.42439,-4.50277,"A","AS",1671.30859,"Foraging","Foraging","Foraging"
"2009-06-09",6,46285,53.4244,-4.5027,"A","AS",1673.77111,"Foraging","Foraging","Foraging"
"2009-06-09",6,46286,53.42441,-4.50266,"A","AS",1675.81208,"Foraging","Foraging","Foraging"
"2009-06-09",6,46287,53.42442,-4.50261,"A","AS",1677.85669,"Foraging","Foraging","Foraging"
"2009-06-09",6,46288,53.42443,-4.50257,"A","AS",1679.90491,"Foraging","Foraging","Foraging"
"2009-06-09",6,46289,53.42444,-4.50254,"A","AS",1681.62994,"Foraging","Foraging","Foraging"
"2009-06-09",6,46290,53.42446,-4.50251,"A","AS",1683.35613,"Foraging","Foraging","Foraging"
"2009-06-09",6,46291,53.42447,-4.50248,"A","AS",1685.08349,"Foraging","Foraging","Foraging"
"2009-06-09",6,46292,53.42448,-4.50246,"A","AS",1687.29269,"Foraging","Foraging","Foraging"
"2009-06-09",6,46293,53.4245,-4.50244,"A","AS",1689.50233,"Foraging","Foraging","Foraging"
"2009-06-09",6,46294,53.42452,-4.50242,"A","AS",1691.71241,"Foraging","Foraging","Foraging"
"2009-06-09",6,46295,53.42454,-4.5024,"A","AS",1694.99311,"Foraging","Foraging","Foraging"
"2009-06-09",6,46296,53.42457,-4.50238,"A","AS",1698.27381,"Foraging","Foraging","Foraging"
"2009-06-09",6,46297,53.4246,-4.50237,"A","AS",1701.55453,"Foraging","Foraging","Foraging"
"2009-06-09",6,46298,53.42462,-4.50235,"A","AS",1704.24515,"Foraging","Foraging","Foraging"
"2009-06-09",6,46299,53.42464,-4.50233,"A","AS",1706.93583,"Foraging","Foraging","Foraging"
"2009-06-09",6,46300,53.42467,-4.50232,"A","AS",1709.62659,"Foraging","Foraging","Foraging"
"2009-06-09",6,46301,53.42469,-4.50231,"A","AS",1712.79717,"Foraging","Foraging","Foraging"
"2009-06-09",6,46302,53.42472,-4.50229,"A","AS",1715.96777,"Foraging","Foraging","Foraging"
"2009-06-09",6,46303,53.42475,-4.50228,"A","AS",1719.13841,"Foraging","Foraging","Foraging"
"2009-06-09",6,46304,53.42478,-4.50228,"A","AS",1722.19906,"Foraging","Foraging","Foraging"
"2009-06-09",6,46305,53.42481,-4.50227,"A","AS",1725.2599,"Foraging","Foraging","Foraging"
"2009-06-09",6,46306,53.42483,-4.50227,"A","AS",1728.32092,"Foraging","Foraging","Foraging"
"2009-06-09",6,46307,53.42486,-4.50226,"A","AS",1730.79181,"Foraging","Foraging","Foraging"
"2009-06-09",6,46308,53.42488,-4.50226,"A","AS",1733.26277,"Foraging","Foraging","Foraging"
"2009-06-09",6,46309,53.4249,-4.50225,"A","AS",1735.73382,"Foraging","Foraging","Foraging"
"2009-06-09",6,46310,53.42492,-4.50224,"A","AS",1738.31443,"Foraging","Foraging","Foraging"
"2009-06-09",6,46311,53.42494,-4.50223,"A","AS",1740.89504,"Foraging","Foraging","Foraging"
"2009-06-09",6,46312,53.42497,-4.50222,"A","AS",1743.47564,"Foraging","Foraging","Foraging"
"2009-06-09",6,46313,53.42499,-4.50221,"A","AS",1746.05626,"Foraging","Foraging","Foraging"
"2009-06-09",6,46314,53.42501,-4.50219,"A","AS",1748.63687,"Foraging","Foraging","Foraging"
"2009-06-09",6,46315,53.42503,-4.50218,"A","AS",1751.21747,"Foraging","Foraging","Foraging"
