"DATE","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST2COL_km"
"2010-06-26",1,"Arctic",30416,56.19536,-2.54536,"TS","Travelling",0.00797,1.11798
"2010-06-26",1,"Arctic",30417,56.19537,-2.54524,"TS","Travelling",0.00797,1.12312
"2010-06-26",1,"Arctic",30418,56.19539,-2.54511,"TS","Travelling",0.00797,1.12829
"2010-06-26",1,"Arctic",30419,56.1954,-2.54498,"TS","Travelling",0.0071,1.1335
"2010-06-26",1,"Arctic",30420,56.19541,-2.54487,"TS","Travelling",0.0071,1.138
"2010-06-26",1,"Arctic",30421,56.19542,-2.54476,"TS","Travelling",0.0071,1.14253
"2010-06-26",1,"Arctic",30422,56.19543,-2.54464,"TS","Travelling",0.0071,1.14708
"2010-06-26",1,"Arctic",30423,56.19544,-2.54453,"TS","Travelling",0.0071,1.15166
"2010-06-26",1,"Arctic",30424,56.19545,-2.54442,"TS","Travelling",0.00702,1.15627
"2010-06-26",1,"Arctic",30425,56.19545,-2.5443,"TS","Travelling",0.00702,1.16026
"2010-06-26",1,"Arctic",30426,56.19546,-2.54419,"TS","Travelling",0.00702,1.16429
"2010-06-26",1,"Arctic",30427,56.19546,-2.54408,"TS","Travelling",0.00702,1.16835
"2010-06-26",1,"Arctic",30428,56.19546,-2.54396,"TS","Travelling",0.00702,1.17243
"2010-06-26",1,"Arctic",30429,56.19547,-2.54385,"TS","Travelling",0.0064,1.17655
"2010-06-26",1,"Arctic",30430,56.19546,-2.54375,"TS","Travelling",0.0064,1.17973
"2010-06-26",1,"Arctic",30431,56.19546,-2.54364,"TS","Travelling",0.0064,1.18293
"2010-06-26",1,"Arctic",30432,56.19546,-2.54354,"TS","Travelling",0.0064,1.18617
"2010-06-26",1,"Arctic",30433,56.19545,-2.54344,"TS","Travelling",0.0064,1.18943
"2010-06-26",1,"Arctic",30434,56.19545,-2.54333,"TS","Travelling",0.00588,1.19271
"2010-06-26",1,"Arctic",30435,56.19544,-2.54324,"TS","Travelling",0.00588,1.19506
"2010-06-26",1,"Arctic",30436,56.19543,-2.54315,"TS","Travelling",0.00588,1.19743
"2010-06-26",1,"Arctic",30437,56.19542,-2.54305,"TS","Travelling",0.00588,1.19982
"2010-06-26",1,"Arctic",30438,56.19541,-2.54296,"TS","Travelling",0.00588,1.20224
"2010-06-26",1,"Arctic",30439,56.1954,-2.54287,"TS","Travelling",0.00542,1.20469
"2010-06-26",1,"Arctic",30440,56.19537,-2.54279,"TS","Travelling",0.00542,1.20493
"2010-06-26",1,"Arctic",30441,56.19535,-2.54272,"TS","Travelling",0.00542,1.20519
"2010-06-26",1,"Arctic",30442,56.19532,-2.54265,"TS","Travelling",0.00542,1.20547
"2010-06-26",1,"Arctic",30443,56.19529,-2.54257,"TS","Travelling",0.00542,1.20578
"2010-06-26",1,"Arctic",30444,56.19527,-2.5425,"TS","Travelling",0.00554,1.20612
"2010-06-26",1,"Arctic",30444,56.19527,-2.5425,"TS","Travelling",0.36045,1.20612
"2010-06-26",1,"Arctic",30445,56.19523,-2.54243,"TS","Travelling",0.00554,1.20564
"2010-06-26",1,"Arctic",30446,56.1952,-2.54237,"TS","Travelling",0.00554,1.20518
"2010-06-26",1,"Arctic",30447,56.19517,-2.5423,"TS","Travelling",0.00554,1.20475
"2010-06-26",1,"Arctic",30448,56.19513,-2.54223,"TS","Travelling",0.00554,1.20434
"2010-06-26",1,"Arctic",30449,56.1951,-2.54217,"TS","Travelling",0.00584,1.20396
"2010-06-26",1,"Arctic",30450,56.19505,-2.54212,"TS","Travelling",0.00584,1.20155
