"COLONY","DATE_","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST_COL_K","STAGE","COMPLETE"
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50147,54.8349,-5.77368,"TS","Travelling",0.00855,1.42389,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50148,54.83497,-5.77375,"TS","Travelling",0.00855,1.43226,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50149,54.83503,-5.77382,"TS","Travelling",0.00855,1.44063,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50150,54.8351,-5.77388,"TS","Travelling",0.00855,1.449,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50151,54.83517,-5.77395,"TS","Travelling",0.00855,1.45737,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50152,54.83523,-5.77402,"TS","Travelling",0.00986,1.46575,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50153,54.83531,-5.7741,"TS","Travelling",0.00986,1.47523,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50154,54.83538,-5.77419,"TS","Travelling",0.00986,1.48471,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50155,54.83545,-5.77428,"TS","Travelling",0.00986,1.4942,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50156,54.83553,-5.77436,"TS","Travelling",0.00986,1.5037,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50157,54.8356,-5.77445,"TS","Travelling",0.01079,1.5132,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50158,54.83568,-5.77455,"TS","Travelling",0.01079,1.5234,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50159,54.83575,-5.77466,"TS","Travelling",0.01079,1.5336,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50160,54.83583,-5.77476,"TS","Travelling",0.01079,1.54381,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50161,54.83591,-5.77486,"TS","Travelling",0.01079,1.55404,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50162,54.83598,-5.77497,"TS","Travelling",0.01092,1.56427,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50163,54.83606,-5.77507,"TS","Travelling",0.01092,1.57457,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50164,54.83614,-5.77518,"TS","Travelling",0.01092,1.58489,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50165,54.83621,-5.77529,"TS","Travelling",0.01092,1.59521,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50166,54.83629,-5.77539,"TS","Travelling",0.01092,1.60555,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50167,54.83637,-5.7755,"TS","Travelling",0.01109,1.61589,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50168,54.83645,-5.7756,"TS","Travelling",0.01109,1.62651,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50169,54.83653,-5.77571,"TS","Travelling",0.01109,1.63715,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50170,54.83661,-5.77581,"TS","Travelling",0.01109,1.64778,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50171,54.83669,-5.77591,"TS","Travelling",0.01109,1.65843,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50172,54.83677,-5.77602,"TS","Travelling",0.01121,1.66908,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50173,54.83685,-5.77612,"TS","Travelling",0.01121,1.67981,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50174,54.83693,-5.77623,"TS","Travelling",0.01121,1.69055,"Chick",1
"Blue Circle Is, Larne Lough","2010-06-02",3,"Sandwich",50175,54.83701,-5.77634,"TS","Travelling",0.01121,1.70129,"Chick",1
