"COLONY","DATE_","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST_COL_K","STAGE","COMPLETE"
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57994,54.73065,-5.59537,"AS","Foraging",0.00113,5.94074,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57995,54.73065,-5.59535,"AS","Foraging",0.00119,5.94135,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57996,54.73064,-5.59534,"AS","Foraging",0.00119,5.94036,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57997,54.73063,-5.59534,"AS","Foraging",0.00119,5.93938,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57998,54.73062,-5.59533,"AS","Foraging",0.00119,5.9384,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57999,54.73061,-5.59532,"AS","Foraging",0.00119,5.93742,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58000,54.7306,-5.59532,"AS","Foraging",0.00226,5.93643,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58001,54.73059,-5.59534,"AS","Foraging",0.00226,5.93459,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58002,54.73057,-5.59537,"AS","Foraging",0.00226,5.93275,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58003,54.73056,-5.5954,"AS","Foraging",0.00226,5.9309,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58004,54.73055,-5.59542,"AS","Foraging",0.00226,5.92906,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58005,54.73053,-5.59545,"AS","Foraging",0.00309,5.92722,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58006,54.73053,-5.5955,"AS","Foraging",0.00309,5.9258,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58007,54.73052,-5.59554,"AS","Foraging",0.00309,5.92438,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58008,54.73051,-5.59559,"AS","Foraging",0.00309,5.92296,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58009,54.73051,-5.59564,"AS","Foraging",0.00309,5.92155,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58010,54.7305,-5.59568,"AS","Foraging",0.00196,5.92014,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58011,54.73049,-5.5957,"AS","Foraging",0.00196,5.9184,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58012,54.73047,-5.59572,"AS","Foraging",0.00196,5.91665,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58013,54.73046,-5.59574,"AS","Foraging",0.00196,5.91491,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58014,54.73045,-5.59576,"AS","Foraging",0.00196,5.91317,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58015,54.73043,-5.59578,"AS","Foraging",0.00113,5.91143,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58016,54.73043,-5.59577,"AS","Foraging",0.00113,5.91091,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58017,54.73042,-5.59576,"AS","Foraging",0.00113,5.91038,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58018,54.73041,-5.59574,"AS","Foraging",0.00113,5.90986,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",58019,54.73041,-5.59573,"AS","Foraging",0.00113,5.90933,"Incubation",1
