"ID","TSECS_BST","observedState","decodedState"
4,52654,"Foraging","Foraging"
4,52655,"Foraging","Foraging"
4,52656,"Foraging","Foraging"
4,52657,"Foraging","Foraging"
4,52658,"Not-foraging","Foraging"
4,52659,"Not-foraging","Foraging"
4,52660,"Not-foraging","Foraging"
4,52661,"Not-foraging","Foraging"
4,52662,"Not-foraging","Foraging"
4,52663,"Not-foraging","Foraging"
4,52664,"Not-foraging","Foraging"
4,52665,"Not-foraging","Foraging"
4,52666,"Not-foraging","Foraging"
4,52667,"Not-foraging","Foraging"
4,52668,"Not-foraging","Foraging"
4,52669,"Not-foraging","Foraging"
4,52670,"Not-foraging","Foraging"
4,52671,"Not-foraging","Foraging"
4,52672,"Not-foraging","Foraging"
4,52673,"Not-foraging","Foraging"
4,52674,"Not-foraging","Foraging"
4,52675,"Not-foraging","Foraging"
4,52676,"Not-foraging","Not-foraging"
4,52677,"Not-foraging","Not-foraging"
4,52678,"Not-foraging","Not-foraging"
4,52679,"Not-foraging","Not-foraging"
4,52680,"Not-foraging","Not-foraging"
4,52681,"Not-foraging","Not-foraging"
4,52682,"Not-foraging","Not-foraging"
4,52683,"Not-foraging","Not-foraging"
4,52684,"Not-foraging","Not-foraging"
4,52685,"Not-foraging","Not-foraging"
4,52686,"Not-foraging","Not-foraging"
4,52687,"Not-foraging","Not-foraging"
4,52688,"Not-foraging","Not-foraging"
4,52689,"Not-foraging","Not-foraging"
4,52690,"Not-foraging","Not-foraging"
4,52691,"Not-foraging","Not-foraging"
4,52692,"Not-foraging","Not-foraging"
4,52693,"Not-foraging","Not-foraging"
4,52694,"Not-foraging","Not-foraging"
4,52695,"Not-foraging","Not-foraging"
4,52696,"Not-foraging","Not-foraging"
4,52697,"Not-foraging","Not-foraging"
4,52698,"Not-foraging","Not-foraging"
4,52699,"Not-foraging","Foraging"
4,52700,"Not-foraging","Foraging"
4,52701,"Not-foraging","Foraging"
4,52702,"Not-foraging","Foraging"
4,52703,"Not-foraging","Foraging"
4,52704,"Not-foraging","Foraging"
4,52705,"Not-foraging","Foraging"
4,52706,"Not-foraging","Foraging"
4,52707,"Not-foraging","Foraging"
4,52708,"Not-foraging","Foraging"
4,52709,"Not-foraging","Foraging"
4,52710,"Not-foraging","Foraging"
4,52711,"Not-foraging","Foraging"
4,52712,"Foraging","Foraging"
4,52713,"Foraging","Foraging"
4,52714,"Foraging","Foraging"
4,52715,"Foraging","Foraging"
4,52716,"Foraging","Foraging"
4,52717,"Foraging","Foraging"
4,52718,"Foraging","Foraging"
4,52719,"Foraging","Foraging"
4,52720,"Foraging","Foraging"
4,52721,"Foraging","Foraging"
4,52722,"Foraging","Foraging"
4,52723,"Foraging","Not-foraging"
4,52724,"Foraging","Not-foraging"
4,52725,"Foraging","Not-foraging"
4,52726,"Foraging","Not-foraging"
4,52727,"Foraging","Not-foraging"
4,52728,"Foraging","Not-foraging"
4,52729,"Foraging","Not-foraging"
4,52730,"Foraging","Not-foraging"
4,52731,"Foraging","Not-foraging"
4,52732,"Foraging","Not-foraging"
4,52733,"Foraging","Not-foraging"
4,52734,"Foraging","Not-foraging"
4,52735,"Foraging","Not-foraging"
4,52736,"Foraging","Not-foraging"
4,52737,"Foraging","Not-foraging"
4,52738,"Foraging","Not-foraging"
4,52739,"Foraging","Foraging"
4,52740,"Not-foraging","Foraging"
4,52741,"Not-foraging","Foraging"
4,52742,"Not-foraging","Foraging"
4,52743,"Not-foraging","Foraging"
4,52744,"Not-foraging","Foraging"
4,52745,"Not-foraging","Foraging"
4,52746,"Not-foraging","Foraging"
4,52747,"Not-foraging","Foraging"
4,52748,"Not-foraging","Foraging"
4,52749,"Not-foraging","Foraging"
4,52750,"Not-foraging","Foraging"
4,52751,"Not-foraging","Foraging"
4,52752,"Not-foraging","Foraging"
4,52753,"Not-foraging","Foraging"
4,52754,"Not-foraging","Foraging"
4,52755,"Not-foraging","Foraging"
4,52756,"Not-foraging","Foraging"
4,52757,"Not-foraging","Foraging"
4,52758,"Not-foraging","Foraging"
4,52759,"Not-foraging","Foraging"
4,52760,"Not-foraging","Foraging"
4,52761,"Not-foraging","Foraging"
4,52762,"Not-foraging","Foraging"
4,52763,"Not-foraging","Foraging"
4,52764,"Not-foraging","Foraging"
4,52765,"Not-foraging","Foraging"
4,52766,"Not-foraging","Foraging"
4,52767,"Not-foraging","Foraging"
4,52768,"Not-foraging","Foraging"
4,52769,"Not-foraging","Foraging"
4,52770,"Not-foraging","Foraging"
4,52771,"Not-foraging","Not-foraging"
4,52772,"Not-foraging","Not-foraging"
4,52773,"Not-foraging","Not-foraging"
4,52774,"Not-foraging","Not-foraging"
4,52775,"Not-foraging","Not-foraging"
4,52776,"Not-foraging","Not-foraging"
4,52777,"Not-foraging","Not-foraging"
4,52778,"Not-foraging","Not-foraging"
4,52779,"Not-foraging","Not-foraging"
4,52780,"Not-foraging","Not-foraging"
4,52781,"Not-foraging","Not-foraging"
4,52782,"Not-foraging","Not-foraging"
4,52783,"Not-foraging","Not-foraging"
4,52784,"Not-foraging","Not-foraging"
4,52785,"Not-foraging","Not-foraging"
4,52786,"Not-foraging","Not-foraging"
4,52787,"Not-foraging","Not-foraging"
4,52788,"Not-foraging","Not-foraging"
4,52789,"Not-foraging","Not-foraging"
4,52790,"Not-foraging","Not-foraging"
4,52791,"Not-foraging","Not-foraging"
4,52792,"Not-foraging","Not-foraging"
4,52793,"Not-foraging","Not-foraging"
4,52794,"Not-foraging","Not-foraging"
4,52795,"Not-foraging","Not-foraging"
4,52796,"Not-foraging","Not-foraging"
4,52797,"Not-foraging","Not-foraging"
4,52798,"Not-foraging","Not-foraging"
4,52799,"Not-foraging","Not-foraging"
4,52800,"Not-foraging","Not-foraging"
4,52801,"Not-foraging","Not-foraging"
4,52802,"Not-foraging","Not-foraging"
4,52803,"Not-foraging","Not-foraging"
4,52804,"Not-foraging","Not-foraging"
4,52805,"Not-foraging","Not-foraging"
4,52806,"Not-foraging","Not-foraging"
4,52807,"Not-foraging","Not-foraging"
4,52808,"Not-foraging","Not-foraging"
4,52809,"Not-foraging","Not-foraging"
4,52810,"Not-foraging","Not-foraging"
4,52811,"Not-foraging","Not-foraging"
4,52812,"Not-foraging","Not-foraging"
4,52813,"Not-foraging","Not-foraging"
4,52814,"Not-foraging","Not-foraging"
4,52815,"Not-foraging","Not-foraging"
4,52816,"Not-foraging","Not-foraging"
4,52817,"Not-foraging","Not-foraging"
4,52818,"Not-foraging","Not-foraging"
4,52819,"Not-foraging","Not-foraging"
4,52820,"Not-foraging","Not-foraging"
4,52821,"Not-foraging","Not-foraging"
4,52822,"Not-foraging","Not-foraging"
4,52823,"Not-foraging","Not-foraging"
4,52824,"Not-foraging","Not-foraging"
4,52825,"Not-foraging","Not-foraging"
4,52826,"Not-foraging","Not-foraging"
4,52827,"Not-foraging","Not-foraging"
4,52828,"Not-foraging","Not-foraging"
4,52829,"Not-foraging","Not-foraging"
4,52830,"Not-foraging","Not-foraging"
4,52831,"Not-foraging","Not-foraging"
4,52832,"Not-foraging","Not-foraging"
4,52833,"Not-foraging","Not-foraging"
4,52834,"Not-foraging","Not-foraging"
4,52835,"Not-foraging","Not-foraging"
4,52836,"Not-foraging","Not-foraging"
4,52837,"Not-foraging","Not-foraging"
4,52838,"Not-foraging","Not-foraging"
4,52839,"Not-foraging","Not-foraging"
4,52840,"Not-foraging","Not-foraging"
4,52841,"Not-foraging","Not-foraging"
4,52842,"Not-foraging","Not-foraging"
4,52843,"Not-foraging","Not-foraging"
4,52844,"Not-foraging","Not-foraging"
4,52845,"Not-foraging","Not-foraging"
4,52846,"Not-foraging","Not-foraging"
4,52847,"Not-foraging","Not-foraging"
4,52848,"Not-foraging","Not-foraging"
4,52849,"Not-foraging","Not-foraging"
4,52850,"Not-foraging","Not-foraging"
4,52851,"Not-foraging","Not-foraging"
4,52852,"Not-foraging","Not-foraging"
4,52853,"Not-foraging","Not-foraging"
4,52854,"Not-foraging","Not-foraging"
4,52855,"Not-foraging","Not-foraging"
4,52856,"Not-foraging","Not-foraging"
4,52857,"Not-foraging","Not-foraging"
4,52858,"Not-foraging","Not-foraging"
4,52859,"Not-foraging","Not-foraging"
4,52860,"Not-foraging","Not-foraging"
4,52861,"Not-foraging","Not-foraging"
4,52862,"Not-foraging","Not-foraging"
4,52863,"Not-foraging","Not-foraging"
4,52864,"Not-foraging","Not-foraging"
4,52865,"Not-foraging","Not-foraging"
4,52866,"Not-foraging","Not-foraging"
4,52867,"Not-foraging","Not-foraging"
4,52868,"Not-foraging","Not-foraging"
4,52869,"Not-foraging","Not-foraging"
4,52870,"Not-foraging","Not-foraging"
4,52871,"Not-foraging","Not-foraging"
4,52872,"Not-foraging","Not-foraging"
4,52873,"Not-foraging","Not-foraging"
4,52874,"Not-foraging","Not-foraging"
4,52875,"Not-foraging","Not-foraging"
4,52876,"Not-foraging","Not-foraging"
4,52877,"Not-foraging","Not-foraging"
4,52878,"Not-foraging","Not-foraging"
4,52879,"Not-foraging","Not-foraging"
4,52880,"Not-foraging","Not-foraging"
4,52881,"Not-foraging","Not-foraging"
4,52882,"Not-foraging","Not-foraging"
4,52883,"Not-foraging","Not-foraging"
4,52884,"Not-foraging","Not-foraging"
4,52885,"Not-foraging","Not-foraging"
4,52886,"Not-foraging","Not-foraging"
4,52887,"Not-foraging","Not-foraging"
4,52888,"Not-foraging","Not-foraging"
4,52889,"Not-foraging","Not-foraging"
4,52890,"Not-foraging","Not-foraging"
4,52891,"Not-foraging","Not-foraging"
4,52892,"Not-foraging","Not-foraging"
4,52893,"Not-foraging","Not-foraging"
4,52894,"Not-foraging","Not-foraging"
4,52895,"Not-foraging","Not-foraging"
4,52896,"Not-foraging","Not-foraging"
4,52897,"Not-foraging","Not-foraging"
4,52898,"Not-foraging","Not-foraging"
4,52899,"Not-foraging","Not-foraging"
4,52900,"Not-foraging","Not-foraging"
4,52901,"Not-foraging","Not-foraging"
4,52902,"Not-foraging","Not-foraging"
4,52903,"Not-foraging","Not-foraging"
4,52904,"Not-foraging","Not-foraging"
4,52905,"Not-foraging","Not-foraging"
4,52906,"Not-foraging","Not-foraging"
4,52907,"Not-foraging","Not-foraging"
4,52908,"Not-foraging","Not-foraging"
4,52909,"Not-foraging","Not-foraging"
4,52910,"Not-foraging","Not-foraging"
4,52911,"Not-foraging","Not-foraging"
4,52912,"Not-foraging","Not-foraging"
4,52913,"Not-foraging","Not-foraging"
4,52914,"Not-foraging","Not-foraging"
4,52915,"Not-foraging","Foraging"
4,52916,"Not-foraging","Not-foraging"
4,52917,"Not-foraging","Not-foraging"
4,52918,"Not-foraging","Not-foraging"
4,52919,"Not-foraging","Not-foraging"
4,52920,"Not-foraging","Not-foraging"
4,52921,"Not-foraging","Not-foraging"
4,52922,"Not-foraging","Not-foraging"
4,52923,"Foraging","Foraging"
4,52924,"Foraging","Foraging"
4,52925,"Foraging","Foraging"
4,52926,"Foraging","Foraging"
4,52927,"Foraging","Foraging"
4,52928,"Foraging","Foraging"
4,52929,"Foraging","Foraging"
4,52930,"Foraging","Foraging"
4,52931,"Foraging","Foraging"
4,52932,"Foraging","Foraging"
4,52933,"Foraging","Foraging"
4,52934,"Foraging","Foraging"
4,52935,"Foraging","Foraging"
4,52936,"Foraging","Foraging"
4,52937,"Foraging","Foraging"
4,52938,"Foraging","Foraging"
4,52939,"Foraging","Foraging"
4,52940,"Foraging","Foraging"
4,52941,"Foraging","Foraging"
4,52942,"Foraging","Foraging"
4,52943,"Foraging","Foraging"
4,52944,"Foraging","Foraging"
4,52945,"Foraging","Foraging"
4,52946,"Foraging","Foraging"
4,52947,"Foraging","Foraging"
4,52948,"Foraging","Foraging"
4,52949,"Foraging","Foraging"
4,52950,"Foraging","Foraging"
4,52951,"Foraging","Foraging"
4,52952,"Foraging","Foraging"
4,52953,"Foraging","Foraging"
4,52954,"Foraging","Foraging"
4,52955,"Foraging","Foraging"
4,52956,"Foraging","Foraging"
4,52957,"Foraging","Foraging"
4,52958,"Foraging","Foraging"
4,52959,"Foraging","Foraging"
4,52960,"Foraging","Foraging"
4,52961,"Foraging","Foraging"
4,52962,"Foraging","Foraging"
4,52963,"Foraging","Not-foraging"
4,52964,"Foraging","Not-foraging"
4,52965,"Foraging","Not-foraging"
4,52966,"Foraging","Not-foraging"
4,52967,"Foraging","Not-foraging"
4,52968,"Foraging","Not-foraging"
4,52969,"Foraging","Not-foraging"
4,52970,"Foraging","Not-foraging"
4,52971,"Foraging","Not-foraging"
4,52972,"Foraging","Not-foraging"
4,52973,"Foraging","Not-foraging"
4,52974,"Foraging","Not-foraging"
4,52975,"Foraging","Not-foraging"
4,52976,"Foraging","Not-foraging"
4,52977,"Foraging","Not-foraging"
4,52978,"Foraging","Not-foraging"
4,52979,"Foraging","Foraging"
4,52980,"Foraging","Not-foraging"
4,52981,"Foraging","Not-foraging"
4,52982,"Foraging","Not-foraging"
4,52983,"Foraging","Not-foraging"
4,52984,"Foraging","Not-foraging"
4,52985,"Foraging","Not-foraging"
4,52986,"Foraging","Not-foraging"
4,52987,"Foraging","Foraging"
4,52988,"Foraging","Not-foraging"
4,52989,"Foraging","Not-foraging"
4,52990,"Foraging","Not-foraging"
4,52991,"Foraging","Not-foraging"
4,52992,"Foraging","Not-foraging"
4,52993,"Foraging","Not-foraging"
4,52994,"Foraging","Not-foraging"
4,52995,"Foraging","Foraging"
4,52996,"Foraging","Not-foraging"
4,52997,"Foraging","Not-foraging"
4,52998,"Foraging","Not-foraging"
4,52999,"Foraging","Not-foraging"
4,53000,"Foraging","Not-foraging"
4,53001,"Foraging","Not-foraging"
4,53002,"Foraging","Not-foraging"
4,53003,"Foraging","Not-foraging"
4,53004,"Foraging","Not-foraging"
4,53005,"Foraging","Not-foraging"
4,53006,"Foraging","Not-foraging"
4,53007,"Foraging","Not-foraging"
4,53008,"Foraging","Not-foraging"
4,53009,"Foraging","Not-foraging"
4,53010,"Foraging","Not-foraging"
4,53011,"Foraging","Not-foraging"
4,53012,"Foraging","Not-foraging"
4,53013,"Foraging","Not-foraging"
4,53014,"Foraging","Not-foraging"
4,53015,"Foraging","Not-foraging"
4,53016,"Foraging","Not-foraging"
4,53017,"Foraging","Not-foraging"
4,53018,"Foraging","Not-foraging"
4,53019,"Foraging","Foraging"
4,53020,"Foraging","Not-foraging"
4,53021,"Foraging","Not-foraging"
4,53022,"Foraging","Not-foraging"
4,53023,"Foraging","Not-foraging"
4,53024,"Foraging","Not-foraging"
4,53025,"Foraging","Not-foraging"
4,53026,"Foraging","Not-foraging"
4,53027,"Foraging","Not-foraging"
4,53028,"Foraging","Not-foraging"
4,53029,"Foraging","Not-foraging"
4,53030,"Foraging","Not-foraging"
4,53031,"Foraging","Not-foraging"
4,53032,"Foraging","Not-foraging"
4,53033,"Foraging","Not-foraging"
4,53034,"Foraging","Not-foraging"
4,53035,"Foraging","Not-foraging"
4,53036,"Foraging","Not-foraging"
4,53037,"Foraging","Not-foraging"
4,53038,"Foraging","Not-foraging"
4,53039,"Foraging","Not-foraging"
4,53040,"Foraging","Not-foraging"
4,53041,"Foraging","Not-foraging"
4,53042,"Foraging","Not-foraging"
4,53043,"Foraging","Not-foraging"
4,53044,"Foraging","Not-foraging"
4,53045,"Foraging","Not-foraging"
4,53046,"Foraging","Not-foraging"
4,53047,"Foraging","Not-foraging"
4,53048,"Foraging","Not-foraging"
4,53049,"Foraging","Not-foraging"
4,53050,"Foraging","Not-foraging"
4,53051,"Foraging","Foraging"
4,53052,"Foraging","Not-foraging"
4,53053,"Foraging","Not-foraging"
4,53054,"Foraging","Not-foraging"
4,53055,"Foraging","Not-foraging"
4,53056,"Foraging","Not-foraging"
4,53057,"Foraging","Not-foraging"
4,53058,"Foraging","Not-foraging"
4,53059,"Foraging","Not-foraging"
4,53060,"Foraging","Not-foraging"
4,53061,"Foraging","Not-foraging"
4,53062,"Foraging","Not-foraging"
4,53063,"Foraging","Not-foraging"
4,53064,"Foraging","Not-foraging"
4,53065,"Foraging","Not-foraging"
4,53066,"Foraging","Not-foraging"
4,53067,"Foraging","Foraging"
4,53068,"Foraging","Not-foraging"
4,53069,"Foraging","Not-foraging"
4,53070,"Foraging","Not-foraging"
4,53071,"Foraging","Not-foraging"
4,53072,"Foraging","Not-foraging"
4,53073,"Foraging","Not-foraging"
4,53074,"Foraging","Not-foraging"
4,53075,"Foraging","Not-foraging"
4,53076,"Foraging","Not-foraging"
4,53077,"Foraging","Not-foraging"
4,53078,"Foraging","Not-foraging"
4,53079,"Foraging","Not-foraging"
4,53080,"Foraging","Not-foraging"
4,53081,"Foraging","Not-foraging"
4,53082,"Foraging","Not-foraging"
4,53083,"Foraging","Not-foraging"
4,53084,"Foraging","Not-foraging"
4,53085,"Foraging","Not-foraging"
4,53086,"Foraging","Not-foraging"
4,53087,"Foraging","Not-foraging"
4,53088,"Foraging","Not-foraging"
4,53089,"Foraging","Not-foraging"
4,53090,"Foraging","Not-foraging"
4,53091,"Foraging","Not-foraging"
4,53092,"Foraging","Not-foraging"
4,53093,"Foraging","Not-foraging"
4,53094,"Foraging","Not-foraging"
4,53095,"Foraging","Not-foraging"
4,53096,"Foraging","Not-foraging"
4,53097,"Foraging","Not-foraging"
4,53098,"Foraging","Not-foraging"
4,53099,"Foraging","Not-foraging"
4,53100,"Foraging","Not-foraging"
4,53101,"Foraging","Not-foraging"
4,53102,"Foraging","Not-foraging"
4,53103,"Foraging","Not-foraging"
4,53104,"Foraging","Not-foraging"
4,53105,"Foraging","Not-foraging"
4,53106,"Foraging","Not-foraging"
4,53107,"Foraging","Not-foraging"
4,53108,"Foraging","Not-foraging"
4,53109,"Foraging","Not-foraging"
4,53110,"Foraging","Not-foraging"
4,53111,"Foraging","Not-foraging"
4,53112,"Foraging","Not-foraging"
4,53113,"Foraging","Not-foraging"
4,53114,"Foraging","Not-foraging"
4,53115,"Foraging","Foraging"
4,53116,"Foraging","Not-foraging"
4,53117,"Foraging","Not-foraging"
4,53118,"Foraging","Not-foraging"
4,53119,"Foraging","Not-foraging"
4,53120,"Foraging","Not-foraging"
4,53121,"Foraging","Not-foraging"
4,53122,"Foraging","Not-foraging"
4,53123,"Foraging","Not-foraging"
4,53124,"Foraging","Not-foraging"
4,53125,"Foraging","Not-foraging"
4,53126,"Foraging","Not-foraging"
4,53127,"Foraging","Not-foraging"
4,53128,"Foraging","Not-foraging"
4,53129,"Foraging","Not-foraging"
4,53130,"Foraging","Not-foraging"
4,53131,"Foraging","Foraging"
4,53132,"Foraging","Not-foraging"
4,53133,"Foraging","Not-foraging"
4,53134,"Foraging","Not-foraging"
4,53135,"Foraging","Not-foraging"
4,53136,"Foraging","Not-foraging"
4,53137,"Foraging","Not-foraging"
4,53138,"Foraging","Not-foraging"
4,53139,"Foraging","Foraging"
4,53140,"Foraging","Not-foraging"
4,53141,"Foraging","Not-foraging"
4,53142,"Foraging","Not-foraging"
4,53143,"Foraging","Not-foraging"
4,53144,"Foraging","Not-foraging"
4,53145,"Foraging","Not-foraging"
4,53146,"Foraging","Not-foraging"
4,53147,"Foraging","Not-foraging"
4,53148,"Foraging","Not-foraging"
4,53149,"Foraging","Not-foraging"
4,53150,"Foraging","Not-foraging"
4,53151,"Foraging","Not-foraging"
4,53152,"Foraging","Not-foraging"
4,53153,"Foraging","Not-foraging"
4,53154,"Foraging","Not-foraging"
4,53155,"Foraging","Not-foraging"
4,53156,"Foraging","Not-foraging"
4,53157,"Foraging","Not-foraging"
4,53158,"Foraging","Not-foraging"
4,53159,"Foraging","Not-foraging"
4,53160,"Foraging","Not-foraging"
4,53161,"Foraging","Not-foraging"
4,53162,"Foraging","Not-foraging"
4,53163,"Foraging","Not-foraging"
4,53164,"Foraging","Not-foraging"
4,53165,"Foraging","Not-foraging"
4,53166,"Foraging","Not-foraging"
4,53167,"Foraging","Not-foraging"
4,53168,"Foraging","Not-foraging"
4,53169,"Foraging","Not-foraging"
4,53170,"Foraging","Not-foraging"
4,53171,"Foraging","Not-foraging"
4,53172,"Foraging","Not-foraging"
4,53173,"Foraging","Not-foraging"
4,53174,"Foraging","Not-foraging"
4,53175,"Foraging","Not-foraging"
4,53176,"Foraging","Not-foraging"
4,53177,"Foraging","Not-foraging"
4,53178,"Foraging","Not-foraging"
4,53179,"Foraging","Not-foraging"
4,53180,"Foraging","Not-foraging"
4,53181,"Foraging","Not-foraging"
4,53182,"Foraging","Not-foraging"
4,53183,"Foraging","Not-foraging"
4,53184,"Foraging","Not-foraging"
4,53185,"Foraging","Not-foraging"
4,53186,"Foraging","Not-foraging"
4,53187,"Foraging","Not-foraging"
4,53188,"Foraging","Not-foraging"
4,53189,"Foraging","Not-foraging"
4,53190,"Foraging","Not-foraging"
4,53191,"Foraging","Not-foraging"
4,53192,"Foraging","Not-foraging"
4,53193,"Foraging","Not-foraging"
4,53194,"Foraging","Not-foraging"
4,53195,"Foraging","Not-foraging"
4,53196,"Foraging","Not-foraging"
4,53197,"Foraging","Not-foraging"
4,53198,"Foraging","Not-foraging"
4,53199,"Foraging","Not-foraging"
4,53200,"Foraging","Not-foraging"
4,53201,"Foraging","Not-foraging"
4,53202,"Foraging","Not-foraging"
4,53203,"Foraging","Not-foraging"
4,53204,"Foraging","Not-foraging"
4,53205,"Foraging","Not-foraging"
4,53206,"Foraging","Not-foraging"
4,53207,"Foraging","Not-foraging"
4,53208,"Foraging","Not-foraging"
4,53209,"Foraging","Not-foraging"
4,53210,"Foraging","Not-foraging"
4,53211,"Foraging","Foraging"
4,53212,"Foraging","Not-foraging"
4,53213,"Foraging","Not-foraging"
4,53214,"Foraging","Not-foraging"
4,53215,"Foraging","Not-foraging"
4,53216,"Foraging","Not-foraging"
4,53217,"Foraging","Not-foraging"
4,53218,"Foraging","Not-foraging"
4,53219,"Foraging","Not-foraging"
4,53220,"Foraging","Not-foraging"
4,53221,"Foraging","Not-foraging"
4,53222,"Foraging","Not-foraging"
4,53223,"Foraging","Not-foraging"
4,53224,"Foraging","Not-foraging"
4,53225,"Foraging","Not-foraging"
4,53226,"Foraging","Not-foraging"
4,53227,"Foraging","Not-foraging"
4,53228,"Foraging","Not-foraging"
4,53229,"Foraging","Not-foraging"
4,53230,"Foraging","Not-foraging"
4,53231,"Foraging","Not-foraging"
4,53232,"Foraging","Not-foraging"
4,53233,"Foraging","Not-foraging"
4,53234,"Foraging","Not-foraging"
4,53235,"Foraging","Not-foraging"
4,53236,"Foraging","Not-foraging"
4,53237,"Foraging","Not-foraging"
4,53238,"Foraging","Not-foraging"
4,53239,"Foraging","Not-foraging"
4,53240,"Foraging","Not-foraging"
4,53241,"Foraging","Not-foraging"
4,53242,"Foraging","Not-foraging"
4,53243,"Foraging","Not-foraging"
4,53244,"Foraging","Not-foraging"
4,53245,"Foraging","Not-foraging"
4,53246,"Foraging","Not-foraging"
4,53247,"Foraging","Not-foraging"
4,53248,"Foraging","Not-foraging"
4,53249,"Foraging","Not-foraging"
4,53250,"Foraging","Not-foraging"
4,53251,"Foraging","Not-foraging"
4,53252,"Foraging","Not-foraging"
4,53253,"Foraging","Not-foraging"
4,53254,"Foraging","Not-foraging"
4,53255,"Foraging","Not-foraging"
4,53256,"Foraging","Not-foraging"
4,53257,"Foraging","Not-foraging"
4,53258,"Foraging","Not-foraging"
4,53259,"Foraging","Not-foraging"
4,53260,"Foraging","Not-foraging"
4,53261,"Foraging","Not-foraging"
4,53262,"Foraging","Not-foraging"
4,53263,"Foraging","Not-foraging"
4,53264,"Foraging","Not-foraging"
4,53265,"Foraging","Not-foraging"
4,53266,"Foraging","Not-foraging"
4,53267,"Foraging","Not-foraging"
4,53268,"Foraging","Not-foraging"
4,53269,"Foraging","Not-foraging"
4,53270,"Foraging","Not-foraging"
4,53271,"Foraging","Not-foraging"
4,53272,"Foraging","Not-foraging"
4,53273,"Foraging","Not-foraging"
4,53274,"Foraging","Not-foraging"
4,53275,"Foraging","Foraging"
4,53276,"Foraging","Not-foraging"
4,53277,"Foraging","Not-foraging"
4,53278,"Foraging","Not-foraging"
4,53279,"Foraging","Not-foraging"
4,53280,"Foraging","Not-foraging"
4,53281,"Foraging","Not-foraging"
4,53282,"Foraging","Not-foraging"
4,53283,"Foraging","Not-foraging"
4,53284,"Foraging","Not-foraging"
4,53285,"Foraging","Not-foraging"
4,53286,"Foraging","Not-foraging"
4,53287,"Foraging","Not-foraging"
4,53288,"Foraging","Not-foraging"
4,53289,"Foraging","Not-foraging"
4,53290,"Foraging","Not-foraging"
4,53291,"Foraging","Not-foraging"
4,53292,"Foraging","Not-foraging"
4,53293,"Foraging","Not-foraging"
4,53294,"Foraging","Not-foraging"
4,53295,"Foraging","Not-foraging"
4,53296,"Foraging","Not-foraging"
4,53297,"Foraging","Not-foraging"
4,53298,"Foraging","Not-foraging"
4,53299,"Foraging","Foraging"
4,53300,"Foraging","Foraging"
4,53301,"Foraging","Foraging"
4,53399,"Not-foraging","Foraging"
4,53400,"Not-foraging","Foraging"
4,53401,"Not-foraging","Foraging"
4,53402,"Not-foraging","Foraging"
4,53403,"Not-foraging","Foraging"
4,53404,"Not-foraging","Foraging"
4,53405,"Not-foraging","Foraging"
4,53406,"Not-foraging","Foraging"
4,53407,"Not-foraging","Foraging"
4,53408,"Not-foraging","Foraging"
4,53409,"Not-foraging","Foraging"
4,53410,"Not-foraging","Foraging"
4,53411,"Not-foraging","Not-foraging"
4,53412,"Not-foraging","Not-foraging"
4,53413,"Not-foraging","Not-foraging"
4,53414,"Not-foraging","Not-foraging"
4,53415,"Not-foraging","Not-foraging"
4,53416,"Not-foraging","Not-foraging"
4,53417,"Not-foraging","Not-foraging"
4,53418,"Not-foraging","Not-foraging"
4,53419,"Not-foraging","Not-foraging"
4,53420,"Not-foraging","Not-foraging"
4,53421,"Not-foraging","Not-foraging"
4,53422,"Not-foraging","Not-foraging"
4,53423,"Not-foraging","Not-foraging"
4,53424,"Not-foraging","Not-foraging"
4,53425,"Not-foraging","Not-foraging"
4,53426,"Not-foraging","Foraging"
4,53427,"Not-foraging","Foraging"
4,53428,"Not-foraging","Foraging"
4,53429,"Not-foraging","Foraging"
4,53430,"Not-foraging","Foraging"
4,53431,"Not-foraging","Foraging"
4,53432,"Not-foraging","Foraging"
4,53433,"Not-foraging","Foraging"
4,53434,"Not-foraging","Not-foraging"
4,53435,"Not-foraging","Not-foraging"
4,53436,"Not-foraging","Not-foraging"
4,53437,"Not-foraging","Not-foraging"
4,53438,"Not-foraging","Not-foraging"
4,53439,"Not-foraging","Not-foraging"
4,53440,"Not-foraging","Not-foraging"
4,53441,"Not-foraging","Not-foraging"
4,53442,"Not-foraging","Not-foraging"
4,53443,"Not-foraging","Not-foraging"
4,53444,"Not-foraging","Not-foraging"
4,53445,"Not-foraging","Not-foraging"
4,53446,"Not-foraging","Not-foraging"
4,53447,"Not-foraging","Not-foraging"
4,53448,"Not-foraging","Not-foraging"
4,53449,"Not-foraging","Not-foraging"
4,53450,"Not-foraging","Foraging"
4,53451,"Not-foraging","Not-foraging"
4,53452,"Not-foraging","Not-foraging"
4,53453,"Not-foraging","Not-foraging"
4,53454,"Not-foraging","Not-foraging"
4,53455,"Not-foraging","Not-foraging"
4,53456,"Not-foraging","Not-foraging"
4,53457,"Not-foraging","Not-foraging"
4,53458,"Not-foraging","Foraging"
4,53459,"Not-foraging","Not-foraging"
4,53460,"Not-foraging","Not-foraging"
4,53461,"Not-foraging","Not-foraging"
4,53462,"Not-foraging","Not-foraging"
4,53463,"Not-foraging","Not-foraging"
4,53464,"Not-foraging","Not-foraging"
4,53465,"Not-foraging","Not-foraging"
4,53466,"Not-foraging","Not-foraging"
4,53467,"Not-foraging","Not-foraging"
4,53468,"Not-foraging","Not-foraging"
4,53469,"Not-foraging","Not-foraging"
