"COLONY","ID","SPECIES","STAGE","TSECS","observedState","decodedState"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37460,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37461,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37462,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37463,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37464,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37465,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37466,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37467,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37468,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37469,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37470,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37471,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37472,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37473,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37474,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37475,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37476,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37477,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37478,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37479,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37480,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37481,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37482,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37483,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37484,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37485,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37486,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37487,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37488,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37489,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37490,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37491,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37492,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37493,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37494,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37495,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37496,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37497,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37498,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37499,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37500,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37501,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37502,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37503,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37504,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37505,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37506,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37507,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37508,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37509,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37510,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37511,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37512,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37513,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37514,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37515,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37516,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37517,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37518,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37519,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37520,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37521,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37522,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37523,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37524,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37525,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37526,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37527,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37528,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37529,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37530,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37531,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37532,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37533,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37534,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37535,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37536,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37537,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37538,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37539,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37540,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37541,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37542,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37543,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37544,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37545,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37546,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37547,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37548,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37549,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37550,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37551,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37552,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37553,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37554,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37555,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37556,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37557,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37558,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37559,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37560,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37561,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37562,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37563,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37564,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37565,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37566,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37567,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37568,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37569,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37570,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37571,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37572,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37573,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37574,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37575,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37576,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37577,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37578,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37579,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37580,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37581,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37582,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37583,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37584,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37585,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37586,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37587,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37588,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37589,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37590,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37591,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37592,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37593,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37594,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37595,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37596,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37597,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37598,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37599,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37600,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37601,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37602,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37603,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37604,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37605,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37606,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37607,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37608,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37609,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37610,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37611,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37612,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37613,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37614,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37615,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37616,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37617,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37618,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37619,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37620,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37621,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37622,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37623,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37624,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37625,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37626,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37627,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37628,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37629,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37630,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37631,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37632,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37633,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37634,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37635,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37636,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37637,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37638,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37639,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37640,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37641,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37642,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37643,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37644,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37645,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37646,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37647,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37648,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37649,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37650,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37651,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37652,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37653,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37654,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37655,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37656,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37657,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37658,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37659,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37660,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37661,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37662,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37663,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37664,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37665,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37666,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37667,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37668,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37669,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37670,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37671,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37672,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37673,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37674,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37675,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37676,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37677,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37678,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37679,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37680,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37681,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37682,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37683,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37684,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37685,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37686,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37687,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37688,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37689,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37690,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37691,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37692,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37693,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37694,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37695,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37696,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37697,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37698,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37699,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37700,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37701,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37702,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37703,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37704,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37705,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37706,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37707,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37708,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37709,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37710,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37711,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37712,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37713,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37714,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37715,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37716,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37717,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37718,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37719,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37720,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37721,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37722,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37723,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37724,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37725,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37726,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37727,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37728,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37729,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37730,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37731,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37732,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37733,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37734,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37735,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37736,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37737,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37738,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37739,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37740,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37741,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37742,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37743,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37744,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37745,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37746,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37747,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37748,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",1,"Roseate","Incubation",37749,"Not-foraging","Not-foraging"
