"ID","SPECIES","TSECS_GMT","observedState","decodedState"
6,"A",46606,"Foraging","Foraging"
6,"A",46607,"Foraging","Foraging"
6,"A",46608,"Foraging","Foraging"
6,"A",46609,"Foraging","Foraging"
6,"A",46610,"Foraging","Foraging"
6,"A",46611,"Foraging","Foraging"
6,"A",46612,"Foraging","Foraging"
6,"A",46613,"Foraging","Foraging"
6,"A",46614,"Foraging","Foraging"
6,"A",46615,"Foraging","Foraging"
6,"A",46616,"Foraging","Foraging"
6,"A",46617,"Foraging","Foraging"
6,"A",46618,"Foraging","Foraging"
6,"A",46619,"Foraging","Foraging"
6,"A",46620,"Foraging","Foraging"
6,"A",46621,"Foraging","Foraging"
6,"A",46622,"Foraging","Foraging"
6,"A",46623,"Foraging","Foraging"
6,"A",46624,"Foraging","Foraging"
6,"A",46625,"Foraging","Foraging"
6,"A",46626,"Foraging","Foraging"
6,"A",46627,"Foraging","Foraging"
6,"A",46628,"Foraging","Foraging"
6,"A",46629,"Foraging","Foraging"
6,"A",46630,"Foraging","Foraging"
6,"A",46631,"Foraging","Foraging"
6,"A",46632,"Foraging","Foraging"
6,"A",46633,"Foraging","Foraging"
6,"A",46634,"Foraging","Foraging"
6,"A",46635,"Foraging","Foraging"
6,"A",46636,"Foraging","Foraging"
6,"A",46637,"Foraging","Foraging"
6,"A",46638,"Foraging","Foraging"
6,"A",46639,"Foraging","Foraging"
6,"A",46640,"Foraging","Foraging"
6,"A",46641,"Foraging","Foraging"
6,"A",46642,"Foraging","Foraging"
6,"A",46643,"Foraging","Not-foraging"
6,"A",46644,"Foraging","Not-foraging"
6,"A",46645,"Foraging","Not-foraging"
6,"A",46646,"Foraging","Not-foraging"
6,"A",46647,"Foraging","Not-foraging"
6,"A",46648,"Foraging","Not-foraging"
6,"A",46649,"Foraging","Not-foraging"
6,"A",46650,"Foraging","Not-foraging"
6,"A",46651,"Foraging","Not-foraging"
6,"A",46652,"Foraging","Not-foraging"
6,"A",46653,"Foraging","Not-foraging"
6,"A",46654,"Foraging","Not-foraging"
6,"A",46655,"Foraging","Not-foraging"
6,"A",46656,"Foraging","Not-foraging"
6,"A",46657,"Foraging","Not-foraging"
6,"A",46658,"Foraging","Foraging"
6,"A",46659,"Foraging","Foraging"
6,"A",46660,"Foraging","Foraging"
6,"A",46661,"Foraging","Foraging"
6,"A",46662,"Foraging","Foraging"
6,"A",46663,"Foraging","Foraging"
6,"A",46664,"Foraging","Foraging"
6,"A",46665,"Foraging","Foraging"
6,"A",46666,"Foraging","Foraging"
6,"A",46667,"Foraging","Not-foraging"
6,"A",46668,"Foraging","Not-foraging"
6,"A",46669,"Foraging","Not-foraging"
6,"A",46670,"Foraging","Not-foraging"
6,"A",46671,"Foraging","Not-foraging"
6,"A",46672,"Foraging","Not-foraging"
6,"A",46673,"Foraging","Not-foraging"
6,"A",46674,"Foraging","Not-foraging"
6,"A",46675,"Foraging","Not-foraging"
6,"A",46676,"Foraging","Not-foraging"
6,"A",46677,"Foraging","Not-foraging"
6,"A",46678,"Foraging","Not-foraging"
6,"A",46679,"Foraging","Not-foraging"
6,"A",46680,"Foraging","Not-foraging"
6,"A",46681,"Foraging","Not-foraging"
6,"A",46682,"Foraging","Not-foraging"
6,"A",46683,"Foraging","Not-foraging"
6,"A",46684,"Foraging","Not-foraging"
6,"A",46685,"Foraging","Not-foraging"
6,"A",46686,"Foraging","Not-foraging"
6,"A",46687,"Foraging","Not-foraging"
6,"A",46688,"Foraging","Not-foraging"
6,"A",46689,"Foraging","Not-foraging"
6,"A",46690,"Foraging","Not-foraging"
6,"A",46691,"Foraging","Not-foraging"
6,"A",46692,"Foraging","Not-foraging"
6,"A",46693,"Foraging","Not-foraging"
6,"A",46694,"Foraging","Not-foraging"
6,"A",46695,"Foraging","Not-foraging"
6,"A",46696,"Foraging","Not-foraging"
6,"A",46697,"Foraging","Not-foraging"
6,"A",46698,"Foraging","Not-foraging"
6,"A",46699,"Foraging","Not-foraging"
6,"A",46700,"Foraging","Not-foraging"
6,"A",46701,"Foraging","Not-foraging"
6,"A",46702,"Foraging","Not-foraging"
6,"A",46703,"Foraging","Not-foraging"
6,"A",46704,"Foraging","Not-foraging"
6,"A",46705,"Foraging","Not-foraging"
6,"A",46706,"Foraging","Not-foraging"
