"ID","SPECIES","STAGE","TSECS","observedState","decodedState"
24,"Sandwich","Chick",35393,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35394,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35395,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35396,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35397,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35398,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35399,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35400,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35401,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35402,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35403,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35404,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35405,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35406,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35407,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35408,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35409,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35410,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35411,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35412,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35413,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35414,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35415,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35416,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35417,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35418,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35419,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35420,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35421,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35422,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35423,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35424,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35425,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35426,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35427,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35428,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35429,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35430,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35431,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35432,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35433,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35434,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35435,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35436,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35437,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35438,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35439,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35440,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35441,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35442,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35443,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35444,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35445,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35446,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35447,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35448,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35449,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35450,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35451,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35452,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35453,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35454,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35455,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35456,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35457,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35458,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35459,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35460,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35461,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35462,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35463,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35464,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35465,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35466,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35467,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35468,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35469,"Not-foraging","Foraging"
24,"Sandwich","Chick",35470,"Not-foraging","Foraging"
24,"Sandwich","Chick",35471,"Not-foraging","Foraging"
24,"Sandwich","Chick",35472,"Not-foraging","Foraging"
24,"Sandwich","Chick",35473,"Not-foraging","Foraging"
24,"Sandwich","Chick",35474,"Not-foraging","Foraging"
24,"Sandwich","Chick",35475,"Not-foraging","Foraging"
24,"Sandwich","Chick",35476,"Not-foraging","Foraging"
24,"Sandwich","Chick",35477,"Not-foraging","Foraging"
24,"Sandwich","Chick",35478,"Not-foraging","Foraging"
24,"Sandwich","Chick",35479,"Not-foraging","Foraging"
24,"Sandwich","Chick",35480,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35481,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35482,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35483,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35484,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35485,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35486,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35487,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35488,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35489,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35490,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35491,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35492,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35493,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35494,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35495,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35496,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35497,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35498,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35499,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35500,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35501,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35502,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35503,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35504,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35505,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35506,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35507,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35508,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35509,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35510,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35511,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35512,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35513,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35514,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35515,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35516,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35517,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35518,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35519,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35520,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35521,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35522,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35523,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35524,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35525,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35526,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35527,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35528,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35529,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35530,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35531,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35532,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35533,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35534,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35535,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35536,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35537,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35538,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35539,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35540,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35541,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35542,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35543,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35544,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35545,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35546,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35547,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35548,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35549,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35550,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35551,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35552,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35553,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35554,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35555,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35556,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35557,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35558,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35559,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35560,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35561,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35562,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35563,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35564,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35565,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35566,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35567,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35568,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35569,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35570,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35571,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35572,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35573,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35574,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35575,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35576,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35577,"Not-foraging","Foraging"
24,"Sandwich","Chick",35578,"Not-foraging","Foraging"
24,"Sandwich","Chick",35579,"Not-foraging","Foraging"
24,"Sandwich","Chick",35580,"Not-foraging","Foraging"
24,"Sandwich","Chick",35581,"Not-foraging","Foraging"
24,"Sandwich","Chick",35582,"Not-foraging","Foraging"
24,"Sandwich","Chick",35583,"Not-foraging","Foraging"
24,"Sandwich","Chick",35584,"Not-foraging","Foraging"
24,"Sandwich","Chick",35585,"Not-foraging","Foraging"
24,"Sandwich","Chick",35586,"Not-foraging","Foraging"
24,"Sandwich","Chick",35587,"Not-foraging","Foraging"
24,"Sandwich","Chick",35588,"Not-foraging","Foraging"
24,"Sandwich","Chick",35589,"Not-foraging","Foraging"
24,"Sandwich","Chick",35590,"Not-foraging","Foraging"
24,"Sandwich","Chick",35591,"Not-foraging","Foraging"
24,"Sandwich","Chick",35592,"Not-foraging","Foraging"
24,"Sandwich","Chick",35593,"Not-foraging","Foraging"
24,"Sandwich","Chick",35594,"Not-foraging","Foraging"
24,"Sandwich","Chick",35595,"Not-foraging","Foraging"
24,"Sandwich","Chick",35596,"Not-foraging","Foraging"
24,"Sandwich","Chick",35597,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35598,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35599,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35600,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35601,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35602,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35603,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35604,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35605,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35606,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35607,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35608,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35609,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35610,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35611,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35612,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35613,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35614,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35615,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35616,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35617,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35618,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35619,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35620,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35621,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35622,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35623,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35624,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35625,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35626,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35627,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35628,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35629,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35630,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35631,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35632,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35633,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35634,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35635,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35636,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35637,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35638,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35639,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35640,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35641,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35642,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35643,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35644,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35645,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35646,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35647,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35648,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35649,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35650,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35651,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35652,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35653,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35654,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35655,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35656,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35657,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35658,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35659,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35660,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35661,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35662,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35663,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35664,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35665,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35666,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35667,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35668,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35669,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35670,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35671,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35672,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35673,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35674,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35675,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35676,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35677,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35678,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35679,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35680,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35681,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35682,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35683,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35684,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35685,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35686,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35687,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35688,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35689,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35690,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35691,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35692,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35693,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35694,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35695,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35696,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35697,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35698,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35699,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35700,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35701,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35702,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35703,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35704,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35705,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35706,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35707,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35708,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35709,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35710,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35711,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35712,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35713,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35714,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35715,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35716,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35717,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35718,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35719,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35720,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35721,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35722,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35723,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35724,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35725,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35726,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35727,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35728,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35729,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35730,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35731,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35732,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35733,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35734,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35735,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35736,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35737,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35738,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35739,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35740,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35741,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35742,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35743,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35744,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35745,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35746,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35747,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35748,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35749,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35750,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35751,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35752,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35753,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35754,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35755,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35756,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35757,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35758,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35759,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35760,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35761,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35762,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35763,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35764,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35765,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35766,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35767,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35768,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35769,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35770,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35771,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35772,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35773,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35774,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35775,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35776,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35777,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35778,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35779,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35780,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35781,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35782,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35783,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35784,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35785,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35786,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35787,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35788,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35789,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35790,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35791,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35792,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35793,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35794,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35795,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35796,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35797,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35798,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35799,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35800,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35801,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35802,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35803,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35804,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35805,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35806,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35807,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35808,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35809,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35810,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35811,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35812,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35813,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35814,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35815,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35816,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35817,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35818,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35819,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35820,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35821,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35822,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35823,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35824,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35825,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35826,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35827,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35828,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35829,"Not-foraging","Not-foraging"
24,"Sandwich","Chick",35830,"Not-foraging","Not-foraging"
