"ID","SPECIES","BSTTSECS","observedState","decodedState"
6,"Sandwich",45974,"Not-foraging","Not-foraging"
6,"Sandwich",45975,"Not-foraging","Not-foraging"
6,"Sandwich",45976,"Not-foraging","Not-foraging"
6,"Sandwich",45977,"Not-foraging","Not-foraging"
6,"Sandwich",45978,"Not-foraging","Not-foraging"
6,"Sandwich",45979,"Not-foraging","Not-foraging"
6,"Sandwich",45980,"Not-foraging","Not-foraging"
6,"Sandwich",45981,"Not-foraging","Not-foraging"
6,"Sandwich",45982,"Not-foraging","Not-foraging"
6,"Sandwich",45983,"Not-foraging","Not-foraging"
6,"Sandwich",45984,"Not-foraging","Not-foraging"
6,"Sandwich",45985,"Not-foraging","Not-foraging"
6,"Sandwich",45986,"Not-foraging","Not-foraging"
6,"Sandwich",45987,"Not-foraging","Not-foraging"
6,"Sandwich",45988,"Not-foraging","Not-foraging"
6,"Sandwich",45989,"Not-foraging","Not-foraging"
6,"Sandwich",45990,"Not-foraging","Not-foraging"
6,"Sandwich",45991,"Not-foraging","Not-foraging"
6,"Sandwich",45992,"Not-foraging","Not-foraging"
6,"Sandwich",45993,"Not-foraging","Not-foraging"
6,"Sandwich",45994,"Not-foraging","Not-foraging"
6,"Sandwich",45995,"Not-foraging","Not-foraging"
6,"Sandwich",45996,"Not-foraging","Not-foraging"
6,"Sandwich",45997,"Not-foraging","Not-foraging"
6,"Sandwich",45998,"Not-foraging","Not-foraging"
6,"Sandwich",45999,"Not-foraging","Not-foraging"
6,"Sandwich",46000,"Not-foraging","Not-foraging"
6,"Sandwich",46001,"Not-foraging","Not-foraging"
6,"Sandwich",46002,"Not-foraging","Not-foraging"
6,"Sandwich",46003,"Not-foraging","Not-foraging"
6,"Sandwich",46004,"Not-foraging","Not-foraging"
6,"Sandwich",46005,"Not-foraging","Not-foraging"
6,"Sandwich",46006,"Not-foraging","Not-foraging"
6,"Sandwich",46007,"Not-foraging","Not-foraging"
6,"Sandwich",46008,"Not-foraging","Not-foraging"
6,"Sandwich",46009,"Not-foraging","Not-foraging"
6,"Sandwich",46010,"Not-foraging","Not-foraging"
6,"Sandwich",46011,"Not-foraging","Not-foraging"
6,"Sandwich",46012,"Not-foraging","Not-foraging"
6,"Sandwich",46013,"Not-foraging","Not-foraging"
6,"Sandwich",46014,"Not-foraging","Not-foraging"
6,"Sandwich",46015,"Not-foraging","Not-foraging"
6,"Sandwich",46016,"Not-foraging","Not-foraging"
6,"Sandwich",46017,"Not-foraging","Not-foraging"
6,"Sandwich",46018,"Not-foraging","Not-foraging"
6,"Sandwich",46019,"Not-foraging","Not-foraging"
6,"Sandwich",46020,"Not-foraging","Not-foraging"
6,"Sandwich",46021,"Not-foraging","Not-foraging"
6,"Sandwich",46022,"Not-foraging","Not-foraging"
6,"Sandwich",46023,"Not-foraging","Not-foraging"
6,"Sandwich",46024,"Not-foraging","Not-foraging"
6,"Sandwich",46025,"Not-foraging","Not-foraging"
6,"Sandwich",46026,"Not-foraging","Not-foraging"
6,"Sandwich",46027,"Not-foraging","Not-foraging"
6,"Sandwich",46028,"Not-foraging","Not-foraging"
6,"Sandwich",46029,"Not-foraging","Not-foraging"
6,"Sandwich",46030,"Not-foraging","Not-foraging"
6,"Sandwich",46031,"Not-foraging","Not-foraging"
6,"Sandwich",46032,"Not-foraging","Not-foraging"
6,"Sandwich",46033,"Not-foraging","Not-foraging"
6,"Sandwich",46034,"Not-foraging","Not-foraging"
6,"Sandwich",46035,"Not-foraging","Not-foraging"
6,"Sandwich",46036,"Not-foraging","Not-foraging"
6,"Sandwich",46037,"Not-foraging","Not-foraging"
6,"Sandwich",46038,"Not-foraging","Not-foraging"
6,"Sandwich",46039,"Not-foraging","Not-foraging"
6,"Sandwich",46040,"Not-foraging","Not-foraging"
6,"Sandwich",46041,"Not-foraging","Not-foraging"
6,"Sandwich",46042,"Not-foraging","Not-foraging"
6,"Sandwich",46043,"Not-foraging","Not-foraging"
6,"Sandwich",46044,"Not-foraging","Not-foraging"
6,"Sandwich",46045,"Not-foraging","Not-foraging"
6,"Sandwich",46046,"Not-foraging","Not-foraging"
6,"Sandwich",46047,"Not-foraging","Not-foraging"
6,"Sandwich",46048,"Not-foraging","Not-foraging"
6,"Sandwich",46049,"Not-foraging","Not-foraging"
6,"Sandwich",46050,"Not-foraging","Not-foraging"
6,"Sandwich",46051,"Not-foraging","Not-foraging"
6,"Sandwich",46052,"Not-foraging","Not-foraging"
6,"Sandwich",46053,"Not-foraging","Not-foraging"
6,"Sandwich",46054,"Not-foraging","Not-foraging"
6,"Sandwich",46055,"Not-foraging","Not-foraging"
6,"Sandwich",46056,"Not-foraging","Not-foraging"
6,"Sandwich",46057,"Not-foraging","Not-foraging"
6,"Sandwich",46058,"Not-foraging","Not-foraging"
6,"Sandwich",46059,"Not-foraging","Not-foraging"
6,"Sandwich",46060,"Not-foraging","Not-foraging"
6,"Sandwich",46061,"Not-foraging","Not-foraging"
6,"Sandwich",46062,"Not-foraging","Not-foraging"
6,"Sandwich",46063,"Not-foraging","Not-foraging"
6,"Sandwich",46064,"Not-foraging","Foraging"
6,"Sandwich",46065,"Foraging","Foraging"
6,"Sandwich",46066,"Foraging","Foraging"
6,"Sandwich",46067,"Foraging","Foraging"
6,"Sandwich",46068,"Foraging","Foraging"
6,"Sandwich",46069,"Foraging","Foraging"
6,"Sandwich",46070,"Foraging","Foraging"
6,"Sandwich",46071,"Foraging","Foraging"
6,"Sandwich",46072,"Foraging","Foraging"
6,"Sandwich",46073,"Foraging","Foraging"
6,"Sandwich",46074,"Foraging","Foraging"
6,"Sandwich",46075,"Foraging","Foraging"
6,"Sandwich",46076,"Foraging","Foraging"
6,"Sandwich",46077,"Foraging","Foraging"
6,"Sandwich",46078,"Foraging","Foraging"
6,"Sandwich",46079,"Foraging","Foraging"
6,"Sandwich",46080,"Foraging","Foraging"
6,"Sandwich",46081,"Foraging","Foraging"
6,"Sandwich",46082,"Foraging","Foraging"
6,"Sandwich",46083,"Foraging","Foraging"
6,"Sandwich",46084,"Foraging","Foraging"
6,"Sandwich",46085,"Foraging","Foraging"
6,"Sandwich",46086,"Foraging","Foraging"
6,"Sandwich",46087,"Foraging","Foraging"
6,"Sandwich",46088,"Foraging","Foraging"
6,"Sandwich",46089,"Foraging","Foraging"
6,"Sandwich",46090,"Foraging","Foraging"
6,"Sandwich",46091,"Foraging","Foraging"
6,"Sandwich",46092,"Foraging","Foraging"
6,"Sandwich",46093,"Foraging","Foraging"
6,"Sandwich",46094,"Foraging","Foraging"
6,"Sandwich",46095,"Foraging","Foraging"
6,"Sandwich",46096,"Foraging","Foraging"
6,"Sandwich",46097,"Foraging","Foraging"
6,"Sandwich",46098,"Foraging","Foraging"
6,"Sandwich",46099,"Foraging","Foraging"
6,"Sandwich",46100,"Foraging","Foraging"
6,"Sandwich",46101,"Foraging","Foraging"
6,"Sandwich",46102,"Not-foraging","Foraging"
6,"Sandwich",46103,"Not-foraging","Not-foraging"
6,"Sandwich",46104,"Not-foraging","Not-foraging"
6,"Sandwich",46105,"Not-foraging","Not-foraging"
6,"Sandwich",46106,"Not-foraging","Not-foraging"
6,"Sandwich",46107,"Not-foraging","Not-foraging"
6,"Sandwich",46108,"Not-foraging","Not-foraging"
6,"Sandwich",46109,"Not-foraging","Not-foraging"
6,"Sandwich",46110,"Not-foraging","Not-foraging"
6,"Sandwich",46111,"Not-foraging","Not-foraging"
6,"Sandwich",46112,"Not-foraging","Not-foraging"
6,"Sandwich",46113,"Not-foraging","Not-foraging"
6,"Sandwich",46114,"Not-foraging","Not-foraging"
6,"Sandwich",46115,"Not-foraging","Not-foraging"
6,"Sandwich",46116,"Not-foraging","Not-foraging"
6,"Sandwich",46117,"Not-foraging","Not-foraging"
6,"Sandwich",46118,"Not-foraging","Not-foraging"
6,"Sandwich",46119,"Not-foraging","Not-foraging"
6,"Sandwich",46120,"Not-foraging","Not-foraging"
6,"Sandwich",46121,"Not-foraging","Not-foraging"
6,"Sandwich",46122,"Not-foraging","Not-foraging"
6,"Sandwich",46123,"Not-foraging","Not-foraging"
6,"Sandwich",46124,"Not-foraging","Not-foraging"
6,"Sandwich",46125,"Not-foraging","Not-foraging"
6,"Sandwich",46126,"Not-foraging","Not-foraging"
6,"Sandwich",46127,"Not-foraging","Foraging"
6,"Sandwich",46128,"Not-foraging","Not-foraging"
6,"Sandwich",46129,"Not-foraging","Not-foraging"
6,"Sandwich",46130,"Not-foraging","Foraging"
6,"Sandwich",46131,"Not-foraging","Not-foraging"
6,"Sandwich",46132,"Not-foraging","Not-foraging"
6,"Sandwich",46133,"Not-foraging","Not-foraging"
6,"Sandwich",46134,"Not-foraging","Not-foraging"
6,"Sandwich",46135,"Not-foraging","Not-foraging"
6,"Sandwich",46136,"Not-foraging","Not-foraging"
6,"Sandwich",46137,"Not-foraging","Not-foraging"
6,"Sandwich",46138,"Not-foraging","Not-foraging"
6,"Sandwich",46139,"Not-foraging","Not-foraging"
6,"Sandwich",46140,"Not-foraging","Not-foraging"
6,"Sandwich",46141,"Not-foraging","Not-foraging"
6,"Sandwich",46142,"Not-foraging","Not-foraging"
6,"Sandwich",46143,"Not-foraging","Not-foraging"
6,"Sandwich",46144,"Not-foraging","Not-foraging"
6,"Sandwich",46145,"Not-foraging","Not-foraging"
6,"Sandwich",46146,"Not-foraging","Not-foraging"
6,"Sandwich",46147,"Not-foraging","Not-foraging"
6,"Sandwich",46148,"Not-foraging","Not-foraging"
6,"Sandwich",46149,"Not-foraging","Not-foraging"
6,"Sandwich",46150,"Not-foraging","Not-foraging"
6,"Sandwich",46151,"Not-foraging","Not-foraging"
6,"Sandwich",46152,"Not-foraging","Not-foraging"
6,"Sandwich",46153,"Not-foraging","Not-foraging"
6,"Sandwich",46154,"Not-foraging","Not-foraging"
6,"Sandwich",46155,"Not-foraging","Not-foraging"
6,"Sandwich",46156,"Not-foraging","Not-foraging"
6,"Sandwich",46157,"Not-foraging","Not-foraging"
6,"Sandwich",46158,"Not-foraging","Not-foraging"
6,"Sandwich",46159,"Not-foraging","Not-foraging"
6,"Sandwich",46160,"Not-foraging","Not-foraging"
6,"Sandwich",46161,"Not-foraging","Not-foraging"
6,"Sandwich",46162,"Not-foraging","Not-foraging"
6,"Sandwich",46163,"Not-foraging","Not-foraging"
6,"Sandwich",46164,"Not-foraging","Not-foraging"
6,"Sandwich",46165,"Not-foraging","Not-foraging"
6,"Sandwich",46166,"Not-foraging","Not-foraging"
6,"Sandwich",46167,"Not-foraging","Not-foraging"
6,"Sandwich",46168,"Not-foraging","Not-foraging"
6,"Sandwich",46169,"Not-foraging","Not-foraging"
6,"Sandwich",46170,"Not-foraging","Not-foraging"
6,"Sandwich",46171,"Not-foraging","Not-foraging"
6,"Sandwich",46172,"Not-foraging","Not-foraging"
6,"Sandwich",46173,"Not-foraging","Not-foraging"
6,"Sandwich",46174,"Not-foraging","Not-foraging"
6,"Sandwich",46175,"Not-foraging","Not-foraging"
6,"Sandwich",46176,"Not-foraging","Not-foraging"
6,"Sandwich",46177,"Not-foraging","Not-foraging"
6,"Sandwich",46178,"Not-foraging","Not-foraging"
6,"Sandwich",46179,"Not-foraging","Not-foraging"
6,"Sandwich",46180,"Not-foraging","Not-foraging"
6,"Sandwich",46181,"Not-foraging","Not-foraging"
6,"Sandwich",46182,"Not-foraging","Not-foraging"
6,"Sandwich",46183,"Not-foraging","Not-foraging"
6,"Sandwich",46184,"Not-foraging","Not-foraging"
6,"Sandwich",46185,"Not-foraging","Not-foraging"
6,"Sandwich",46186,"Not-foraging","Not-foraging"
6,"Sandwich",46187,"Not-foraging","Not-foraging"
6,"Sandwich",46188,"Not-foraging","Not-foraging"
6,"Sandwich",46189,"Not-foraging","Not-foraging"
6,"Sandwich",46190,"Not-foraging","Not-foraging"
6,"Sandwich",46191,"Not-foraging","Not-foraging"
6,"Sandwich",46192,"Not-foraging","Not-foraging"
6,"Sandwich",46193,"Not-foraging","Not-foraging"
6,"Sandwich",46194,"Not-foraging","Not-foraging"
6,"Sandwich",46195,"Not-foraging","Not-foraging"
6,"Sandwich",46196,"Not-foraging","Not-foraging"
6,"Sandwich",46197,"Not-foraging","Not-foraging"
6,"Sandwich",46198,"Not-foraging","Not-foraging"
6,"Sandwich",46199,"Not-foraging","Not-foraging"
6,"Sandwich",46200,"Not-foraging","Not-foraging"
6,"Sandwich",46201,"Not-foraging","Not-foraging"
6,"Sandwich",46202,"Not-foraging","Not-foraging"
6,"Sandwich",46203,"Not-foraging","Not-foraging"
6,"Sandwich",46204,"Not-foraging","Not-foraging"
6,"Sandwich",46205,"Not-foraging","Not-foraging"
6,"Sandwich",46206,"Not-foraging","Not-foraging"
6,"Sandwich",46207,"Not-foraging","Not-foraging"
6,"Sandwich",46208,"Not-foraging","Not-foraging"
6,"Sandwich",46209,"Not-foraging","Not-foraging"
6,"Sandwich",46210,"Not-foraging","Not-foraging"
6,"Sandwich",46211,"Not-foraging","Not-foraging"
6,"Sandwich",46212,"Not-foraging","Not-foraging"
6,"Sandwich",46213,"Not-foraging","Not-foraging"
6,"Sandwich",46214,"Not-foraging","Not-foraging"
6,"Sandwich",46215,"Not-foraging","Not-foraging"
6,"Sandwich",46216,"Not-foraging","Not-foraging"
6,"Sandwich",46217,"Not-foraging","Not-foraging"
6,"Sandwich",46218,"Not-foraging","Not-foraging"
6,"Sandwich",46219,"Not-foraging","Not-foraging"
6,"Sandwich",46220,"Not-foraging","Not-foraging"
6,"Sandwich",46221,"Not-foraging","Not-foraging"
6,"Sandwich",46222,"Not-foraging","Not-foraging"
6,"Sandwich",46223,"Not-foraging","Not-foraging"
6,"Sandwich",46224,"Not-foraging","Not-foraging"
6,"Sandwich",46225,"Not-foraging","Not-foraging"
6,"Sandwich",46226,"Not-foraging","Not-foraging"
6,"Sandwich",46227,"Not-foraging","Not-foraging"
6,"Sandwich",46228,"Not-foraging","Not-foraging"
6,"Sandwich",46229,"Not-foraging","Not-foraging"
6,"Sandwich",46230,"Not-foraging","Not-foraging"
6,"Sandwich",46231,"Not-foraging","Not-foraging"
6,"Sandwich",46232,"Not-foraging","Not-foraging"
6,"Sandwich",46233,"Not-foraging","Not-foraging"
6,"Sandwich",46234,"Not-foraging","Not-foraging"
6,"Sandwich",46235,"Not-foraging","Not-foraging"
6,"Sandwich",46236,"Not-foraging","Not-foraging"
6,"Sandwich",46237,"Not-foraging","Not-foraging"
6,"Sandwich",46238,"Not-foraging","Not-foraging"
6,"Sandwich",46239,"Not-foraging","Not-foraging"
6,"Sandwich",46240,"Not-foraging","Not-foraging"
6,"Sandwich",46241,"Not-foraging","Not-foraging"
6,"Sandwich",46242,"Not-foraging","Not-foraging"
6,"Sandwich",46243,"Not-foraging","Not-foraging"
6,"Sandwich",46244,"Not-foraging","Not-foraging"
6,"Sandwich",46245,"Not-foraging","Not-foraging"
6,"Sandwich",46246,"Not-foraging","Not-foraging"
6,"Sandwich",46247,"Not-foraging","Not-foraging"
6,"Sandwich",46248,"Not-foraging","Not-foraging"
6,"Sandwich",46249,"Not-foraging","Not-foraging"
6,"Sandwich",46250,"Not-foraging","Not-foraging"
6,"Sandwich",46251,"Not-foraging","Not-foraging"
6,"Sandwich",46252,"Not-foraging","Not-foraging"
6,"Sandwich",46253,"Not-foraging","Not-foraging"
6,"Sandwich",46254,"Not-foraging","Not-foraging"
6,"Sandwich",46255,"Not-foraging","Not-foraging"
6,"Sandwich",46256,"Not-foraging","Not-foraging"
6,"Sandwich",46257,"Not-foraging","Not-foraging"
6,"Sandwich",46258,"Foraging","Not-foraging"
6,"Sandwich",46259,"Foraging","Not-foraging"
6,"Sandwich",46260,"Foraging","Not-foraging"
6,"Sandwich",46261,"Foraging","Not-foraging"
6,"Sandwich",46262,"Foraging","Foraging"
6,"Sandwich",46263,"Foraging","Foraging"
6,"Sandwich",46264,"Foraging","Foraging"
6,"Sandwich",46265,"Foraging","Foraging"
6,"Sandwich",46266,"Foraging","Foraging"
6,"Sandwich",46267,"Foraging","Foraging"
6,"Sandwich",46268,"Foraging","Foraging"
6,"Sandwich",46269,"Foraging","Foraging"
6,"Sandwich",46270,"Foraging","Foraging"
6,"Sandwich",46271,"Foraging","Foraging"
6,"Sandwich",46272,"Foraging","Foraging"
6,"Sandwich",46273,"Foraging","Foraging"
6,"Sandwich",46274,"Foraging","Foraging"
6,"Sandwich",46275,"Foraging","Foraging"
6,"Sandwich",46276,"Not-foraging","Foraging"
6,"Sandwich",46277,"Not-foraging","Foraging"
6,"Sandwich",46278,"Not-foraging","Foraging"
6,"Sandwich",46279,"Not-foraging","Foraging"
6,"Sandwich",46280,"Not-foraging","Foraging"
6,"Sandwich",46281,"Not-foraging","Foraging"
6,"Sandwich",46282,"Not-foraging","Not-foraging"
6,"Sandwich",46283,"Not-foraging","Not-foraging"
6,"Sandwich",46284,"Not-foraging","Not-foraging"
6,"Sandwich",46285,"Not-foraging","Not-foraging"
6,"Sandwich",46286,"Not-foraging","Not-foraging"
6,"Sandwich",46287,"Not-foraging","Not-foraging"
6,"Sandwich",46288,"Not-foraging","Not-foraging"
6,"Sandwich",46289,"Not-foraging","Not-foraging"
6,"Sandwich",46290,"Not-foraging","Not-foraging"
6,"Sandwich",46291,"Not-foraging","Not-foraging"
6,"Sandwich",46292,"Not-foraging","Not-foraging"
6,"Sandwich",46293,"Not-foraging","Not-foraging"
6,"Sandwich",46294,"Not-foraging","Not-foraging"
6,"Sandwich",46295,"Not-foraging","Not-foraging"
6,"Sandwich",46296,"Not-foraging","Not-foraging"
6,"Sandwich",46297,"Not-foraging","Not-foraging"
6,"Sandwich",46298,"Not-foraging","Not-foraging"
6,"Sandwich",46299,"Not-foraging","Not-foraging"
6,"Sandwich",46300,"Not-foraging","Not-foraging"
6,"Sandwich",46301,"Not-foraging","Not-foraging"
6,"Sandwich",46302,"Not-foraging","Not-foraging"
6,"Sandwich",46303,"Not-foraging","Not-foraging"
6,"Sandwich",46304,"Not-foraging","Not-foraging"
6,"Sandwich",46305,"Not-foraging","Not-foraging"
6,"Sandwich",46306,"Not-foraging","Not-foraging"
6,"Sandwich",46307,"Not-foraging","Not-foraging"
6,"Sandwich",46308,"Not-foraging","Not-foraging"
6,"Sandwich",46309,"Not-foraging","Not-foraging"
6,"Sandwich",46310,"Not-foraging","Not-foraging"
6,"Sandwich",46311,"Not-foraging","Not-foraging"
6,"Sandwich",46312,"Not-foraging","Not-foraging"
6,"Sandwich",46313,"Not-foraging","Not-foraging"
6,"Sandwich",46314,"Not-foraging","Not-foraging"
6,"Sandwich",46315,"Not-foraging","Not-foraging"
6,"Sandwich",46316,"Not-foraging","Not-foraging"
6,"Sandwich",46317,"Not-foraging","Not-foraging"
6,"Sandwich",46318,"Not-foraging","Not-foraging"
6,"Sandwich",46319,"Not-foraging","Not-foraging"
6,"Sandwich",46320,"Not-foraging","Not-foraging"
6,"Sandwich",46321,"Not-foraging","Not-foraging"
6,"Sandwich",46322,"Not-foraging","Not-foraging"
6,"Sandwich",46323,"Not-foraging","Not-foraging"
6,"Sandwich",46324,"Not-foraging","Not-foraging"
6,"Sandwich",46325,"Not-foraging","Not-foraging"
6,"Sandwich",46326,"Not-foraging","Not-foraging"
6,"Sandwich",46327,"Not-foraging","Not-foraging"
6,"Sandwich",46328,"Not-foraging","Not-foraging"
6,"Sandwich",46329,"Not-foraging","Not-foraging"
6,"Sandwich",46330,"Not-foraging","Not-foraging"
6,"Sandwich",46331,"Not-foraging","Not-foraging"
6,"Sandwich",46332,"Not-foraging","Not-foraging"
6,"Sandwich",46333,"Foraging","Not-foraging"
6,"Sandwich",46334,"Foraging","Foraging"
6,"Sandwich",46335,"Foraging","Foraging"
6,"Sandwich",46336,"Foraging","Foraging"
6,"Sandwich",46337,"Foraging","Foraging"
6,"Sandwich",46338,"Foraging","Foraging"
6,"Sandwich",46339,"Foraging","Foraging"
6,"Sandwich",46340,"Foraging","Foraging"
6,"Sandwich",46341,"Foraging","Foraging"
6,"Sandwich",46342,"Foraging","Foraging"
6,"Sandwich",46343,"Foraging","Foraging"
6,"Sandwich",46344,"Foraging","Foraging"
6,"Sandwich",46345,"Foraging","Foraging"
6,"Sandwich",46346,"Foraging","Foraging"
6,"Sandwich",46347,"Foraging","Foraging"
6,"Sandwich",46348,"Foraging","Foraging"
6,"Sandwich",46349,"Foraging","Foraging"
6,"Sandwich",46350,"Foraging","Foraging"
6,"Sandwich",46351,"Foraging","Foraging"
6,"Sandwich",46352,"Foraging","Foraging"
6,"Sandwich",46353,"Foraging","Foraging"
6,"Sandwich",46354,"Foraging","Foraging"
6,"Sandwich",46355,"Foraging","Foraging"
6,"Sandwich",46356,"Foraging","Foraging"
6,"Sandwich",46357,"Foraging","Foraging"
6,"Sandwich",46358,"Foraging","Foraging"
6,"Sandwich",46359,"Foraging","Foraging"
6,"Sandwich",46360,"Foraging","Foraging"
6,"Sandwich",46361,"Foraging","Foraging"
6,"Sandwich",46362,"Foraging","Foraging"
6,"Sandwich",46363,"Foraging","Foraging"
6,"Sandwich",46364,"Foraging","Foraging"
6,"Sandwich",46365,"Foraging","Foraging"
6,"Sandwich",46366,"Foraging","Foraging"
6,"Sandwich",46367,"Foraging","Foraging"
6,"Sandwich",46368,"Foraging","Foraging"
6,"Sandwich",46369,"Foraging","Foraging"
6,"Sandwich",46370,"Foraging","Foraging"
6,"Sandwich",46371,"Foraging","Foraging"
6,"Sandwich",46372,"Foraging","Foraging"
6,"Sandwich",46373,"Foraging","Foraging"
6,"Sandwich",46374,"Foraging","Foraging"
6,"Sandwich",46375,"Foraging","Foraging"
6,"Sandwich",46376,"Foraging","Foraging"
6,"Sandwich",46377,"Foraging","Foraging"
6,"Sandwich",46378,"Foraging","Foraging"
6,"Sandwich",46379,"Foraging","Foraging"
6,"Sandwich",46380,"Foraging","Foraging"
6,"Sandwich",46381,"Foraging","Foraging"
6,"Sandwich",46382,"Foraging","Foraging"
6,"Sandwich",46383,"Foraging","Foraging"
6,"Sandwich",46384,"Foraging","Foraging"
6,"Sandwich",46385,"Foraging","Foraging"
6,"Sandwich",46386,"Foraging","Foraging"
6,"Sandwich",46387,"Foraging","Foraging"
6,"Sandwich",46388,"Foraging","Foraging"
6,"Sandwich",46389,"Foraging","Foraging"
6,"Sandwich",46390,"Foraging","Foraging"
6,"Sandwich",46391,"Foraging","Foraging"
6,"Sandwich",46392,"Foraging","Foraging"
6,"Sandwich",46393,"Foraging","Foraging"
6,"Sandwich",46394,"Foraging","Foraging"
6,"Sandwich",46395,"Foraging","Foraging"
6,"Sandwich",46396,"Foraging","Foraging"
6,"Sandwich",46397,"Foraging","Foraging"
6,"Sandwich",46398,"Foraging","Foraging"
6,"Sandwich",46399,"Foraging","Foraging"
6,"Sandwich",46400,"Foraging","Foraging"
6,"Sandwich",46401,"Foraging","Foraging"
6,"Sandwich",46402,"Foraging","Foraging"
6,"Sandwich",46403,"Foraging","Foraging"
6,"Sandwich",46404,"Foraging","Foraging"
6,"Sandwich",46405,"Foraging","Foraging"
6,"Sandwich",46406,"Foraging","Foraging"
6,"Sandwich",46407,"Foraging","Foraging"
6,"Sandwich",46408,"Foraging","Foraging"
6,"Sandwich",46409,"Foraging","Foraging"
6,"Sandwich",46410,"Foraging","Foraging"
6,"Sandwich",46411,"Foraging","Foraging"
6,"Sandwich",46412,"Foraging","Foraging"
6,"Sandwich",46413,"Foraging","Foraging"
6,"Sandwich",46414,"Foraging","Foraging"
6,"Sandwich",46415,"Foraging","Not-foraging"
6,"Sandwich",46416,"Foraging","Not-foraging"
6,"Sandwich",46417,"Foraging","Not-foraging"
6,"Sandwich",46418,"Foraging","Not-foraging"
6,"Sandwich",46419,"Foraging","Not-foraging"
6,"Sandwich",46420,"Foraging","Not-foraging"
6,"Sandwich",46421,"Foraging","Not-foraging"
6,"Sandwich",46422,"Foraging","Not-foraging"
6,"Sandwich",46423,"Foraging","Not-foraging"
6,"Sandwich",46424,"Not-foraging","Not-foraging"
6,"Sandwich",46425,"Not-foraging","Not-foraging"
6,"Sandwich",46426,"Not-foraging","Not-foraging"
6,"Sandwich",46427,"Not-foraging","Not-foraging"
6,"Sandwich",46428,"Not-foraging","Not-foraging"
6,"Sandwich",46429,"Not-foraging","Not-foraging"
6,"Sandwich",46430,"Not-foraging","Not-foraging"
6,"Sandwich",46431,"Not-foraging","Not-foraging"
6,"Sandwich",46432,"Not-foraging","Not-foraging"
6,"Sandwich",46433,"Not-foraging","Not-foraging"
6,"Sandwich",46434,"Not-foraging","Not-foraging"
6,"Sandwich",46435,"Not-foraging","Not-foraging"
6,"Sandwich",46436,"Not-foraging","Not-foraging"
6,"Sandwich",46437,"Not-foraging","Not-foraging"
6,"Sandwich",46438,"Not-foraging","Not-foraging"
6,"Sandwich",46439,"Not-foraging","Not-foraging"
6,"Sandwich",46440,"Not-foraging","Not-foraging"
6,"Sandwich",46441,"Not-foraging","Not-foraging"
6,"Sandwich",46442,"Not-foraging","Not-foraging"
6,"Sandwich",46443,"Not-foraging","Not-foraging"
6,"Sandwich",46444,"Not-foraging","Not-foraging"
6,"Sandwich",46445,"Not-foraging","Not-foraging"
6,"Sandwich",46446,"Not-foraging","Not-foraging"
6,"Sandwich",46447,"Not-foraging","Not-foraging"
6,"Sandwich",46448,"Not-foraging","Not-foraging"
6,"Sandwich",46449,"Not-foraging","Not-foraging"
6,"Sandwich",46450,"Not-foraging","Not-foraging"
6,"Sandwich",46451,"Not-foraging","Not-foraging"
6,"Sandwich",46452,"Not-foraging","Not-foraging"
6,"Sandwich",46453,"Not-foraging","Not-foraging"
6,"Sandwich",46454,"Not-foraging","Not-foraging"
6,"Sandwich",46455,"Not-foraging","Not-foraging"
6,"Sandwich",46456,"Not-foraging","Not-foraging"
6,"Sandwich",46457,"Not-foraging","Not-foraging"
6,"Sandwich",46458,"Not-foraging","Not-foraging"
6,"Sandwich",46459,"Not-foraging","Foraging"
6,"Sandwich",46460,"Not-foraging","Foraging"
6,"Sandwich",46461,"Not-foraging","Foraging"
6,"Sandwich",46462,"Not-foraging","Foraging"
6,"Sandwich",46463,"Not-foraging","Foraging"
6,"Sandwich",46464,"Not-foraging","Foraging"
6,"Sandwich",46465,"Not-foraging","Foraging"
6,"Sandwich",46466,"Not-foraging","Foraging"
6,"Sandwich",46467,"Not-foraging","Foraging"
6,"Sandwich",46468,"Not-foraging","Foraging"
6,"Sandwich",46469,"Not-foraging","Foraging"
6,"Sandwich",46470,"Not-foraging","Foraging"
6,"Sandwich",46471,"Not-foraging","Foraging"
6,"Sandwich",46472,"Not-foraging","Foraging"
6,"Sandwich",46473,"Not-foraging","Foraging"
6,"Sandwich",46474,"Not-foraging","Foraging"
6,"Sandwich",46475,"Not-foraging","Foraging"
6,"Sandwich",46476,"Not-foraging","Foraging"
6,"Sandwich",46477,"Not-foraging","Foraging"
6,"Sandwich",46478,"Not-foraging","Foraging"
6,"Sandwich",46479,"Not-foraging","Foraging"
6,"Sandwich",46480,"Not-foraging","Foraging"
6,"Sandwich",46481,"Not-foraging","Foraging"
6,"Sandwich",46482,"Not-foraging","Foraging"
6,"Sandwich",46483,"Not-foraging","Foraging"
6,"Sandwich",46484,"Not-foraging","Foraging"
6,"Sandwich",46485,"Not-foraging","Foraging"
6,"Sandwich",46486,"Not-foraging","Foraging"
6,"Sandwich",46487,"Not-foraging","Foraging"
6,"Sandwich",46488,"Not-foraging","Foraging"
6,"Sandwich",46489,"Not-foraging","Foraging"
6,"Sandwich",46490,"Not-foraging","Foraging"
6,"Sandwich",46491,"Not-foraging","Foraging"
6,"Sandwich",46492,"Not-foraging","Foraging"
6,"Sandwich",46493,"Not-foraging","Foraging"
6,"Sandwich",46494,"Not-foraging","Foraging"
6,"Sandwich",46495,"Not-foraging","Foraging"
