"ID","SPECIES","TSECS_GMT","observedState","decodedState"
47,"C",23611,"Not-foraging","Foraging"
47,"C",23612,"Not-foraging","Foraging"
47,"C",23613,"Not-foraging","Foraging"
47,"C",23614,"Not-foraging","Foraging"
47,"C",23615,"Not-foraging","Foraging"
47,"C",23616,"Not-foraging","Foraging"
47,"C",23617,"Not-foraging","Not-foraging"
47,"C",23618,"Not-foraging","Not-foraging"
47,"C",23619,"Not-foraging","Not-foraging"
47,"C",23620,"Not-foraging","Not-foraging"
47,"C",23621,"Not-foraging","Not-foraging"
47,"C",23622,"Not-foraging","Not-foraging"
47,"C",23623,"Not-foraging","Not-foraging"
47,"C",23624,"Not-foraging","Not-foraging"
47,"C",23625,"Not-foraging","Not-foraging"
47,"C",23626,"Not-foraging","Not-foraging"
47,"C",23627,"Not-foraging","Not-foraging"
47,"C",23628,"Not-foraging","Not-foraging"
47,"C",23629,"Not-foraging","Not-foraging"
47,"C",23630,"Not-foraging","Not-foraging"
47,"C",23631,"Not-foraging","Not-foraging"
47,"C",23632,"Not-foraging","Not-foraging"
47,"C",23633,"Not-foraging","Not-foraging"
47,"C",23634,"Not-foraging","Not-foraging"
47,"C",23635,"Not-foraging","Not-foraging"
47,"C",23636,"Not-foraging","Not-foraging"
47,"C",23637,"Not-foraging","Not-foraging"
47,"C",23638,"Not-foraging","Not-foraging"
47,"C",23639,"Not-foraging","Not-foraging"
47,"C",23640,"Not-foraging","Not-foraging"
47,"C",23641,"Not-foraging","Not-foraging"
47,"C",23642,"Not-foraging","Not-foraging"
47,"C",23643,"Not-foraging","Not-foraging"
47,"C",23644,"Not-foraging","Not-foraging"
47,"C",23645,"Not-foraging","Not-foraging"
47,"C",23646,"Not-foraging","Not-foraging"
47,"C",23647,"Not-foraging","Not-foraging"
47,"C",23648,"Foraging","Not-foraging"
47,"C",23649,"Foraging","Not-foraging"
47,"C",23650,"Foraging","Not-foraging"
47,"C",23651,"Foraging","Not-foraging"
47,"C",23652,"Foraging","Not-foraging"
47,"C",23653,"Foraging","Not-foraging"
47,"C",23654,"Foraging","Not-foraging"
47,"C",23655,"Foraging","Not-foraging"
47,"C",23656,"Foraging","Not-foraging"
47,"C",23657,"Foraging","Not-foraging"
47,"C",23658,"Foraging","Not-foraging"
47,"C",23659,"Foraging","Not-foraging"
47,"C",23660,"Foraging","Not-foraging"
47,"C",23661,"Foraging","Not-foraging"
47,"C",23662,"Foraging","Not-foraging"
47,"C",23663,"Foraging","Not-foraging"
47,"C",23664,"Foraging","Not-foraging"
47,"C",23665,"Foraging","Not-foraging"
47,"C",23666,"Foraging","Not-foraging"
47,"C",23667,"Foraging","Not-foraging"
47,"C",23668,"Foraging","Not-foraging"
47,"C",23669,"Foraging","Not-foraging"
47,"C",23670,"Foraging","Not-foraging"
47,"C",23671,"Foraging","Not-foraging"
47,"C",23672,"Foraging","Not-foraging"
47,"C",23673,"Foraging","Not-foraging"
47,"C",23674,"Foraging","Not-foraging"
47,"C",23675,"Foraging","Not-foraging"
47,"C",23676,"Foraging","Not-foraging"
47,"C",23677,"Foraging","Not-foraging"
47,"C",23678,"Foraging","Not-foraging"
47,"C",23679,"Foraging","Not-foraging"
47,"C",23680,"Foraging","Not-foraging"
47,"C",23681,"Foraging","Not-foraging"
47,"C",23682,"Foraging","Not-foraging"
47,"C",23683,"Foraging","Foraging"
47,"C",23684,"Foraging","Foraging"
47,"C",23685,"Foraging","Foraging"
47,"C",23686,"Foraging","Foraging"
47,"C",23687,"Foraging","Foraging"
47,"C",23688,"Foraging","Foraging"
47,"C",23689,"Foraging","Foraging"
47,"C",23690,"Foraging","Foraging"
47,"C",23691,"Foraging","Foraging"
47,"C",23692,"Foraging","Foraging"
47,"C",23693,"Foraging","Foraging"
47,"C",23694,"Foraging","Foraging"
47,"C",23695,"Foraging","Foraging"
47,"C",23696,"Foraging","Foraging"
47,"C",23697,"Foraging","Foraging"
47,"C",23698,"Foraging","Foraging"
47,"C",23699,"Foraging","Foraging"
47,"C",23700,"Foraging","Foraging"
47,"C",23701,"Foraging","Foraging"
47,"C",23702,"Foraging","Foraging"
47,"C",23703,"Foraging","Foraging"
47,"C",23704,"Foraging","Not-foraging"
47,"C",23705,"Foraging","Not-foraging"
47,"C",23706,"Foraging","Not-foraging"
47,"C",23707,"Foraging","Not-foraging"
47,"C",23708,"Foraging","Not-foraging"
47,"C",23709,"Foraging","Not-foraging"
47,"C",23710,"Foraging","Foraging"
47,"C",23711,"Foraging","Foraging"
47,"C",23712,"Foraging","Foraging"
47,"C",23713,"Foraging","Foraging"
47,"C",23714,"Foraging","Foraging"
47,"C",23715,"Foraging","Foraging"
47,"C",23716,"Foraging","Foraging"
47,"C",23717,"Foraging","Foraging"
47,"C",23718,"Foraging","Foraging"
47,"C",23719,"Foraging","Foraging"
47,"C",23720,"Foraging","Foraging"
47,"C",23721,"Foraging","Foraging"
47,"C",23722,"Foraging","Foraging"
47,"C",23723,"Foraging","Foraging"
47,"C",23724,"Foraging","Foraging"
47,"C",23725,"Foraging","Foraging"
47,"C",23726,"Foraging","Foraging"
47,"C",23727,"Foraging","Foraging"
47,"C",23728,"Foraging","Foraging"
47,"C",23729,"Foraging","Foraging"
47,"C",23730,"Foraging","Foraging"
47,"C",23731,"Foraging","Foraging"
47,"C",23732,"Foraging","Foraging"
47,"C",23733,"Foraging","Foraging"
47,"C",23734,"Foraging","Foraging"
47,"C",23735,"Foraging","Foraging"
47,"C",23736,"Foraging","Foraging"
47,"C",23737,"Foraging","Foraging"
47,"C",23738,"Foraging","Foraging"
47,"C",23739,"Foraging","Foraging"
47,"C",23740,"Foraging","Foraging"
47,"C",23741,"Foraging","Foraging"
47,"C",23742,"Foraging","Foraging"
47,"C",23743,"Foraging","Foraging"
47,"C",23744,"Foraging","Foraging"
47,"C",23745,"Foraging","Foraging"
47,"C",23746,"Foraging","Foraging"
47,"C",23747,"Foraging","Foraging"
47,"C",23748,"Foraging","Foraging"
47,"C",23749,"Foraging","Foraging"
47,"C",23750,"Foraging","Foraging"
47,"C",23751,"Foraging","Foraging"
47,"C",23752,"Foraging","Foraging"
47,"C",23753,"Foraging","Foraging"
47,"C",23754,"Foraging","Foraging"
47,"C",23755,"Foraging","Foraging"
47,"C",23756,"Foraging","Foraging"
47,"C",23757,"Foraging","Foraging"
47,"C",23758,"Foraging","Foraging"
47,"C",23759,"Foraging","Foraging"
47,"C",23760,"Foraging","Foraging"
47,"C",23761,"Foraging","Foraging"
47,"C",23762,"Foraging","Foraging"
47,"C",23763,"Foraging","Foraging"
47,"C",23764,"Foraging","Foraging"
47,"C",23765,"Foraging","Foraging"
47,"C",23766,"Foraging","Foraging"
47,"C",23767,"Foraging","Foraging"
47,"C",23768,"Foraging","Foraging"
47,"C",23769,"Foraging","Foraging"
47,"C",23770,"Foraging","Foraging"
47,"C",23771,"Foraging","Foraging"
47,"C",23772,"Foraging","Foraging"
47,"C",23773,"Foraging","Foraging"
47,"C",23774,"Foraging","Foraging"
47,"C",23775,"Foraging","Foraging"
47,"C",23776,"Foraging","Foraging"
47,"C",23777,"Foraging","Foraging"
47,"C",23778,"Foraging","Foraging"
47,"C",23779,"Foraging","Foraging"
47,"C",23780,"Foraging","Foraging"
47,"C",23781,"Foraging","Foraging"
47,"C",23782,"Foraging","Foraging"
47,"C",23783,"Foraging","Foraging"
47,"C",23784,"Foraging","Foraging"
47,"C",23785,"Foraging","Foraging"
47,"C",23786,"Foraging","Foraging"
47,"C",23787,"Foraging","Foraging"
47,"C",23788,"Foraging","Foraging"
47,"C",23789,"Foraging","Not-foraging"
47,"C",23790,"Foraging","Not-foraging"
47,"C",23791,"Foraging","Not-foraging"
47,"C",23792,"Foraging","Not-foraging"
47,"C",23793,"Foraging","Not-foraging"
47,"C",23794,"Foraging","Not-foraging"
47,"C",23795,"Foraging","Not-foraging"
47,"C",23796,"Foraging","Not-foraging"
47,"C",23797,"Foraging","Not-foraging"
47,"C",23798,"Foraging","Not-foraging"
47,"C",23799,"Foraging","Not-foraging"
47,"C",23800,"Foraging","Not-foraging"
47,"C",23801,"Foraging","Not-foraging"
47,"C",23802,"Foraging","Not-foraging"
47,"C",23803,"Foraging","Foraging"
47,"C",23804,"Foraging","Foraging"
47,"C",23805,"Foraging","Foraging"
47,"C",23806,"Foraging","Foraging"
47,"C",23807,"Foraging","Foraging"
47,"C",23808,"Foraging","Foraging"
47,"C",23809,"Foraging","Foraging"
47,"C",23810,"Foraging","Foraging"
47,"C",23811,"Foraging","Foraging"
47,"C",23812,"Foraging","Foraging"
47,"C",23813,"Foraging","Foraging"
47,"C",23814,"Foraging","Foraging"
47,"C",23815,"Foraging","Foraging"
47,"C",23816,"Foraging","Foraging"
47,"C",23817,"Foraging","Foraging"
47,"C",23818,"Foraging","Foraging"
47,"C",23819,"Foraging","Foraging"
47,"C",23820,"Foraging","Foraging"
47,"C",23821,"Foraging","Foraging"
47,"C",23822,"Foraging","Foraging"
47,"C",23823,"Foraging","Foraging"
47,"C",23824,"Foraging","Foraging"
47,"C",23825,"Foraging","Foraging"
47,"C",23826,"Foraging","Foraging"
47,"C",23827,"Foraging","Foraging"
47,"C",23828,"Foraging","Foraging"
47,"C",23829,"Foraging","Foraging"
47,"C",23830,"Foraging","Foraging"
47,"C",23831,"Foraging","Foraging"
47,"C",23832,"Foraging","Foraging"
47,"C",23833,"Foraging","Foraging"
47,"C",23834,"Foraging","Foraging"
47,"C",23835,"Foraging","Not-foraging"
47,"C",23836,"Foraging","Not-foraging"
47,"C",23837,"Foraging","Not-foraging"
47,"C",23838,"Foraging","Not-foraging"
47,"C",23839,"Not-foraging","Foraging"
47,"C",23840,"Foraging","Foraging"
47,"C",23841,"Foraging","Foraging"
47,"C",23842,"Foraging","Foraging"
47,"C",23843,"Foraging","Foraging"
47,"C",23844,"Foraging","Foraging"
47,"C",23845,"Foraging","Foraging"
47,"C",23846,"Foraging","Foraging"
47,"C",23847,"Foraging","Foraging"
47,"C",23848,"Foraging","Foraging"
47,"C",23849,"Foraging","Foraging"
47,"C",23850,"Foraging","Foraging"
47,"C",23851,"Foraging","Foraging"
47,"C",23852,"Foraging","Foraging"
47,"C",23853,"Foraging","Foraging"
47,"C",23854,"Foraging","Foraging"
47,"C",23855,"Foraging","Foraging"
47,"C",23856,"Foraging","Foraging"
47,"C",23857,"Foraging","Foraging"
47,"C",23858,"Foraging","Foraging"
47,"C",23859,"Foraging","Foraging"
47,"C",23860,"Foraging","Foraging"
47,"C",23861,"Foraging","Foraging"
47,"C",23862,"Foraging","Foraging"
47,"C",23863,"Foraging","Foraging"
47,"C",23864,"Foraging","Foraging"
47,"C",23865,"Foraging","Foraging"
47,"C",23866,"Foraging","Foraging"
47,"C",23867,"Foraging","Foraging"
47,"C",23868,"Foraging","Foraging"
47,"C",23869,"Foraging","Foraging"
47,"C",23870,"Foraging","Foraging"
47,"C",23871,"Foraging","Foraging"
47,"C",23872,"Foraging","Foraging"
47,"C",23873,"Foraging","Foraging"
47,"C",23874,"Foraging","Foraging"
47,"C",23875,"Foraging","Foraging"
47,"C",23876,"Foraging","Foraging"
47,"C",23877,"Foraging","Foraging"
47,"C",23878,"Foraging","Foraging"
47,"C",23879,"Foraging","Foraging"
47,"C",23880,"Foraging","Foraging"
47,"C",23881,"Foraging","Foraging"
47,"C",23882,"Foraging","Foraging"
47,"C",23883,"Foraging","Foraging"
47,"C",23884,"Foraging","Foraging"
47,"C",23885,"Foraging","Foraging"
47,"C",23886,"Foraging","Foraging"
47,"C",23887,"Foraging","Foraging"
47,"C",23888,"Foraging","Foraging"
47,"C",23889,"Foraging","Foraging"
47,"C",23890,"Foraging","Foraging"
47,"C",23891,"Foraging","Foraging"
47,"C",23892,"Foraging","Foraging"
47,"C",23893,"Foraging","Foraging"
47,"C",23894,"Foraging","Foraging"
47,"C",23895,"Foraging","Foraging"
47,"C",23896,"Foraging","Foraging"
47,"C",23897,"Foraging","Foraging"
47,"C",23898,"Foraging","Foraging"
47,"C",23899,"Foraging","Foraging"
47,"C",23900,"Foraging","Foraging"
47,"C",23901,"Foraging","Foraging"
47,"C",23902,"Foraging","Foraging"
47,"C",23903,"Foraging","Foraging"
47,"C",23904,"Foraging","Foraging"
47,"C",23905,"Foraging","Foraging"
47,"C",23906,"Foraging","Foraging"
47,"C",23907,"Foraging","Foraging"
47,"C",23908,"Foraging","Foraging"
47,"C",23909,"Foraging","Foraging"
47,"C",23910,"Foraging","Foraging"
47,"C",23911,"Foraging","Foraging"
47,"C",23912,"Foraging","Foraging"
47,"C",23913,"Foraging","Foraging"
47,"C",23914,"Foraging","Foraging"
47,"C",23915,"Foraging","Foraging"
47,"C",23916,"Foraging","Foraging"
47,"C",23917,"Foraging","Foraging"
47,"C",23918,"Foraging","Foraging"
47,"C",23919,"Foraging","Foraging"
47,"C",23920,"Foraging","Foraging"
47,"C",23921,"Foraging","Foraging"
47,"C",23922,"Foraging","Foraging"
47,"C",23923,"Foraging","Foraging"
47,"C",23924,"Foraging","Foraging"
47,"C",23925,"Foraging","Foraging"
47,"C",23926,"Foraging","Foraging"
47,"C",23927,"Foraging","Foraging"
47,"C",23928,"Foraging","Foraging"
47,"C",23929,"Foraging","Foraging"
47,"C",23930,"Foraging","Foraging"
47,"C",23931,"Foraging","Foraging"
47,"C",23932,"Foraging","Foraging"
47,"C",23933,"Foraging","Foraging"
47,"C",23934,"Foraging","Foraging"
47,"C",23935,"Foraging","Foraging"
47,"C",23936,"Foraging","Foraging"
47,"C",23937,"Foraging","Foraging"
47,"C",23938,"Foraging","Foraging"
47,"C",23939,"Foraging","Foraging"
47,"C",23940,"Foraging","Foraging"
47,"C",23941,"Foraging","Foraging"
47,"C",23942,"Foraging","Foraging"
47,"C",23943,"Foraging","Foraging"
47,"C",23944,"Foraging","Foraging"
47,"C",23945,"Foraging","Foraging"
47,"C",23946,"Foraging","Foraging"
47,"C",23947,"Foraging","Foraging"
47,"C",23948,"Foraging","Foraging"
47,"C",23949,"Foraging","Foraging"
47,"C",23950,"Foraging","Foraging"
47,"C",23951,"Foraging","Foraging"
47,"C",23952,"Foraging","Foraging"
47,"C",23953,"Not-foraging","Foraging"
47,"C",23954,"Not-foraging","Not-foraging"
47,"C",23955,"Not-foraging","Not-foraging"
47,"C",23956,"Not-foraging","Not-foraging"
47,"C",23957,"Not-foraging","Not-foraging"
47,"C",23958,"Not-foraging","Not-foraging"
47,"C",23959,"Not-foraging","Not-foraging"
47,"C",23960,"Not-foraging","Not-foraging"
47,"C",23961,"Not-foraging","Not-foraging"
47,"C",23962,"Not-foraging","Not-foraging"
47,"C",23963,"Not-foraging","Not-foraging"
47,"C",23964,"Not-foraging","Not-foraging"
47,"C",23965,"Not-foraging","Not-foraging"
47,"C",23966,"Not-foraging","Not-foraging"
47,"C",23967,"Not-foraging","Not-foraging"
47,"C",23968,"Not-foraging","Not-foraging"
47,"C",23969,"Not-foraging","Not-foraging"
47,"C",23970,"Not-foraging","Not-foraging"
47,"C",23971,"Not-foraging","Not-foraging"
47,"C",23972,"Not-foraging","Not-foraging"
47,"C",23973,"Not-foraging","Not-foraging"
47,"C",23974,"Not-foraging","Not-foraging"
47,"C",23975,"Not-foraging","Not-foraging"
47,"C",23976,"Not-foraging","Not-foraging"
47,"C",23977,"Not-foraging","Not-foraging"
47,"C",23978,"Not-foraging","Not-foraging"
47,"C",23979,"Not-foraging","Not-foraging"
47,"C",23980,"Not-foraging","Not-foraging"
47,"C",23981,"Not-foraging","Not-foraging"
47,"C",23982,"Not-foraging","Not-foraging"
47,"C",23983,"Not-foraging","Not-foraging"
47,"C",23984,"Not-foraging","Not-foraging"
47,"C",23985,"Not-foraging","Not-foraging"
47,"C",23986,"Not-foraging","Not-foraging"
47,"C",23987,"Not-foraging","Not-foraging"
47,"C",23988,"Not-foraging","Not-foraging"
47,"C",23989,"Not-foraging","Not-foraging"
47,"C",23990,"Not-foraging","Not-foraging"
47,"C",23991,"Not-foraging","Not-foraging"
47,"C",23992,"Not-foraging","Not-foraging"
47,"C",23993,"Not-foraging","Not-foraging"
47,"C",23994,"Not-foraging","Not-foraging"
47,"C",23995,"Not-foraging","Not-foraging"
47,"C",23996,"Not-foraging","Not-foraging"
47,"C",23997,"Not-foraging","Not-foraging"
47,"C",23998,"Not-foraging","Not-foraging"
47,"C",23999,"Not-foraging","Not-foraging"
47,"C",24000,"Not-foraging","Not-foraging"
47,"C",24001,"Not-foraging","Not-foraging"
47,"C",24002,"Not-foraging","Not-foraging"
47,"C",24003,"Not-foraging","Not-foraging"
47,"C",24004,"Not-foraging","Not-foraging"
47,"C",24005,"Not-foraging","Not-foraging"
47,"C",24006,"Not-foraging","Not-foraging"
47,"C",24007,"Not-foraging","Not-foraging"
47,"C",24008,"Not-foraging","Not-foraging"
47,"C",24009,"Not-foraging","Not-foraging"
47,"C",24010,"Not-foraging","Not-foraging"
47,"C",24011,"Not-foraging","Not-foraging"
47,"C",24012,"Not-foraging","Not-foraging"
47,"C",24013,"Not-foraging","Not-foraging"
47,"C",24014,"Not-foraging","Not-foraging"
47,"C",24015,"Not-foraging","Not-foraging"
47,"C",24016,"Not-foraging","Not-foraging"
47,"C",24017,"Not-foraging","Not-foraging"
47,"C",24018,"Not-foraging","Not-foraging"
47,"C",24019,"Not-foraging","Not-foraging"
47,"C",24020,"Not-foraging","Not-foraging"
47,"C",24021,"Not-foraging","Not-foraging"
47,"C",24022,"Not-foraging","Not-foraging"
47,"C",24023,"Not-foraging","Not-foraging"
47,"C",24024,"Not-foraging","Not-foraging"
47,"C",24025,"Not-foraging","Not-foraging"
47,"C",24026,"Not-foraging","Not-foraging"
47,"C",24027,"Not-foraging","Not-foraging"
47,"C",24028,"Not-foraging","Not-foraging"
47,"C",24029,"Not-foraging","Not-foraging"
47,"C",24030,"Not-foraging","Not-foraging"
47,"C",24031,"Not-foraging","Not-foraging"
47,"C",24032,"Not-foraging","Not-foraging"
47,"C",24033,"Not-foraging","Not-foraging"
47,"C",24034,"Not-foraging","Not-foraging"
47,"C",24035,"Not-foraging","Not-foraging"
47,"C",24036,"Not-foraging","Not-foraging"
47,"C",24037,"Not-foraging","Not-foraging"
47,"C",24038,"Not-foraging","Not-foraging"
47,"C",24039,"Not-foraging","Not-foraging"
47,"C",24040,"Not-foraging","Not-foraging"
47,"C",24041,"Not-foraging","Not-foraging"
47,"C",24042,"Not-foraging","Not-foraging"
47,"C",24043,"Not-foraging","Not-foraging"
47,"C",24044,"Not-foraging","Not-foraging"
47,"C",24045,"Not-foraging","Not-foraging"
47,"C",24046,"Not-foraging","Not-foraging"
47,"C",24047,"Not-foraging","Not-foraging"
47,"C",24048,"Not-foraging","Not-foraging"
47,"C",24049,"Not-foraging","Not-foraging"
47,"C",24050,"Not-foraging","Not-foraging"
47,"C",24051,"Not-foraging","Not-foraging"
47,"C",24052,"Not-foraging","Not-foraging"
47,"C",24053,"Not-foraging","Not-foraging"
47,"C",24054,"Not-foraging","Not-foraging"
47,"C",24055,"Not-foraging","Not-foraging"
47,"C",24056,"Not-foraging","Not-foraging"
47,"C",24057,"Not-foraging","Not-foraging"
47,"C",24058,"Not-foraging","Not-foraging"
47,"C",24059,"Not-foraging","Not-foraging"
47,"C",24060,"Not-foraging","Not-foraging"
47,"C",24061,"Not-foraging","Not-foraging"
47,"C",24062,"Not-foraging","Not-foraging"
47,"C",24063,"Not-foraging","Not-foraging"
47,"C",24064,"Not-foraging","Not-foraging"
47,"C",24065,"Not-foraging","Not-foraging"
47,"C",24066,"Not-foraging","Not-foraging"
47,"C",24067,"Not-foraging","Not-foraging"
47,"C",24068,"Not-foraging","Not-foraging"
47,"C",24069,"Not-foraging","Not-foraging"
47,"C",24070,"Not-foraging","Not-foraging"
47,"C",24071,"Not-foraging","Not-foraging"
47,"C",24072,"Not-foraging","Not-foraging"
47,"C",24073,"Not-foraging","Not-foraging"
47,"C",24074,"Not-foraging","Not-foraging"
47,"C",24075,"Not-foraging","Not-foraging"
47,"C",24076,"Not-foraging","Not-foraging"
47,"C",24077,"Not-foraging","Not-foraging"
47,"C",24078,"Not-foraging","Not-foraging"
47,"C",24079,"Not-foraging","Not-foraging"
47,"C",24080,"Not-foraging","Not-foraging"
47,"C",24081,"Not-foraging","Not-foraging"
47,"C",24082,"Not-foraging","Not-foraging"
47,"C",24083,"Not-foraging","Not-foraging"
47,"C",24084,"Not-foraging","Not-foraging"
47,"C",24085,"Not-foraging","Not-foraging"
47,"C",24086,"Not-foraging","Not-foraging"
47,"C",24087,"Not-foraging","Not-foraging"
47,"C",24088,"Not-foraging","Not-foraging"
47,"C",24089,"Not-foraging","Not-foraging"
47,"C",24090,"Not-foraging","Not-foraging"
47,"C",24091,"Not-foraging","Not-foraging"
47,"C",24092,"Not-foraging","Not-foraging"
47,"C",24093,"Not-foraging","Not-foraging"
47,"C",24094,"Not-foraging","Not-foraging"
47,"C",24095,"Not-foraging","Not-foraging"
47,"C",24096,"Not-foraging","Not-foraging"
47,"C",24097,"Not-foraging","Not-foraging"
47,"C",24098,"Not-foraging","Not-foraging"
47,"C",24099,"Not-foraging","Not-foraging"
47,"C",24100,"Not-foraging","Not-foraging"
47,"C",24101,"Not-foraging","Not-foraging"
47,"C",24102,"Not-foraging","Not-foraging"
47,"C",24103,"Not-foraging","Not-foraging"
47,"C",24104,"Not-foraging","Not-foraging"
47,"C",24105,"Not-foraging","Not-foraging"
47,"C",24106,"Not-foraging","Not-foraging"
47,"C",24107,"Not-foraging","Not-foraging"
47,"C",24108,"Not-foraging","Not-foraging"
47,"C",24109,"Not-foraging","Not-foraging"
47,"C",24110,"Not-foraging","Not-foraging"
47,"C",24111,"Not-foraging","Not-foraging"
47,"C",24112,"Not-foraging","Not-foraging"
47,"C",24113,"Not-foraging","Not-foraging"
47,"C",24114,"Not-foraging","Not-foraging"
47,"C",24115,"Not-foraging","Not-foraging"
47,"C",24116,"Not-foraging","Not-foraging"
47,"C",24117,"Not-foraging","Not-foraging"
47,"C",24118,"Not-foraging","Not-foraging"
47,"C",24119,"Not-foraging","Not-foraging"
47,"C",24120,"Not-foraging","Not-foraging"
47,"C",24121,"Not-foraging","Not-foraging"
47,"C",24122,"Not-foraging","Not-foraging"
47,"C",24123,"Not-foraging","Not-foraging"
47,"C",24124,"Not-foraging","Not-foraging"
47,"C",24125,"Not-foraging","Not-foraging"
47,"C",24126,"Not-foraging","Not-foraging"
47,"C",24127,"Not-foraging","Not-foraging"
47,"C",24128,"Not-foraging","Not-foraging"
47,"C",24129,"Not-foraging","Not-foraging"
47,"C",24130,"Not-foraging","Not-foraging"
47,"C",24131,"Not-foraging","Not-foraging"
47,"C",24132,"Not-foraging","Not-foraging"
47,"C",24133,"Not-foraging","Not-foraging"
47,"C",24134,"Not-foraging","Not-foraging"
47,"C",24135,"Not-foraging","Not-foraging"
47,"C",24136,"Not-foraging","Not-foraging"
47,"C",24137,"Not-foraging","Not-foraging"
47,"C",24138,"Not-foraging","Not-foraging"
47,"C",24139,"Not-foraging","Not-foraging"
47,"C",24140,"Not-foraging","Not-foraging"
47,"C",24141,"Not-foraging","Not-foraging"
47,"C",24142,"Not-foraging","Not-foraging"
47,"C",24143,"Not-foraging","Not-foraging"
47,"C",24144,"Not-foraging","Not-foraging"
47,"C",24145,"Not-foraging","Not-foraging"
47,"C",24146,"Not-foraging","Not-foraging"
47,"C",24147,"Not-foraging","Not-foraging"
47,"C",24148,"Not-foraging","Not-foraging"
47,"C",24149,"Not-foraging","Not-foraging"
47,"C",24150,"Not-foraging","Not-foraging"
47,"C",24151,"Not-foraging","Not-foraging"
47,"C",24152,"Not-foraging","Not-foraging"
47,"C",24153,"Not-foraging","Not-foraging"
47,"C",24154,"Not-foraging","Not-foraging"
47,"C",24155,"Not-foraging","Not-foraging"
47,"C",24156,"Not-foraging","Not-foraging"
47,"C",24157,"Not-foraging","Not-foraging"
47,"C",24158,"Not-foraging","Not-foraging"
47,"C",24159,"Not-foraging","Not-foraging"
47,"C",24160,"Not-foraging","Not-foraging"
47,"C",24161,"Not-foraging","Not-foraging"
47,"C",24162,"Not-foraging","Not-foraging"
47,"C",24163,"Not-foraging","Not-foraging"
47,"C",24164,"Not-foraging","Not-foraging"
47,"C",24165,"Not-foraging","Not-foraging"
47,"C",24166,"Not-foraging","Foraging"
47,"C",24167,"Not-foraging","Foraging"
47,"C",24168,"Not-foraging","Foraging"
47,"C",24169,"Not-foraging","Foraging"
47,"C",24170,"Not-foraging","Foraging"
47,"C",24171,"Not-foraging","Foraging"
47,"C",24172,"Not-foraging","Foraging"
47,"C",24173,"Not-foraging","Foraging"
47,"C",24174,"Not-foraging","Foraging"
47,"C",24175,"Not-foraging","Foraging"
47,"C",24176,"Not-foraging","Foraging"
47,"C",24177,"Not-foraging","Foraging"
55,"C",36914,"Not-foraging","Foraging"
55,"C",36915,"Not-foraging","Foraging"
55,"C",36916,"Not-foraging","Foraging"
55,"C",36917,"Not-foraging","Foraging"
55,"C",36918,"Not-foraging","Foraging"
55,"C",36919,"Not-foraging","Not-foraging"
55,"C",36920,"Not-foraging","Not-foraging"
55,"C",36921,"Not-foraging","Not-foraging"
55,"C",36922,"Not-foraging","Not-foraging"
55,"C",36923,"Not-foraging","Not-foraging"
55,"C",36924,"Not-foraging","Not-foraging"
55,"C",36925,"Not-foraging","Not-foraging"
55,"C",36926,"Not-foraging","Not-foraging"
55,"C",36927,"Not-foraging","Not-foraging"
55,"C",36928,"Not-foraging","Not-foraging"
55,"C",36929,"Not-foraging","Not-foraging"
55,"C",36930,"Not-foraging","Not-foraging"
55,"C",36931,"Not-foraging","Not-foraging"
55,"C",36932,"Not-foraging","Not-foraging"
55,"C",36933,"Not-foraging","Not-foraging"
55,"C",36934,"Not-foraging","Not-foraging"
55,"C",36935,"Not-foraging","Not-foraging"
55,"C",36936,"Not-foraging","Not-foraging"
55,"C",36937,"Not-foraging","Not-foraging"
55,"C",36938,"Not-foraging","Not-foraging"
55,"C",36939,"Not-foraging","Not-foraging"
55,"C",36940,"Not-foraging","Not-foraging"
55,"C",36941,"Not-foraging","Not-foraging"
55,"C",36942,"Not-foraging","Not-foraging"
55,"C",36943,"Not-foraging","Not-foraging"
55,"C",36944,"Not-foraging","Not-foraging"
55,"C",36945,"Not-foraging","Not-foraging"
55,"C",36946,"Not-foraging","Not-foraging"
55,"C",36947,"Not-foraging","Not-foraging"
55,"C",36948,"Not-foraging","Not-foraging"
55,"C",36949,"Not-foraging","Not-foraging"
55,"C",36950,"Not-foraging","Not-foraging"
55,"C",36951,"Not-foraging","Not-foraging"
55,"C",36952,"Not-foraging","Not-foraging"
55,"C",36953,"Not-foraging","Not-foraging"
55,"C",36954,"Not-foraging","Not-foraging"
55,"C",36955,"Not-foraging","Not-foraging"
55,"C",36956,"Not-foraging","Not-foraging"
55,"C",36957,"Not-foraging","Not-foraging"
55,"C",36958,"Not-foraging","Not-foraging"
55,"C",36959,"Not-foraging","Not-foraging"
55,"C",36960,"Not-foraging","Not-foraging"
55,"C",36961,"Not-foraging","Not-foraging"
55,"C",36962,"Not-foraging","Not-foraging"
55,"C",36963,"Not-foraging","Not-foraging"
55,"C",36964,"Not-foraging","Not-foraging"
55,"C",36965,"Not-foraging","Not-foraging"
55,"C",36966,"Not-foraging","Not-foraging"
55,"C",36967,"Not-foraging","Not-foraging"
55,"C",36968,"Not-foraging","Not-foraging"
55,"C",36969,"Not-foraging","Not-foraging"
55,"C",36970,"Not-foraging","Not-foraging"
55,"C",36971,"Not-foraging","Not-foraging"
55,"C",36972,"Not-foraging","Not-foraging"
55,"C",36973,"Not-foraging","Not-foraging"
55,"C",36974,"Not-foraging","Not-foraging"
55,"C",36975,"Not-foraging","Not-foraging"
