"COLONY","ID","SPECIES","TSECS","observedState","decodedState"
"Blue Circle Is, Larne Lough",7,"Sandwich",55577,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55578,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55579,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55580,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55581,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55582,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55583,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55584,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55585,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55586,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55587,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55588,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55589,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55590,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55591,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55592,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55593,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55594,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55595,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55596,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55597,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55598,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55599,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55600,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55601,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55602,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55603,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55604,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55605,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55606,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55607,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55608,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55609,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55610,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55611,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55612,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55613,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55614,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55615,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55616,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55617,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55618,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55619,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55620,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55621,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55622,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55623,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55624,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55625,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55626,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55627,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55628,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55629,"Not-foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55630,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55631,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55632,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55633,"Not-foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55634,"Not-foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55635,"Not-foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55636,"Not-foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55637,"Not-foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55638,"Not-foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55639,"Not-foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55640,"Not-foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55641,"Not-foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55642,"Not-foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55643,"Not-foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55644,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55645,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55646,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55647,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55648,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55649,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55650,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55651,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55652,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55653,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55654,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55655,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55656,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55657,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55658,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55659,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55660,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55661,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55662,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55663,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55664,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55665,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55666,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55667,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55668,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55669,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55670,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55671,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55672,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55673,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55674,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55675,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55676,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55677,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55678,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55679,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55680,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55681,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55682,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55683,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55684,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55685,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55686,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55687,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55688,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55689,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55690,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55691,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55692,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55693,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55694,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55695,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55696,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55697,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55698,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55699,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55700,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55701,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55702,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55703,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55704,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55705,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55706,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55707,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55708,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55709,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55710,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55711,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55712,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55713,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55714,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55715,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55716,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55717,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55718,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55719,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55720,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55721,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55722,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55723,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55724,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55725,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55726,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55727,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55728,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55729,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55730,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55731,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55732,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55733,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55734,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55735,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55736,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55737,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55738,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55739,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55740,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55741,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55742,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55743,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55744,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55745,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55746,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55747,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55748,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55749,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55750,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55751,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55752,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55753,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55754,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55755,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55756,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55757,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55758,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55759,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55760,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55761,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55762,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55763,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55764,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55765,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55766,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55767,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55768,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55769,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55770,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55771,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55772,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55773,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55774,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55775,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55776,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55777,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55778,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55779,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55780,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55781,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55782,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55783,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55784,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55785,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55786,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55787,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55788,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55789,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55790,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55791,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55792,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55793,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55794,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55795,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55796,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55797,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55798,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55799,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55800,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55801,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55802,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55803,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55804,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55805,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55806,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55807,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55808,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55809,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55810,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55811,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55812,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55813,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55814,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55815,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55816,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55817,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55818,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55819,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55820,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55821,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55822,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55823,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55824,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55825,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55826,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55827,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55828,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55829,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55830,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55831,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55832,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55833,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55834,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55835,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55836,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55837,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55838,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55839,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55840,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55841,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55842,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55843,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55844,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55845,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55846,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55847,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55848,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55849,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55850,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55851,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55852,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55853,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55854,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55855,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55856,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55857,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55858,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55859,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55860,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55861,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55862,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55863,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55864,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55865,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55866,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55867,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55868,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55869,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55870,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55871,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55872,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55873,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55874,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55875,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55876,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55877,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55878,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55879,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55880,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55881,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55882,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55883,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55884,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55885,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55886,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55887,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55888,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55889,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55890,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55891,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55892,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55893,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55894,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55895,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55896,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55897,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55898,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55899,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55900,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55901,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55902,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55903,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55904,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55905,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55906,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55907,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55908,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55909,"Foraging","Foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55910,"Foraging","Not-foraging"
"Blue Circle Is, Larne Lough",7,"Sandwich",55911,"Foraging","Not-foraging"
