"COLONY","ID","SPECIES","TSECS","observedState","decodedState"
"Glas Eileanan",3,"C",43038,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43039,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43040,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43041,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43042,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43043,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43044,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43045,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43046,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43047,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43048,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43049,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43050,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43051,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43052,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43053,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43054,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43055,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43056,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43057,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43058,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43059,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43060,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43061,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43062,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43063,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43064,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43065,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43066,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43067,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43068,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43069,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43070,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43071,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43072,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43073,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43074,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43075,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43076,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43077,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43078,"Not-foraging","Foraging"
"Glas Eileanan",3,"C",43079,"Not-foraging","Foraging"
"Glas Eileanan",3,"C",43080,"Not-foraging","Foraging"
"Glas Eileanan",3,"C",43081,"Not-foraging","Foraging"
"Glas Eileanan",3,"C",43082,"Not-foraging","Foraging"
"Glas Eileanan",3,"C",43083,"Not-foraging","Foraging"
"Glas Eileanan",3,"C",43084,"Not-foraging","Foraging"
"Glas Eileanan",3,"C",43085,"Not-foraging","Foraging"
"Glas Eileanan",3,"C",43086,"Not-foraging","Foraging"
"Glas Eileanan",3,"C",43087,"Not-foraging","Foraging"
"Glas Eileanan",3,"C",43088,"Not-foraging","Foraging"
"Glas Eileanan",3,"C",43089,"Foraging","Foraging"
"Glas Eileanan",3,"C",43090,"Foraging","Foraging"
"Glas Eileanan",3,"C",43091,"Foraging","Foraging"
"Glas Eileanan",3,"C",43092,"Foraging","Foraging"
"Glas Eileanan",3,"C",43093,"Foraging","Foraging"
"Glas Eileanan",3,"C",43094,"Foraging","Foraging"
"Glas Eileanan",3,"C",43095,"Foraging","Foraging"
"Glas Eileanan",3,"C",43096,"Foraging","Foraging"
"Glas Eileanan",3,"C",43097,"Foraging","Foraging"
"Glas Eileanan",3,"C",43098,"Foraging","Foraging"
"Glas Eileanan",3,"C",43099,"Foraging","Foraging"
"Glas Eileanan",3,"C",43100,"Foraging","Foraging"
"Glas Eileanan",3,"C",43101,"Foraging","Foraging"
"Glas Eileanan",3,"C",43102,"Foraging","Foraging"
"Glas Eileanan",3,"C",43103,"Foraging","Foraging"
"Glas Eileanan",3,"C",43104,"Foraging","Foraging"
"Glas Eileanan",3,"C",43105,"Foraging","Foraging"
"Glas Eileanan",3,"C",43106,"Foraging","Foraging"
"Glas Eileanan",3,"C",43107,"Foraging","Foraging"
"Glas Eileanan",3,"C",43108,"Foraging","Foraging"
"Glas Eileanan",3,"C",43109,"Foraging","Foraging"
"Glas Eileanan",3,"C",43110,"Foraging","Foraging"
"Glas Eileanan",3,"C",43111,"Foraging","Foraging"
"Glas Eileanan",3,"C",43112,"Foraging","Foraging"
"Glas Eileanan",3,"C",43113,"Foraging","Foraging"
"Glas Eileanan",3,"C",43114,"Foraging","Foraging"
"Glas Eileanan",3,"C",43115,"Foraging","Foraging"
"Glas Eileanan",3,"C",43116,"Foraging","Foraging"
"Glas Eileanan",3,"C",43117,"Foraging","Foraging"
"Glas Eileanan",3,"C",43118,"Foraging","Foraging"
"Glas Eileanan",3,"C",43119,"Foraging","Foraging"
"Glas Eileanan",3,"C",43120,"Foraging","Foraging"
"Glas Eileanan",3,"C",43121,"Foraging","Foraging"
"Glas Eileanan",3,"C",43122,"Foraging","Foraging"
"Glas Eileanan",3,"C",43123,"Foraging","Foraging"
"Glas Eileanan",3,"C",43124,"Foraging","Foraging"
"Glas Eileanan",3,"C",43125,"Foraging","Foraging"
"Glas Eileanan",3,"C",43126,"Foraging","Foraging"
"Glas Eileanan",3,"C",43127,"Foraging","Foraging"
"Glas Eileanan",3,"C",43128,"Foraging","Foraging"
"Glas Eileanan",3,"C",43129,"Foraging","Foraging"
"Glas Eileanan",3,"C",43130,"Foraging","Foraging"
"Glas Eileanan",3,"C",43131,"Foraging","Foraging"
"Glas Eileanan",3,"C",43132,"Foraging","Foraging"
"Glas Eileanan",3,"C",43133,"Foraging","Foraging"
"Glas Eileanan",3,"C",43134,"Foraging","Foraging"
"Glas Eileanan",3,"C",43135,"Foraging","Foraging"
"Glas Eileanan",3,"C",43136,"Foraging","Foraging"
"Glas Eileanan",3,"C",43137,"Foraging","Foraging"
"Glas Eileanan",3,"C",43138,"Foraging","Foraging"
"Glas Eileanan",3,"C",43139,"Foraging","Foraging"
"Glas Eileanan",3,"C",43140,"Foraging","Foraging"
"Glas Eileanan",3,"C",43141,"Foraging","Foraging"
"Glas Eileanan",3,"C",43142,"Foraging","Foraging"
"Glas Eileanan",3,"C",43143,"Foraging","Foraging"
"Glas Eileanan",3,"C",43144,"Foraging","Foraging"
"Glas Eileanan",3,"C",43145,"Foraging","Foraging"
"Glas Eileanan",3,"C",43146,"Foraging","Foraging"
"Glas Eileanan",3,"C",43147,"Foraging","Foraging"
"Glas Eileanan",3,"C",43148,"Foraging","Foraging"
"Glas Eileanan",3,"C",43149,"Foraging","Foraging"
"Glas Eileanan",3,"C",43150,"Foraging","Foraging"
"Glas Eileanan",3,"C",43151,"Foraging","Foraging"
"Glas Eileanan",3,"C",43152,"Foraging","Foraging"
"Glas Eileanan",3,"C",43153,"Foraging","Foraging"
"Glas Eileanan",3,"C",43154,"Foraging","Foraging"
"Glas Eileanan",3,"C",43155,"Foraging","Foraging"
"Glas Eileanan",3,"C",43156,"Foraging","Foraging"
"Glas Eileanan",3,"C",43157,"Foraging","Foraging"
"Glas Eileanan",3,"C",43158,"Foraging","Foraging"
"Glas Eileanan",3,"C",43159,"Foraging","Foraging"
"Glas Eileanan",3,"C",43160,"Foraging","Foraging"
"Glas Eileanan",3,"C",43161,"Foraging","Foraging"
"Glas Eileanan",3,"C",43162,"Foraging","Foraging"
"Glas Eileanan",3,"C",43163,"Foraging","Foraging"
"Glas Eileanan",3,"C",43164,"Foraging","Foraging"
"Glas Eileanan",3,"C",43165,"Foraging","Foraging"
"Glas Eileanan",3,"C",43166,"Foraging","Foraging"
"Glas Eileanan",3,"C",43167,"Foraging","Foraging"
"Glas Eileanan",3,"C",43168,"Foraging","Foraging"
"Glas Eileanan",3,"C",43169,"Foraging","Foraging"
"Glas Eileanan",3,"C",43170,"Foraging","Foraging"
"Glas Eileanan",3,"C",43171,"Foraging","Foraging"
"Glas Eileanan",3,"C",43172,"Foraging","Foraging"
"Glas Eileanan",3,"C",43173,"Foraging","Foraging"
"Glas Eileanan",3,"C",43174,"Foraging","Foraging"
"Glas Eileanan",3,"C",43175,"Foraging","Foraging"
"Glas Eileanan",3,"C",43176,"Foraging","Foraging"
"Glas Eileanan",3,"C",43177,"Foraging","Foraging"
"Glas Eileanan",3,"C",43178,"Foraging","Foraging"
"Glas Eileanan",3,"C",43179,"Foraging","Foraging"
"Glas Eileanan",3,"C",43180,"Foraging","Foraging"
"Glas Eileanan",3,"C",43181,"Foraging","Foraging"
"Glas Eileanan",3,"C",43182,"Foraging","Foraging"
"Glas Eileanan",3,"C",43183,"Foraging","Foraging"
"Glas Eileanan",3,"C",43184,"Foraging","Foraging"
"Glas Eileanan",3,"C",43185,"Foraging","Foraging"
"Glas Eileanan",3,"C",43186,"Foraging","Foraging"
"Glas Eileanan",3,"C",43187,"Foraging","Foraging"
"Glas Eileanan",3,"C",43188,"Foraging","Foraging"
"Glas Eileanan",3,"C",43189,"Foraging","Foraging"
"Glas Eileanan",3,"C",43190,"Foraging","Foraging"
"Glas Eileanan",3,"C",43191,"Foraging","Foraging"
"Glas Eileanan",3,"C",43192,"Foraging","Foraging"
"Glas Eileanan",3,"C",43193,"Foraging","Foraging"
"Glas Eileanan",3,"C",43194,"Foraging","Foraging"
"Glas Eileanan",3,"C",43195,"Foraging","Foraging"
"Glas Eileanan",3,"C",43196,"Foraging","Foraging"
"Glas Eileanan",3,"C",43197,"Foraging","Foraging"
"Glas Eileanan",3,"C",43198,"Foraging","Foraging"
"Glas Eileanan",3,"C",43199,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43200,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43201,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43202,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43203,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43204,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43205,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43206,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43207,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43208,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43209,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43210,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43211,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43212,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43213,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43214,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43215,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43216,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43217,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43218,"Foraging","Not-foraging"
"Glas Eileanan",3,"C",43219,"Foraging","Foraging"
"Glas Eileanan",3,"C",43220,"Foraging","Foraging"
"Glas Eileanan",3,"C",43221,"Foraging","Foraging"
"Glas Eileanan",3,"C",43222,"Foraging","Foraging"
"Glas Eileanan",3,"C",43223,"Foraging","Foraging"
"Glas Eileanan",3,"C",43224,"Foraging","Foraging"
"Glas Eileanan",3,"C",43225,"Foraging","Foraging"
"Glas Eileanan",3,"C",43226,"Foraging","Foraging"
"Glas Eileanan",3,"C",43227,"Foraging","Foraging"
"Glas Eileanan",3,"C",43228,"Foraging","Foraging"
"Glas Eileanan",3,"C",43229,"Foraging","Foraging"
"Glas Eileanan",3,"C",43230,"Foraging","Foraging"
"Glas Eileanan",3,"C",43231,"Foraging","Foraging"
"Glas Eileanan",3,"C",43232,"Foraging","Foraging"
"Glas Eileanan",3,"C",43233,"Foraging","Foraging"
"Glas Eileanan",3,"C",43234,"Foraging","Foraging"
"Glas Eileanan",3,"C",43235,"Foraging","Foraging"
"Glas Eileanan",3,"C",43236,"Foraging","Foraging"
"Glas Eileanan",3,"C",43237,"Foraging","Foraging"
"Glas Eileanan",3,"C",43238,"Foraging","Foraging"
"Glas Eileanan",3,"C",43239,"Foraging","Foraging"
"Glas Eileanan",3,"C",43240,"Foraging","Foraging"
"Glas Eileanan",3,"C",43241,"Foraging","Foraging"
"Glas Eileanan",3,"C",43242,"Foraging","Foraging"
"Glas Eileanan",3,"C",43243,"Foraging","Foraging"
"Glas Eileanan",3,"C",43244,"Foraging","Foraging"
"Glas Eileanan",3,"C",43245,"Foraging","Foraging"
"Glas Eileanan",3,"C",43246,"Foraging","Foraging"
"Glas Eileanan",3,"C",43247,"Foraging","Foraging"
"Glas Eileanan",3,"C",43248,"Foraging","Foraging"
"Glas Eileanan",3,"C",43249,"Foraging","Foraging"
"Glas Eileanan",3,"C",43250,"Foraging","Foraging"
"Glas Eileanan",3,"C",43251,"Foraging","Foraging"
"Glas Eileanan",3,"C",43252,"Foraging","Foraging"
"Glas Eileanan",3,"C",43253,"Foraging","Foraging"
"Glas Eileanan",3,"C",43254,"Foraging","Foraging"
"Glas Eileanan",3,"C",43255,"Foraging","Foraging"
"Glas Eileanan",3,"C",43256,"Foraging","Foraging"
"Glas Eileanan",3,"C",43257,"Foraging","Foraging"
"Glas Eileanan",3,"C",43258,"Foraging","Foraging"
"Glas Eileanan",3,"C",43259,"Foraging","Foraging"
"Glas Eileanan",3,"C",43260,"Foraging","Foraging"
"Glas Eileanan",3,"C",43261,"Foraging","Foraging"
"Glas Eileanan",3,"C",43262,"Foraging","Foraging"
"Glas Eileanan",3,"C",43263,"Foraging","Foraging"
"Glas Eileanan",3,"C",43264,"Foraging","Foraging"
"Glas Eileanan",3,"C",43265,"Foraging","Foraging"
"Glas Eileanan",3,"C",43266,"Foraging","Foraging"
"Glas Eileanan",3,"C",43267,"Foraging","Foraging"
"Glas Eileanan",3,"C",43268,"Foraging","Foraging"
"Glas Eileanan",3,"C",43269,"Foraging","Foraging"
"Glas Eileanan",3,"C",43270,"Foraging","Foraging"
"Glas Eileanan",3,"C",43271,"Foraging","Foraging"
"Glas Eileanan",3,"C",43272,"Foraging","Foraging"
"Glas Eileanan",3,"C",43273,"Foraging","Foraging"
"Glas Eileanan",3,"C",43274,"Foraging","Foraging"
"Glas Eileanan",3,"C",43275,"Foraging","Foraging"
"Glas Eileanan",3,"C",43276,"Foraging","Foraging"
"Glas Eileanan",3,"C",43277,"Foraging","Foraging"
"Glas Eileanan",3,"C",43278,"Foraging","Foraging"
"Glas Eileanan",3,"C",43279,"Foraging","Foraging"
"Glas Eileanan",3,"C",43280,"Foraging","Foraging"
"Glas Eileanan",3,"C",43281,"Foraging","Foraging"
"Glas Eileanan",3,"C",43282,"Foraging","Foraging"
"Glas Eileanan",3,"C",43283,"Foraging","Foraging"
"Glas Eileanan",3,"C",43284,"Foraging","Foraging"
"Glas Eileanan",3,"C",43285,"Foraging","Foraging"
"Glas Eileanan",3,"C",43286,"Foraging","Foraging"
"Glas Eileanan",3,"C",43287,"Foraging","Foraging"
"Glas Eileanan",3,"C",43288,"Foraging","Foraging"
"Glas Eileanan",3,"C",43289,"Foraging","Foraging"
"Glas Eileanan",3,"C",43290,"Foraging","Foraging"
"Glas Eileanan",3,"C",43291,"Foraging","Foraging"
"Glas Eileanan",3,"C",43292,"Foraging","Foraging"
"Glas Eileanan",3,"C",43293,"Foraging","Foraging"
"Glas Eileanan",3,"C",43294,"Foraging","Foraging"
"Glas Eileanan",3,"C",43295,"Foraging","Foraging"
"Glas Eileanan",3,"C",43296,"Foraging","Foraging"
"Glas Eileanan",3,"C",43297,"Foraging","Foraging"
"Glas Eileanan",3,"C",43298,"Foraging","Foraging"
"Glas Eileanan",3,"C",43299,"Foraging","Foraging"
"Glas Eileanan",3,"C",43300,"Foraging","Foraging"
"Glas Eileanan",3,"C",43301,"Foraging","Foraging"
"Glas Eileanan",3,"C",43302,"Foraging","Foraging"
"Glas Eileanan",3,"C",43303,"Foraging","Foraging"
"Glas Eileanan",3,"C",43304,"Foraging","Foraging"
"Glas Eileanan",3,"C",43305,"Foraging","Foraging"
"Glas Eileanan",3,"C",43306,"Foraging","Foraging"
"Glas Eileanan",3,"C",43307,"Foraging","Foraging"
"Glas Eileanan",3,"C",43308,"Foraging","Foraging"
"Glas Eileanan",3,"C",43309,"Foraging","Foraging"
"Glas Eileanan",3,"C",43310,"Foraging","Foraging"
"Glas Eileanan",3,"C",43311,"Foraging","Foraging"
"Glas Eileanan",3,"C",43312,"Foraging","Foraging"
"Glas Eileanan",3,"C",43313,"Foraging","Foraging"
"Glas Eileanan",3,"C",43314,"Foraging","Foraging"
"Glas Eileanan",3,"C",43315,"Foraging","Foraging"
"Glas Eileanan",3,"C",43316,"Foraging","Foraging"
"Glas Eileanan",3,"C",43317,"Foraging","Foraging"
"Glas Eileanan",3,"C",43318,"Foraging","Foraging"
"Glas Eileanan",3,"C",43319,"Foraging","Foraging"
"Glas Eileanan",3,"C",43320,"Foraging","Foraging"
"Glas Eileanan",3,"C",43321,"Foraging","Foraging"
"Glas Eileanan",3,"C",43322,"Foraging","Foraging"
"Glas Eileanan",3,"C",43323,"Foraging","Foraging"
"Glas Eileanan",3,"C",43324,"Foraging","Foraging"
"Glas Eileanan",3,"C",43325,"Foraging","Foraging"
"Glas Eileanan",3,"C",43326,"Foraging","Foraging"
"Glas Eileanan",3,"C",43327,"Foraging","Foraging"
"Glas Eileanan",3,"C",43328,"Foraging","Foraging"
"Glas Eileanan",3,"C",43329,"Foraging","Foraging"
"Glas Eileanan",3,"C",43330,"Foraging","Foraging"
"Glas Eileanan",3,"C",43331,"Foraging","Foraging"
"Glas Eileanan",3,"C",43332,"Foraging","Foraging"
"Glas Eileanan",3,"C",43333,"Foraging","Foraging"
"Glas Eileanan",3,"C",43334,"Foraging","Foraging"
"Glas Eileanan",3,"C",43335,"Foraging","Foraging"
"Glas Eileanan",3,"C",43336,"Foraging","Foraging"
"Glas Eileanan",3,"C",43337,"Foraging","Foraging"
"Glas Eileanan",3,"C",43338,"Foraging","Foraging"
"Glas Eileanan",3,"C",43339,"Foraging","Foraging"
"Glas Eileanan",3,"C",43340,"Foraging","Foraging"
"Glas Eileanan",3,"C",43341,"Foraging","Foraging"
"Glas Eileanan",3,"C",43342,"Foraging","Foraging"
"Glas Eileanan",3,"C",43343,"Foraging","Foraging"
"Glas Eileanan",3,"C",43344,"Foraging","Foraging"
"Glas Eileanan",3,"C",43345,"Foraging","Foraging"
"Glas Eileanan",3,"C",43346,"Foraging","Foraging"
"Glas Eileanan",3,"C",43347,"Foraging","Foraging"
"Glas Eileanan",3,"C",43348,"Foraging","Foraging"
"Glas Eileanan",3,"C",43349,"Foraging","Foraging"
"Glas Eileanan",3,"C",43350,"Foraging","Foraging"
"Glas Eileanan",3,"C",43351,"Foraging","Foraging"
"Glas Eileanan",3,"C",43352,"Foraging","Foraging"
"Glas Eileanan",3,"C",43353,"Foraging","Foraging"
"Glas Eileanan",3,"C",43354,"Foraging","Foraging"
"Glas Eileanan",3,"C",43355,"Foraging","Foraging"
"Glas Eileanan",3,"C",43356,"Foraging","Foraging"
"Glas Eileanan",3,"C",43357,"Foraging","Foraging"
"Glas Eileanan",3,"C",43358,"Foraging","Foraging"
"Glas Eileanan",3,"C",43359,"Foraging","Foraging"
"Glas Eileanan",3,"C",43360,"Foraging","Foraging"
"Glas Eileanan",3,"C",43361,"Foraging","Foraging"
"Glas Eileanan",3,"C",43362,"Foraging","Foraging"
"Glas Eileanan",3,"C",43363,"Foraging","Foraging"
"Glas Eileanan",3,"C",43364,"Foraging","Foraging"
"Glas Eileanan",3,"C",43365,"Foraging","Foraging"
"Glas Eileanan",3,"C",43366,"Foraging","Foraging"
"Glas Eileanan",3,"C",43367,"Foraging","Foraging"
"Glas Eileanan",3,"C",43368,"Foraging","Foraging"
"Glas Eileanan",3,"C",43369,"Foraging","Foraging"
"Glas Eileanan",3,"C",43370,"Foraging","Foraging"
"Glas Eileanan",3,"C",43371,"Foraging","Foraging"
"Glas Eileanan",3,"C",43372,"Foraging","Foraging"
"Glas Eileanan",3,"C",43373,"Foraging","Foraging"
"Glas Eileanan",3,"C",43374,"Foraging","Foraging"
"Glas Eileanan",3,"C",43375,"Foraging","Foraging"
"Glas Eileanan",3,"C",43376,"Foraging","Foraging"
"Glas Eileanan",3,"C",43377,"Foraging","Foraging"
"Glas Eileanan",3,"C",43378,"Foraging","Foraging"
"Glas Eileanan",3,"C",43379,"Foraging","Foraging"
"Glas Eileanan",3,"C",43380,"Foraging","Foraging"
"Glas Eileanan",3,"C",43381,"Foraging","Foraging"
"Glas Eileanan",3,"C",43382,"Foraging","Foraging"
"Glas Eileanan",3,"C",43383,"Foraging","Foraging"
"Glas Eileanan",3,"C",43384,"Foraging","Foraging"
"Glas Eileanan",3,"C",43385,"Foraging","Foraging"
"Glas Eileanan",3,"C",43386,"Foraging","Foraging"
"Glas Eileanan",3,"C",43387,"Foraging","Foraging"
"Glas Eileanan",3,"C",43388,"Foraging","Foraging"
"Glas Eileanan",3,"C",43389,"Foraging","Foraging"
"Glas Eileanan",3,"C",43390,"Foraging","Foraging"
"Glas Eileanan",3,"C",43391,"Foraging","Foraging"
"Glas Eileanan",3,"C",43392,"Foraging","Foraging"
"Glas Eileanan",3,"C",43393,"Foraging","Foraging"
"Glas Eileanan",3,"C",43394,"Foraging","Foraging"
"Glas Eileanan",3,"C",43395,"Foraging","Foraging"
"Glas Eileanan",3,"C",43396,"Foraging","Foraging"
"Glas Eileanan",3,"C",43397,"Foraging","Foraging"
"Glas Eileanan",3,"C",43398,"Foraging","Foraging"
"Glas Eileanan",3,"C",43399,"Foraging","Foraging"
"Glas Eileanan",3,"C",43400,"Foraging","Foraging"
"Glas Eileanan",3,"C",43401,"Foraging","Foraging"
"Glas Eileanan",3,"C",43402,"Foraging","Foraging"
"Glas Eileanan",3,"C",43403,"Foraging","Foraging"
"Glas Eileanan",3,"C",43404,"Foraging","Foraging"
"Glas Eileanan",3,"C",43405,"Foraging","Foraging"
"Glas Eileanan",3,"C",43406,"Foraging","Foraging"
"Glas Eileanan",3,"C",43407,"Foraging","Foraging"
"Glas Eileanan",3,"C",43408,"Foraging","Foraging"
"Glas Eileanan",3,"C",43409,"Foraging","Foraging"
"Glas Eileanan",3,"C",43410,"Foraging","Foraging"
"Glas Eileanan",3,"C",43411,"Foraging","Foraging"
"Glas Eileanan",3,"C",43412,"Foraging","Foraging"
"Glas Eileanan",3,"C",43413,"Foraging","Foraging"
"Glas Eileanan",3,"C",43414,"Foraging","Foraging"
"Glas Eileanan",3,"C",43415,"Foraging","Foraging"
"Glas Eileanan",3,"C",43416,"Foraging","Foraging"
"Glas Eileanan",3,"C",43417,"Foraging","Foraging"
"Glas Eileanan",3,"C",43418,"Foraging","Foraging"
"Glas Eileanan",3,"C",43419,"Foraging","Foraging"
"Glas Eileanan",3,"C",43420,"Foraging","Foraging"
"Glas Eileanan",3,"C",43421,"Foraging","Foraging"
"Glas Eileanan",3,"C",43422,"Foraging","Foraging"
"Glas Eileanan",3,"C",43423,"Foraging","Foraging"
"Glas Eileanan",3,"C",43424,"Foraging","Foraging"
"Glas Eileanan",3,"C",43425,"Foraging","Foraging"
"Glas Eileanan",3,"C",43426,"Foraging","Foraging"
"Glas Eileanan",3,"C",43427,"Foraging","Foraging"
"Glas Eileanan",3,"C",43428,"Foraging","Foraging"
"Glas Eileanan",3,"C",43429,"Foraging","Foraging"
"Glas Eileanan",3,"C",43430,"Foraging","Foraging"
"Glas Eileanan",3,"C",43431,"Foraging","Foraging"
"Glas Eileanan",3,"C",43432,"Foraging","Foraging"
"Glas Eileanan",3,"C",43433,"Foraging","Foraging"
"Glas Eileanan",3,"C",43434,"Foraging","Foraging"
"Glas Eileanan",3,"C",43435,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43436,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43437,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43438,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43439,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43440,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43441,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43442,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43443,"Not-foraging","Not-foraging"
"Glas Eileanan",3,"C",43444,"Foraging","Foraging"
"Glas Eileanan",3,"C",43445,"Foraging","Foraging"
"Glas Eileanan",3,"C",43446,"Foraging","Foraging"
"Glas Eileanan",3,"C",43447,"Foraging","Foraging"
"Glas Eileanan",3,"C",43448,"Foraging","Foraging"
"Glas Eileanan",3,"C",43449,"Foraging","Foraging"
"Glas Eileanan",3,"C",43450,"Foraging","Foraging"
"Glas Eileanan",3,"C",43451,"Foraging","Foraging"
"Glas Eileanan",3,"C",43452,"Foraging","Foraging"
"Glas Eileanan",3,"C",43453,"Foraging","Foraging"
"Glas Eileanan",3,"C",43454,"Foraging","Foraging"
"Glas Eileanan",3,"C",43455,"Foraging","Foraging"
"Glas Eileanan",3,"C",43456,"Foraging","Foraging"
"Glas Eileanan",3,"C",43457,"Foraging","Foraging"
"Glas Eileanan",3,"C",43458,"Foraging","Foraging"
"Glas Eileanan",3,"C",43459,"Foraging","Foraging"
"Glas Eileanan",3,"C",43460,"Foraging","Foraging"
"Glas Eileanan",3,"C",43461,"Foraging","Foraging"
"Glas Eileanan",3,"C",43462,"Foraging","Foraging"
"Glas Eileanan",3,"C",43463,"Foraging","Foraging"
"Glas Eileanan",3,"C",43464,"Foraging","Foraging"
"Glas Eileanan",3,"C",43465,"Foraging","Foraging"
"Glas Eileanan",3,"C",43466,"Foraging","Foraging"
"Glas Eileanan",3,"C",43467,"Foraging","Foraging"
"Glas Eileanan",3,"C",43468,"Foraging","Foraging"
"Glas Eileanan",3,"C",43469,"Foraging","Foraging"
"Glas Eileanan",3,"C",43470,"Foraging","Foraging"
"Glas Eileanan",3,"C",43471,"Foraging","Foraging"
"Glas Eileanan",3,"C",43472,"Foraging","Foraging"
"Glas Eileanan",3,"C",43473,"Foraging","Foraging"
"Glas Eileanan",3,"C",43474,"Foraging","Foraging"
"Glas Eileanan",3,"C",43475,"Foraging","Foraging"
"Glas Eileanan",3,"C",43476,"Foraging","Foraging"
"Glas Eileanan",3,"C",43477,"Foraging","Foraging"
"Glas Eileanan",3,"C",43478,"Foraging","Foraging"
"Glas Eileanan",3,"C",43479,"Foraging","Foraging"
"Glas Eileanan",3,"C",43480,"Foraging","Foraging"
"Glas Eileanan",3,"C",43481,"Foraging","Foraging"
"Glas Eileanan",3,"C",43482,"Foraging","Foraging"
"Glas Eileanan",3,"C",43483,"Foraging","Foraging"
"Glas Eileanan",3,"C",43484,"Foraging","Foraging"
"Glas Eileanan",3,"C",43485,"Foraging","Foraging"
"Glas Eileanan",3,"C",43486,"Foraging","Foraging"
"Glas Eileanan",3,"C",43487,"Foraging","Foraging"
"Glas Eileanan",3,"C",43488,"Foraging","Foraging"
"Glas Eileanan",3,"C",43489,"Foraging","Foraging"
"Glas Eileanan",3,"C",43490,"Foraging","Foraging"
"Glas Eileanan",3,"C",43491,"Foraging","Foraging"
"Glas Eileanan",3,"C",43492,"Foraging","Foraging"
"Glas Eileanan",3,"C",43493,"Foraging","Foraging"
"Glas Eileanan",3,"C",43494,"Foraging","Foraging"
